MeasID,YEAR,CO,JUR,CNTYNAME,DATE,PLACE,CSD,MEASTYPE,LTR,BALQUEST,Orig_TYPE,RECTYPE,RECTYPENAME,Orig_TOPIC,RECTOPIC,RECTOPNAME,YES,NO,TOTAL,PERCENT,REQ,OUTCOME,PASSFAIL,Multi_CO,Multi_MeasID,YES_sum,NO_sum,Total_sum,Percent_sum,Outcome_sum,passfail_sum,typerec,topicrec
200100018,2001,19,2,LOS ANGELES,2001-03-06,REDONDO BEACH,0,M,A,Shall Section 26 of Article XXVI of the Redondo Beach City Charter be amended to permit a person to be re-elected to the Office of Mayor or the office of Councilmember for two terms after a break in service of three years?,20,20,Charter Amendment,43,43,Governance: Organization,1735,2178,3913,0.44339381548683876,M,2,Fail,0,200100018,1735,2178,3913,0.44339381548683876,2,Fail,20,40
200100019,2001,19,2,LOS ANGELES,2001-03-06,REDONDO BEACH,0,M,B,Shall Section 16 or Article XVI of the Redondo Beach City Charter be amended to permit a person to be re-elected to the Office of School Board Member for two terms after a break in service of three years?,20,20,Charter Amendment,12,12,Education: Districts,1755,2150,3905,0.4494238156209987,M,2,Fail,0,200100019,1755,2150,3905,0.4494238156209987,2,Fail,20,10
200100020,2001,19,2,LOS ANGELES,2001-03-06,REDONDO BEACH,0,M,C,Shall Article XIX of the Redondo Beach City Charter be amended to allow for design-build and design-build-operate public works contracts?,20,20,Charter Amendment,47,47,Governance: Contracting/Bidding/Leasing,2475,1252,3727,0.6640729809498256,M,1,Pass,0,200100020,2475,1252,3727,0.6640729809498256,1,Pass,20,40
200100021,2001,19,2,LOS ANGELES,2001-03-06,REDONDO BEACH,0,M,D,"Shall the Redondo Beach City Charter be amended to authorize the City Clerk to hire and terminate his or her deputies, transfer responsibility for the administration of the financial affairs of the City, including the accounting function, from the City Clerk to the City Manager, and delete the accounting educational requirement for the position of the City Clerk?",20,20,Charter Amendment,43,43,Governance: Organization,1428,2405,3833,0.37255413514218627,M,2,Fail,0,200100021,1428,2405,3833,0.37255413514218627,2,Fail,20,40
200100022,2001,28,2,NAPA,2001-03-06,NAPA,0,M,A,Shall the Napa City Charter Section 20 - Circulation of Petitions: Petition Circulator - Residency be repealed?,20,20,Charter Amendment,48,48,Governance: Elections,7921,3301,11222,0.7058456603101052,M,1,Pass,0,200100022,7921,3301,11222,0.7058456603101052,1,Pass,20,40
200100023,2001,28,2,NAPA,2001-03-06,NAPA,0,M,B,Shall the Napa City Charter Section 22 - Circulation of Ptions: Petition Circulator - Registration be repealed?,20,20,Charter Amendment,48,48,Governance: Elections,7749,3300,11049,0.7013304371436329,M,1,Pass,0,200100023,7749,3300,11049,0.7013304371436329,1,Pass,20,40
200100024,2001,28,2,NAPA,2001-03-06,NAPA,0,M,C,"Shall the Napa City Charter Section 101 Public works to be done by contract be amended to waive any and all requirements for the erection, improvement or repair of recreational facilities, excepting any auxiliary building, parking lot and off-site improvement exceeding $75,000.00, if the City Council determines by a four-fifths (4/5) vote that one or more community organizations and/or volunteers will perform a substantial portion of the labor?",20,20,Charter Amendment,78,78,Facilities: Parks & Recreation,9004,2413,11417,0.7886485066129456,M,1,Pass,0,200100024,9004,2413,11417,0.7886485066129456,1,Pass,20,70
200100025,2001,36,2,SAN BERNARDINO,2001-03-06,CHINO,0,M,U,Shall the General Plan of the City of Chino be amended to change the zoning of an 11 acre parcel of land--located on west side of Central Avenue between Philadelphia Street and Francis Avenue--from a commercial zone to a multiple residential zone (RD20) limited to senior citizen housing?,70,70,Ordinance,22,22,Land Use: Zoning,1265,218,1483,0.8530006743088334,M,1,Pass,0,200100025,1265,218,1483,0.8530006743088334,1,Pass,70,20
200100026,2001,41,2,SAN MATEO,2001-03-06,BELMONT,0,M,C,"To qualify for State or other library improvement matching funds to build a new community library, wired for computers, with adequate space for books, children's activities, community meetings, and make surrounding site improvements, shall Belmont Community Facilities District No. 2000-1 issue $8,650,000 of bonds, levy special taxes to pay for facilities, maintenance, incidental expenses, including debt service; and establish the District's annual appropriations limit equal to $8,650,000 as provided in Resolutions 8917 and 8918?",11,11,GO Bond,71,71,Facilities: Libraries,3416,959,4375,0.7808,T,1,PassT,0,200100026,3416,959,4375,0.7808,1,PassT,10,70
200100027,2001,1,3,ALAMEDA,2001-03-06,PIEDMONT UNIFIED,0,M,A,"In order to maintain the quality of Piedmont's public education by providing continued support for special instructional programs and services, lower class sizes, technology, and maintenance services commensurate with a superior educational program, shall the Piedmont City Unified School District be authorized to levy a special tax of up to the amounts specified in the voter information pamphlet for a period of five years?",7,7,Miscellaneous Tax,10,10,Education,2618,705,3323,0.7878423111646103,T,1,PassT,0,200100027,2618,705,3323,0.7878423111646103,1,PassT,1,10
200100028,2001,1,3,ALAMEDA,2001-03-06,PIEDMONT UNIFIED,0,M,B,"In order to enhance the quality of Piedmont's public education by providing additional support of technology, student support services, and curriculum development and professional training, shall the Piedmont City Unified School District be authorized to levy a special tax of up to the amounts specified in the voter information pamphlet for a period of five (5) years?",7,7,Miscellaneous Tax,10,10,Education,2519,809,3328,0.7569110576923077,T,1,PassT,0,200100028,2519,809,3328,0.7569110576923077,1,PassT,1,10
200100029,2001,7,3,CONTRA COSTA,2001-03-06,ACALANES UNION HIGH,0,M,B,"To avoid the loss of student access to quality teaching, college preparatory classes, electives, honors and other academic courses, student technology and support services, shall the Acalanes Union High School District's Qualified Special Tax be reauthorized at a rate of $85 / year per taxable parcel for six years beginning July 1, 2001, with a  complete exemption available on application for parcels owned and occupied by persons 65 years of age or older?",3,3,Property Tax,10,10,Education,24177,8402,32579,0.7421038092022468,T,1,PassT,0,200100029,24177,8402,32579,0.7421038092022468,1,PassT,1,10
200100030,2001,7,3,CONTRA COSTA,2001-03-06,LIBERTY UNION HIGH,0,M,A,"To prevent overcrowding at both liberty High School and Freedom High School by building a third high school, to complete construction projects at Freedom High School, and to make needed repairs at Liberty High School, shall the Liberty Union High School District issue $40,000,000 in bonds, at interest rates within the legal limit?",11,11,GO Bond,11,11,Education: Bonds,5100,1960,7060,0.7223796033994334,T,1,PassT,0,200100030,5100,1960,7060,0.7223796033994334,1,PassT,10,10
200100031,2001,7,3,CONTRA COSTA,2001-03-06,WALNUT CREEK ELEMENTARY,0,M,C,"To reduce class size in grades 4 through 8, to enhance the academic performance of all students and for additional support for math, science and fine arts classes, shall the Walnut Creek School District be authorized to levy a special tax assessment on each assessor's parcel of $41 per year for a period of eight years, beginning July 2001, with certain specific exemptions as set forth in the resolution and Order of Election?",3,3,Property Tax,10,10,Education,8161,4034,12195,0.6692086920869209,T,1,PassT,0,200100031,8161,4034,12195,0.6692086920869209,1,PassT,1,10
200100032,2001,9,3,EL DORADO,2001-03-06,TAHOE-TRUCKEE UNIFIED,0,M,A,"Shall the TTUSD continue to levy a special tax of $80 per year per assessor's parcel (equivalent to less than $7 per month) limited to four years beginning July 1, 2001 for classroom supplies and materials, vocational education, academic programs, music, computers and technology support, lower 4th and 5th grade class size, nursing, physical education, bus replacement fund, playground and field maintenance, librarians, and elementary school counseling, described in Resolution #13-00/01; shall the district appropriations limit be increased accordingly; shall a Citizens Review Committee monitor these funds; and shall exemptions be available for all taxpayers aged 65 and older?",3,3,Property Tax,10,10,Education,155,88,243,0.6378600823045267,T,2,FailT,1,200100037,3577,1356,4933,0.7251165619298601,1,PassT,1,10
200100033,2001,10,3,FRESNO,2001-03-06,CLOVIS UNIFIED,0,M,A,"To modernize existing schools, upgrade safety systems, enhance technology capabilities and reduce overcrowding, shall Clovis Unified School District: build library/media centers; renovate existing school facilities; construct new elementary schools; prepare plans for a new intermediate and high school; acquire, construct, furnish and equip new school and District facilities, including new sites and site improvements at existing campuses, and issue $79 million of bonds for the above purposes, at interest rates within the legal limit?  If Measure A is approved by the voters, the Board of Trustees of the District will appoint a citizens' oversight committee and conduct annual independent audits to assure that funds are spent only on school and classroom improvements and for no other purposes.",11,11,GO Bond,11,11,Education: Bonds,12839,7093,19932,0.6441400762592816,T,2,FailT,0,200100032,12839,7093,19932,0.6441400762592816,2,FailT,10,10
200100034,2001,10,3,FRESNO,2001-03-06,FRESNO UNIFIED,0,M,K,"Shall the Fresno Unified School District: reduce overcrowding by building new classrooms/schools; make the District eligible for State matching funds; acquire school technology and hardware; repair plumbing, heating and air conditioning systems; renovate and modernize deteriorating classrooms; build library/media centers; upgrade classroom electrical wiring for computers; repair, rehabilitate, construct and acquire educational facilities and related property; and issue $199 million of bonds for the above purposes, at interest rates within the legal limit?  If Measure K is approved by the voters, the Board of Trustees of the District will appoint a citizens' oversight committee and conduct annual independent audits to assure that funds are spent only on school and classroom improvements and for no other purposes.",11,11,GO Bond,11,11,Education: Bonds,19864,9678,29542,0.6723986189154424,T,1,PassT,0,200100033,19864,9678,29542,0.6723986189154424,1,PassT,10,10
200100035,2001,15,3,KERN,2001-03-06,MOJAVE UNIFIED,0,M,A,"Shall the Mojave Unified School District School Facilities Improvement District No. 1 issue bonds not to exceed $12,000,000 for the pupose of acquiring real property for, and financing the construction of, a new high school and a new elementray school in California City, with bonds sold at an interest rate not to exceed the statutory limit?",11,11,GO Bond,11,11,Education: Bonds,882,507,1389,0.6349892008639308,T,2,FailT,0,200100034,882,507,1389,0.6349892008639308,2,FailT,10,10
200100036,2001,15,3,KERN,2001-03-06,MOJAVE UNIFIED,0,M,B,"To maintain existing school programs, improve the quality of education, and to provide funds to modernize and update school facilities, shall the Mojave Unified School District levy an annual parcel tax in the amount of $25.50 for no more than ten years?",3,3,Property Tax,10,10,Education,1146,686,1832,0.6255458515283843,T,2,FailT,0,200100035,1146,686,1832,0.6255458515283843,2,FailT,1,10
200100037,2001,21,3,MARIN,2001-03-06,TAMALPAIS UNION HIGH,0,M,A,"To enhance the quality of education through facility modernization and technology upgrades; ensure safety for students, staff, and community users;  remove asbestos; renovate and build classrooms and student facilities; replace inadequate electrical, roofing, heating/ventilation and plumbing; improve disabled access and earthquake safety; and rehabilitate athletic facilities, shall Tamalpais Union High School District issue $121 million of bonds, at interest rates within legal limits, with a Citizens' Oversight Committee to monitor and audit bond expenditures?",11,11,GO Bond,11,11,Education: Bonds,14527,6792,21319,0.6814109479806745,T,1,PassT,0,200100036,14527,6792,21319,0.6814109479806745,1,PassT,10,10
200100038,2001,29,3,NEVADA,2001-03-06,TAHOE-TRUCKEE UNIFIED,0,M,A,"Shall the TTUSD continue to Levy a special tax of $90 per year per assessor's parcel (equivalent to less than $7 per month) limited to four years beginning July 1, 2001 for classroom supplies and materials, vocational education, academic programs, music, computers and technology support, lower 4th and 5th grade class size, nursing, physical education, bus replacement fund, playground and field maintenance, librarians, and elementary school counseling, described in Resolution #13-00/01; shall the district appropriations limit be increased accordingly; shall a Citizens Review Committee monitor these funds; and shall exemptions be available for all taxpayers aged 65 and older?",3,3,Property Tax,10,10,Education,1878,644,2522,0.7446471054718478,T,1,PassT,1,200100037,3577,1356,4933,0.7251165619298601,1,PassT,1,10
200100039,2001,31,3,PLACER,2001-03-06,TAHOE-TRUCKEE UNIFIED,0,M,A,"Shall the TTUSD continue to levy a special tax of $80 per year per assessor's parcel (equivalent to less than $7 per month) limited to four years beginning July 1, 2001 for classroom supplies and materials, vocational education, academic programs, music, computer and technology support, lower 4th and 5th grade class size, nursing, physical education, bus replacement fund, playground and field maintenance, librarians, and elementary school counseling, described in Resolution #13-00/01; shall the district appropriations limit be increased accordingly; shall a Citizens Review Committee monitor these funds; and shall exemptions be available for all taxpayers aged 65 and older?",3,3,Property Tax,10,10,Education,1544,624,2168,0.7121771217712177,T,1,PassT,1,200100037,3577,1356,4933,0.7251165619298601,1,PassT,1,10
200100040,2001,39,3,SAN JOAQUIN,2001-03-06,BANTA ELEMENTARY,0,M,I,"To modernize or otherwise improve District facilities, including classrooms, restrooms, the library, the multipurpose room and the District administrative office; to relocate and upgrade the computer laboratory; and to acquire replacement classroom space, shall the Banta Elementary School District issue bonds in the amount of $1,420,000 to bear interest at rates not exceeding the legal limit?",11,11,GO Bond,11,11,Education: Bonds,135,74,209,0.645933014354067,T,2,FailT,0,200100038,135,74,209,0.645933014354067,2,FailT,10,10
200100041,2001,41,3,SAN MATEO,2001-03-06,BURLINGAME ELEMENTARY,0,M,B,"To attract and retain highly qualified teachers, develop technology instruction for students, continue to offer specialized programs and maintain small classes, shall the Burlingame School District be authorized to impose a replacement qualified special tax at a rate of $365.00 per year beginning 7/1/2001, adjusted annually by changes in the Consumer Price Index, to increase the District's appropriations limit accordingly, with exemptions for parcels owned and occupied by persons 65 years of age and older.",3,3,Property Tax,10,10,Education,3271,2379,5650,0.5789380530973451,T,2,FailT,0,200100039,3271,2379,5650,0.5789380530973451,2,FailT,1,10
200100042,2001,41,3,SAN MATEO,2001-03-06,WOODSIDE ELEMENTARY,0,M,A,"To maintain and enhance educational excellence, high academic standards, class size reductions, quality programs and retain outstanding teachers, shall the Woodside Elementary School district continue its current special tax of $196 beginning July 1, 2001 for eight (8) years adjusted annually by changes in the Consumer Price Index, not to exceed 4% annually, to increase the District's appropriations limit accordingly, with exemption for parcels owned and occupied by persons sixty-five (65) years of age and older.",3,3,Property Tax,10,10,Education,897,246,1143,0.7847769028871391,T,1,PassT,0,200100040,897,246,1143,0.7847769028871391,1,PassT,1,10
200100043,2001,43,3,SANTA CLARA,2001-03-06,CAMBRIAN ELEMENTARY,0,M,A,"To improve children's academic performance, reduce class size, improve teaching quality, and expand art, science, music, technology, and physical education; shall the Cambrian School district be authorized to impose a benefit assessment up to $63 per parcel effective July 1,2001, adjusted annually by changes in the Consumer Price Index, to increase the District's Appropriations Limit accordingly, annually reviewed by an oversight committee with exemption for parcels owned and occupied by persons 65 years of age or older?",3,3,Property Tax,10,10,Education,1868,853,2721,0.6865123116501286,T,1,PassT,0,200100041,1868,853,2721,0.6865123116501286,1,PassT,1,10
200100044,2001,45,3,SHASTA,2001-03-06,WHITMORE UNION ELEMENTARY,0,R,1,Shall Leonard Suter be recalled (removed) from the office of Governing Board Member?,50,50,Recall,13,13,Education: Recall,102,61,163,0.6257668711656442,M,1,Pass,0,200100042,102,61,163,0.6257668711656442,1,Pass,50,10
200100045,2001,45,3,SHASTA,2001-03-06,WHITMORE UNION ELEMENTARY,0,R,2,Shall Gary D. Vaught be recalled (removed) from the office of Governing Board Member?,50,50,Recall,13,13,Education: Recall,99,61,160,0.61875,M,1,Pass,0,200100043,99,61,160,0.61875,1,Pass,50,10
200100046,2001,45,3,SHASTA,2001-03-06,WHITMORE UNION ELEMENTARY,0,R,3,Shall Gordon Walker be recalled(removed) from the office of Governing Board Member?,50,50,Recall,13,13,Education: Recall,107,54,161,0.6645962732919255,M,1,Pass,0,200100044,107,54,161,0.6645962732919255,1,Pass,50,10
200100047,2001,49,3,SONOMA,2001-03-06,GRAVENSTEIN UNION ELEMENTARY,0,M,A,"Shall the Gravenstein Union School District provide funds for the purpose of supporting computer education programs, library services, music programs and other education programs necessary to provide the District's children with a quality education by levying a special tax assessment on each assessor's parcel of $36.00 per year for a period of eight years, beginning July 1, 2001, with certain specific exemptions as set forth in the Resolution and Order of Election?",3,3,Property Tax,10,10,Education,742,352,1094,0.6782449725776966,T,1,PassT,0,200100045,742,352,1094,0.6782449725776966,1,PassT,1,10
200100048,2001,49,3,SONOMA,2001-03-06,KENWOOD ELEMENTARY,0,M,B,"Shall Kenwood School District, serving the children of Kenwood, provide funds for the preservation of small class size and the enhancement of academic and educational programs by continuing a special tax assessment for five years beginning July 1, 2002 in the amount of $48.00 per year for each assessor's parcel, with a 5% increase per year beginning July 1, 2003 with certain specific exemptions as set forth in the full measure?",3,3,Property Tax,10,10,Education,997,274,1271,0.7844217151848938,T,1,PassT,0,200100046,997,274,1271,0.7844217151848938,1,PassT,1,10
200100049,2001,54,3,TULARE,2001-03-06,EXETER UNION HIGH,0,M,S,"To upgrade existing schools, provide science and computer labs, library and student service centers, 10 classrooms and additional restrooms to meet needs, to provide improved access to modern computer technology at Exeter High, and to add permanent restrooms and improve and make safe seating at the athletic stadium, shall the Exeter Union High School District issue $4.25 million of bonds at an interest rate within the legal limit with all money being spent for facilities?",11,11,GO Bond,11,11,Education: Bonds,1268,568,1836,0.690631808278867,M,1,Pass,0,200100047,1268,568,1836,0.690631808278867,1,Pass,10,10
200100050,2001,27,3,MONTEREY,2001-03-20,WASHINGTON UNION ELEMENTARY,0,M,A,"To repair, upgrade, and add new classrooms to accoodate student growth at Toro Park, Washington, and San Benancio Middle School, shall Washington Union School District issue $13,000,000 in bonds, at interest rates within legal limits, to finance construction and improvement of buildings for student safety, including building a new science complex and other clasrooms; replacing deteriorating floors, restrooms, roofs, plumbing, and portable buildings; upgrading and modernizing libraries; and upgrading access to technology?",11,11,GO Bond,11,11,Education: Bonds,1225,444,1669,0.7339724385859796,T,1,PassT,0,200100048,1225,444,1669,0.7339724385859796,1,PassT,10,10
200100051,2001,19,2,LOS ANGELES,2001-04-10,BURBANK,0,M,1,"(Advisory) Shall Burbank City Council member compensation be increased by 5% ($44 per month) effective May 1, 2001, and effective May 1, 2002, shall it be further increased by a percentage equal to the change in the local Consumer Price Index, but not to exceed 5% (maximum increase for second year is $46 per month)?  Any increases or decreases in Council member compensation after May 1, 2002 will continue to be governed by the provisions of the Burbank Charter and Municipal Code.",30,30,Advisory,42,42,Governance: Personnel/Labor Relations,5019,4651,9670,0.5190279214064116,M,1,Pass,0,200100049,5019,4651,9670,0.5190279214064116,1,Pass,30,40
200100052,2001,19,2,LOS ANGELES,2001-04-10,BURBANK,0,M,2,"Shall the proposed Charter Amendment be ratified, which would amend various sections of the Charter of the City of Burbank to eliminate obsolete language, provide consistency, clarify the powers and duties of certain departments and boards, change the name of two City departments, provide who shall act as City Manager in the event of the City Manager's absence, provide that the financial Services Department shall maintain monthly financial reports, raise the dollar amount over which public works construction projects are required to be awarded by the Council, require City boards to have Council approval prior to issuing subpoenas, amend the section relating to franchises and make numerous other minor changes?",20,20,Charter Amendment,43,43,Governance: Organization,5835,3508,9343,0.6245317349887617,M,1,Pass,0,200100050,5835,3508,9343,0.6245317349887617,1,Pass,20,40
200100053,2001,19,2,LOS ANGELES,2001-04-17,COMPTON,0,M,A,Shall the political geographical area within the City of Compton's Municipal boundaries de-annex from the Compton Unified School District and become a school district of its own?,70,70,Ordinance,12,12,Education: Districts,3285,4915,8200,0.400609756097561,T,2,FailT,0,200100051,3285,4915,8200,0.400609756097561,2,FailT,70,10
200100054,2001,36,3,SAN BERNARDINO,2001-05-08,MOUNTAIN VIEW ELEMENTARY,0,M,V,"To increase student/staff safety and relieve overcrowding, shall the School Facilities Improvement District of the Mountain View School District repair, upgrade and make improvements to existing schools, construct additional classrooms, acquire land/build a school to relieve overcrowding, qualify for state grants, upgrade fire alarms, bring schools into compliance with current building safety/health codes, repair/replace electrical systems and plumbing, provide additional computer and science labs, make necessary repairs/upgrades, by issuing $17 million of bonds at interest rates within legal limits?",11,11,GO Bond,11,11,Education: Bonds,284,88,372,0.7634408602150538,T,1,PassT,0,200100052,284,88,372,0.7634408602150538,1,PassT,10,10
200100055,2001,21,1,MARIN,2001-05-22,MARIN,0,R,1,Shall Paula Kamena be recalled (removed) from the office of District Attorney?,50,50,Recall,46,46,Governance: Recall,6849,41215,48064,0.1424975033288948,M,2,Fail,0,200100053,6849,41215,48064,0.1424975033288948,2,Fail,50,40
