MeasID,YEAR,CO#,JUR,CNTYNAME,DATE,PLACE,CSD,MEASTYPE,LTR,BALQUEST,RECTYPE,RECTYPENAME,RECTOPIC,RECTOPNAME,YES,NO,TOTAL,PERCENT,REQ,OUTCOME,PASSFAIL,Multi_CO,Multi_MeasID,YES_sum,NO_sum,Total_sum,Percent_sum,Outcome_sum,passfail_sum,TYPEREC,TOPICREC
201800016,2018,9,1,EL DORADO,2018-11-06,El Dorado,0,M,J,"Shall the measure changing the El Dorado County Ordinance Code which imposes a tax on short term occupants of hotels, motels, vacation home rentals and similar facilities in the unincorporated areas of El Dorado County, effective until amended or repealed, to raise the amount collected from ten percent (10%) to twelve percent (12%) of the rent charged to the visitor with an estimated annual revenue of $750,000 that may be spent for unrestricted general revenue purposes, be adopted?",9,Transient Occupancy Tax,112,Revenues: Tax Creation/Incr./Contin.,36869,47140,84009,0.43886964491899677,M,2.0,Fail,0,201800015,36869,47140,84009,0.43886964491899677,2.0,Fail,1,110
201800017,2018,9,1,EL DORADO,2018-11-06,El Dorado,0,M,N,"To provide revenue for general government services, such as law enforcement and public health education, shall the measure regulating and imposing a general tax on any independently authorized commercial cannabis activity in the unincorporated areas of El Dorado County at rates up to: $30 per square foot or 15% for cultivation; 10% for distribution, manufacturing, and retail; and 5% for testing laboratories, effective until amended or repealed, with estimated annual revenue of $1,900,000 to $52,800,000, be adopted?",2,Business Tax,100,General Services,53937,29491,83428,0.6465095651340078,M,1.0,Pass,0,201800016,53937,29491,83428,0.6465095651340078,1.0,Pass,1,100
201800018,2018,9,1,EL DORADO,2018-11-06,El Dorado,0,M,P,"Shall the measure allowing for outdoor and mixed-light (greenhouse) commercial cannabis cultivation for medicinal use on parcels of at least 10 acres zoned Rural Lands, Planned Agricultural, Limited Agricultural, and Agricultural Grazing that are restricted in canopy size, required to pay a County commercial cannabis tax, and subject to a site-specific review and discretionary permitting process with notification to surrounding property owners and environmental regulation be adopted?",2,Business Tax,22,Land Use: Zoning,50475,32896,83371,0.6054263472910244,M,1.0,Pass,0,201800017,50475,32896,83371,0.6054263472910244,1.0,Pass,1,20
201800019,2018,9,1,EL DORADO,2018-11-06,El Dorado,0,M,Q,"Shall the measure allowing for outdoor and mixed-light (greenhouse) commercial cannabis cultivation for recreational adult use on parcels of at least 10 acres zoned Rural Lands, Planned Agricultural, Limited Agricultural, and Agricultural Grazing that are restricted in canopy size, required to pay a County commercial cannabis tax, and subject to a site-specific review and discretionary permitting process with notification to surrounding property owners and environmental regulation be adopted?",2,Business Tax,22,Land Use: Zoning,49234,33881,83115,0.5923599831558684,M,1.0,Pass,0,201800018,49234,33881,83115,0.5923599831558684,1.0,Pass,1,20
201800020,2018,9,1,EL DORADO,2018-11-06,El Dorado,0,M,R,"Shall the measure allowing for the retail sale, delivery, distribution, and indoor cultivation of commercial cannabis for medicinal use on parcels zoned Community Commercial, Regional Commercial, General Commercial, Industrial High, and Industrial Low that are restricted in number and concentration, required to pay a County commercial cannabis tax, and subject to a site-specific review and discretionary permitting process with notification to surrounding property owners and environmental regulation be adopted?",2,Business Tax,22,Land Use: Zoning,50587,32078,82665,0.6119518538680215,M,1.0,Pass,0,201800019,50587,32078,82665,0.6119518538680215,1.0,Pass,1,20
201800021,2018,9,1,EL DORADO,2018-11-06,El Dorado,0,M,S,"Shall the measure allowing for the retail sale, delivery, distribution, and indoor cultivation of commercial cannabis for recreational adult use on parcels zoned Community Commercial, Regional Commercial, General Commercial, Industrial High, and Industrial Low that are restricted in number and concentration, required to pay a County commercial cannabis tax, and subject to a site-specific review and discretionary permitting process with notification to surrounding property owners and environmental regulation be adopted?",2,Business Tax,22,Land Use: Zoning,49226,32786,82012,0.6002292347461348,M,1.0,Pass,0,201800020,49226,32786,82012,0.6002292347461348,1.0,Pass,1,20
201800022,2018,9,1,EL DORADO,2018-11-06,El Dorado,0,M,U,"Shall the measure be adopted to amend the El Dorado County Charter Section 202 regarding Term Limits for Board of Supervisors to provide that one additional four year term of office be added to extend allowed terms to three, such that Board members shall be limited to three consecutive terms, with no other changes to this Charter Section?",20,Charter Amendment,45,Governance: Political Reform/Term Limits,19079,62438,81517,0.23404933940159722,M,2.0,Fail,0,201800021,19079,62438,81517,0.23404933940159722,2.0,Fail,20,40
201800023,2018,9,1,EL DORADO,2018-11-06,El Dorado,0,M,V,"Shall the measure be adopted to amend the El Dorado County Charter Section 502.1 regarding Classified and Unclassified Employees to provide that the Board of Supervisors may determine, by Resolution, additional positions to be of the “unclassified service,” such that the Board may designate that certain County employment positions will no longer be afforded civil services status and protection and shall serve in an “at-will” capacity?",20,Charter Amendment,42,Governance: Personnel/Labor Relations,31946,45115,77061,0.41455470341677375,M,2.0,Fail,0,201800022,31946,45115,77061,0.41455470341677375,2.0,Fail,20,40
201800024,2018,9,1,EL DORADO,2018-11-06,Hickok Road CSD,1,M,K,"Shall an amendment to the bylaws of the Hickok Road Community Services District to increase the maximum annual Special Tax by $200 per parcel per year, such that the total Special Tax could increase from $200 to $400 per parcel per year, be adopted? The maximum resulting gain could increase from $12,400 to $24,800 per year. The increase would be in effect until amended or the board deems additional funds are no longer required to maintain, upgrade, or improve District roads.",3,Property Tax,62,Transport: Roads,43,27,70,0.6142857142857143,T,2.0,FailT,0,201800023,43,27,70,0.6142857142857143,2.0,FailT,1,60
201800025,2018,10,1,FRESNO,2018-06-05,Fresno,0,M,A,Shall the Fresno County Charter be amended as follows: Amending section 16 to remove the Director of Public Works as county surveyor and authorizing the Director of Public Works to appoint a county surveyor.,20,Charter Amendment,43,Governance: Organization,69137,47070,116207,0.5949469481184438,M,1.0,Pass,0,201800024,69137,47070,116207,0.5949469481184438,1.0,Pass,20,40
201800026,2018,12,1,HUMBOLDT,2018-11-06,Humboldt,0,M,K,"Shall the measure be adopted that would establish prohibitions, restrictions and policies governing the use of county funds and actions of county law enforcement officials and other county agencies regarding cooperation with federal civil immigration enforcement, and regarding access to county services for all residents, and prioritize parental choices when families are separated, but that would not prevent immigrants from being investigated or prosecuted for criminal activity?",70,Ordinance,200,Other,28139,22733,50872,0.5531333543009908,M,1.0,Pass,0,201800025,28139,22733,50872,0.5531333543009908,1.0,Pass,70,200
201800027,2018,12,1,HUMBOLDT,2018-11-06,Humboldt,0,M,O,"To maintain essential services including 911 emergency response/rural ambulance/fire protection; ensuring 24-hour sheriff’s patrols; providing children’s mental health/victims of child abuse services; emergency communications systems; repairing deteriorating roads; and other essential general services, shall a measure to renew the existing ½ -cent sales tax, generating approximately $12,000,000 annually until ended by voters, with annual audits/citizen oversight, no increase in tax rate, be adopted?",4,Sales Tax,100,General Services,38029,13453,51482,0.738685365758906,M,1.0,Pass,0,201800026,38029,13453,51482,0.738685365758906,1.0,Pass,1,100
201800028,2018,13,1,IMPERIAL,2018-06-05,Imperial,0,M,Y,"To fund and improve County services, shall the ordinance enacting the following general taxes on cannabis be adopted? (1) Maximum 8% on the gross receipts of retailers of cannabis products; (2) Maximum 5% on the gross receipts of manufacturers of cannabis products; (3) Maximum $15.00 per square foot on commercial cannabis cultivation space, increasing to maximum $20.00 per square foot on July 1, 2020 and maximum $25.00 per square foot on July 1, 2025.",2,Business Tax,100,General Services,12020,5546,17566,0.6842764431287714,M,1.0,Pass,0,201800027,12020,5546,17566,0.6842764431287714,1.0,Pass,1,100
201800029,2018,15,1,KERN,2018-11-06,Kern,0,M,J,"(INITIATIVE) Shall County adopt the ordinance proposed by initiative petition and known as Medicinal Cannabis Measure to retain the ban on commercial adult-use cannabis activity; allow and regulate commercial medicinal cannabis cultivation, manufacturing, testing, retailing, distribution, and microbusiness in the unincorporated area, subject to State licensing requirements; allow unlimited land use permits for such activity; and allow County to levy a perpetual 7.5% business tax on the adjusted gross income of such activity [fiscal impact unknown]?",2,Business Tax,22,Land Use: Zoning,77680,117156,194836,0.3986942864768318,M,2.0,Fail,0,201800028,77680,117156,194836,0.3986942864768318,2.0,Fail,1,20
201800030,2018,15,1,KERN,2018-11-06,Kern,0,M,K,"(INITIATIVE) Shall County adopt the ordinance proposed by initiative petition and known as Kem Regulation and Taxation of Cannabis Act of 2018 to allow and regulate commercial medicinal and adult-use cannabis retailing, testing, cultivation, processing, packaging, and distribution in the unincorporated area, subject to State licensing requirements; impose permit fees on cannabis businesses; allow no more than 35 dispensary permits; and levy a perpetual 5% annual tax on the gross receipts of dispensaries [fiscal impact unknown]?",2,Business Tax,22,Land Use: Zoning,92634,101877,194511,0.476240418279686,M,2.0,Fail,0,201800029,92634,101877,194511,0.476240418279686,2.0,Fail,1,20
201800031,2018,15,1,KERN,2018-11-06,Kern,0,M,I,"To improve county services in the unincorporated area of Kern County including public safety and protection, parks, code enforcement, roads and libraries, shall a 1% (1 cent) general purpose sales tax be adopted in the unincorporated area with the estimated $35 million in annual revenue to be used for general purposes in the unincorporated area only with input from a citizen advisory committee comprised of residents of the 
unincorporated area?",4,Sales Tax,112,Revenues: Tax Creation/Incr./Contin.,25610,46899,72509,0.3531975340992153,M,2.0,Fail,0,201800030,25610,46899,72509,0.3531975340992153,2.0,Fail,1,110
201800032,2018,17,1,LAKE,2018-06-05,Butler-Keys CSD,1,M,F,"Shall a special annual tax of $50.00 per-year-per-single-lot be imposed on all the single lots within Butler-Keys F Community Services District for a period of four (4) years commencing in the 2018-2019 fiscal year for the purpose of maintaining the streets within the Butler-Keys Community Services District and shall the District establish an annual appropriations limit in the amount of $9,250.00?",3,Property Tax,62,Transport: Roads,30,9,39,0.7692307692307693,T,1.0,PassT,0,201800031,30,9,39,0.7692307692307693,1.0,PassT,1,60
201800033,2018,17,1,LAKE,2018-06-05,Lake,0,M,G,"Shall the County Measure be adopted to add Article VII to Chapter 18 of the Lake County Code imposing a one and G one-half per cent (1.5%) transactions and use tax (sales tax) for a ten-year period, generating approximately $4.5mil lion annually, for unrestricted general revenue purposes to include roads, libraries, law enforcement, animal control, parks, museums, and services for seniors and veterans with all proceeds placed in the County’s General Fund?",4,Sales Tax,112,Revenues: Tax Creation/Incr./Contin.,4023,6080,10103,0.3981985548846877,M,2.0,Fail,0,201800032,4023,6080,10103,0.3981985548846877,2.0,Fail,1,110
201800034,2018,17,1,LAKE,2018-11-06,Lake,0,M,K,"Shall Article VII be added to Chapter 18 of the Lake County Code imposing a Cannabis Business Tax in the unincorporated areas of the County, which, as of January 1, 2021, will impose an annual tax of $1.00 per square foot for nursery cultivation, 4% of gross receipts on a cannabis dispensary, micro-business, or delivery business, and 2.5% of gross receipts on a cannabis manufacturing, processing, transportation, distribution or other type of cannabis business?",2,Business Tax,112,Revenues: Tax Creation/Incr./Contin.,10471,4805,15276,0.6854543074103169,M,1.0,Pass,0,201800033,10471,4805,15276,0.6854543074103169,1.0,Pass,1,110
201800035,2018,18,1,LASSEN,2018-06-05,Lassen,0,M,K,"(ADVISORY)If voters of the County of Lassen approve a three-quarters of one-percent general sales tax increase, should 75% of the revenue obtained from the three-quarter percent sales tax be used exclusively for public safety and added to, not replace, current public safety budget?",30,Advisory,30,Safety,3337,2598,5935,0.5622577927548441,M,1.0,Pass,0,201800034,3337,2598,5935,0.5622577927548441,1.0,Pass,30,30
201800036,2018,18,1,LASSEN,2018-06-05,Lassen,0,M,J,Shall an ordinance be adopted authorizing the County of Lassen to collect a three-quarters of one percent sales tax (Transactions and Use Tax) for unrestricted general revenue purposes?,4,Sales Tax,112,Revenues: Tax Creation/Incr./Contin.,1734,4348,6082,0.2851035843472542,M,2.0,Fail,0,201800035,1734,4348,6082,0.2851035843472542,2.0,Fail,1,110
201800037,2018,18,1,LASSEN,2018-06-05,Lassen,0,M,L,"Shall the library special tax of $28.00 per annum currently assessed on each habitable dwelling unit within the incorporated limits of the City of Susanville, be increased to $52.00 per annum, to go into effect for the 2018-19 tax year beginning July 1, 2018, and to be used solely to operate and maintain the District?",3,Property Tax,71,Facilities: Libraries,696,1225,1921,0.3623112961998959,T,2.0,FailT,0,201800036,696,1225,1921,0.3623112961998959,2.0,FailT,1,70
201800038,2018,18,1,LASSEN,2018-11-06,Lassen,0,M,M,"Shall an ordinance be adopted imposing a Cannabis Business Tax of up to $3.00 per square foot of canopy space, per year for cultivators, and up to 8% on gross receipts of all other cannabis businesses operating in the unincorporated areas of Lassen County, with funds staying in the County general fund for unrestricted general revenue purposes?",2,Business Tax,112,Revenues: Tax Creation/Incr./Contin.,4691,4183,8874,0.5286229434302456,M,1.0,Pass,0,201800037,4691,4183,8874,0.5286229434302456,1.0,Pass,1,110
201800039,2018,19,1,LOS ANGELES,2018-11-06,Los Angeles,0,M,W,"Shall an ordinance improving/protecting water quality; capturing rain/stormwater to increase safe drinking water supplies and prepare for future drought; protecting public health and marine life by reducing pollution, trash, toxins/plastics entering Los Angeles County waterways/bays/beaches; establishing a parcel tax of 2.5¢ per square foot of impermeable area, exempting low-income seniors, raising approximately $300,000,000 annually until ended by voters, requiring independent audits, oversight and local control be adopted?",3,Property Tax,54,Environment: Regulation/Mitigation,1805050,793890,2598940,0.6945331558250671,T,1.0,PassT,0,201800038,1805050,793890,2598940,0.6945331558250671,1.0,PassT,1,50
201800040,2018,21,1,MARIN,2018-06-05,Bay Area,0,M,RM3,"Shall voters authorize a plan to reduce auto and truck traffic, relieve crowding on BART, unclog freeway bottlenecks, and improve bus, ferry, BART and commuter rail service as specified in the plan in this voter pamphlet, with a $1 toll increase effective in 2019, a $1 increase in 2022, and a $1 increase in 2025, on all Bay Area toll bridges except the Golden Gate Bridge, with independent oversight of all funds?",7,Miscellaneous Tax,60,Transport,48090,31366,79456,0.6052406363270237,M,1.0,Pass,1,201800002,919122,693432,1612554,0.5699790518643096,1.0,Pass,1,60
201800041,2018,21,1,MARIN,2018-11-06,CSA #27,1,M,R,"Shall the measure continuing the special tax for paramedic services for four years in the amount of $79.50 in the first year and increasing $4 annually to a maximum of $91.50 per taxable living unit, or per 1,500 square feet of structure on a developed parcel in nonresidential use, which will annually raise approximately $58,000 beginning in year one, and increasing the appropriations limit by the amount of said tax be adopted?",3,Property Tax,36,Safety: Emergency Medical/Paramedic,614,262,876,0.7009132420091324,T,1.0,PassT,0,201800039,614,262,876,0.7009132420091324,1.0,PassT,1,30
201800042,2018,21,1,MARIN,2018-11-06,Marin,0,M,AA,"In order to relieve traffic congestion on Highway 101 and local roads; fix potholes/maintain local roads; improve interchanges/access to/from Highway 101; expand safe routes to schools, including school bus service/funding crossing guards; and, provide local transit, including options for seniors/persons with disabilities, shall Marin County renew the existing half-cent, voter approved sales tax without increasing the current rate, providing $27,000,000 annually for 30 years, with citizens’ oversight, that the State cannot take away?",4,Sales Tax,60,Transport,93158,28378,121536,0.7665053975776724,T,1.0,PassT,0,201800040,93158,28378,121536,0.7665053975776724,1.0,PassT,1,60
201800043,2018,22,1,MARIPOSA,2018-11-06,Mariposa,0,M,M,"To reduce the threat of wildfires; enhance fire protection and 911 emergency response; maintain law enforcement; repair damaged roads; protect water quality, open space; retain and attract jobs and businesses; and other general services, shall Mariposa County’s existing transient occupancy tax paid only by hotel/short-term rental guests be increased by 2%, providing $3,000,000 annually until ended by voters, requiring independent audits, all funds used locally?",2,Business Tax,34,Safety: Multiple Emergency Services,4840,3258,8098,0.5976784391207706,M,1.0,Pass,0,201800041,4840,3258,8098,0.5976784391207706,1.0,Pass,1,30
201800044,2018,26,1,MONO,2018-06-05,Mendocino,0,M,G,"Shall Mendocino County Code Chapter 5.20 be amended to authorize collection of a Transient Occupancy Tax on short-term visitor accommodations of 30 days or less in private campgrounds and recreational vehicle parks, estimated to raise $1,000,000 annually?",9,Transient Occupancy Tax,112,Revenues: Tax Creation/Incr./Contin.,8794,10114,18908,0.46509414004654115,M,2.0,Fail,0,201800042,8794,10114,18908,0.46509414004654115,2.0,Fail,1,110
201800045,2018,26,1,MONO,2018-06-05,Mono,0,M,D,"For unrestricted general revenue purposes, such as to fund Sheriff, EMS, and Code Compliance, shall the County tax cannabis businesses within the unincorporated areas up to $3.00 per canopy square foot for cultivation (adjustable after 6-1-2021 for inflation), 8% of gross receipts for retail, 2.5% for testing laboratories, and 4% for other cannabis businesses; estimated to generate $143,000 to $330,000 annually; to be levied until repealed by the voters or the County YES Board of Supervisors?",2,Business Tax,112,Revenues: Tax Creation/Incr./Contin.,2547,667,3214,0.7924704418170504,M,1.0,Pass,0,201800043,2547,667,3214,0.7924704418170504,1.0,Pass,1,110
201800046,2018,28,1,NAPA,2018-06-05,Bay Area,0,M,RM3,"Shall voters authorize a plan to reduce auto and truck traffic, relieve crowding on BART, unclog freeway bottlenecks, and improve bus, ferry, BART and commuter rail service as specified in the plan in this voter pamphlet, with a $1 toll increase effective in 2019, a $1 increase in 2022, and a $1 increase in 2025, on all Bay Area toll bridges except the Golden Gate Bridge, with independent oversight of all funds?",7,Miscellaneous Tax,60,Transport,17350,16828,34178,0.5076364913101995,M,1.0,Pass,1,201800002,919122,693432,1612554,0.5699790518643096,1.0,Pass,1,60
201800047,2018,28,1,NAPA,2018-06-05,Napa,0,M,C,Shall Napa County Ordinance No. 2018-01 be adopted? (Amending the Napa County General Plan and zoning code creating water quality buffer zones within the Agricultural Watershed (AW) zoning district and restricting tree removal within those zones; strengthening oak removal remediation standards and establishing a permit program for oak tree removal once 795 acres of oak woodland have been removed.),70,Ordinance,22,Land Use: Zoning,17533,18174,35707,0.4910241689304618,M,2.0,Fail,0,201800044,17533,18174,35707,0.4910241689304618,2.0,Fail,70,20
201800048,2018,28,1,NAPA,2018-06-05,Napa,0,M,D,Shall Napa County Ordinance No. 2018-02 be adopted? (Amending Napa County Code Section 18.120.010 to disallow the use of personal airports and helipads and to limit the circumstances under which helicopter takeoffs and landings in support of direct agricultural activities may take place.),70,Ordinance,22,Land Use: Zoning,21442,13779,35221,0.6087845319553675,M,1.0,Pass,0,201800045,21442,13779,35221,0.6087845319553675,1.0,Pass,70,20
201800049,2018,28,1,NAPA,2018-11-06,Napa,0,M,I,"Shall Ordinance No. 2018-__ be enacted? (To increase, improve, and preserve affordable and workforce housing in Napa County, the Ordinance would increase the existing transient occupancy tax on hotel charges to visitors of 30 days or less in the unincorporated area from 12% to 13%, with all revenue from the 1% increase (estimated: $1.1 million annually) to be restricted to providing programs and services for affordable and workforce housing.)",9,Transient Occupancy Tax,81,Housing: Affordable,37767,16112,53879,0.7009595575270513,T,1.0,PassT,0,201800046,37767,16112,53879,0.7009595575270513,1.0,PassT,1,80
201800050,2018,29,1,NEVADA,2018-11-06,Nevada,0,M,G,"To maintain improve essential services including public safety, crime prevention/ investigation, environmental regulations enforcement, neighborhood protection, and other County services, shall the measure establishing cannabis business tax rates not to exceed $10 per square-foot or $8 per ounce on cultivation and/or up to 10% of gross receipts for all cannabis businesses in unincorporated Nevada County, generating an estimated $1.5-3,000,000 annually, unless/until repealed, with financial audits, no money for the state, be adopted?",2,Business Tax,100,General Services,38748,12650,51398,0.7538814739873146,M,1.0,Pass,0,201800047,38748,12650,51398,0.7538814739873146,1.0,Pass,1,100
