MeasID,YEAR,CO#,JUR,CNTYNAME,DATE,PLACE,CSD,MEASTYPE,LTR,BALQUEST,RECTYPE,RECTYPENAME,RECTOPIC,RECTOPNAME,YES,NO,TOTAL,PERCENT,REQ,OUTCOME,PASSFAIL,Multi_CO,Multi_MeasID,YES_sum,NO_sum,Total_sum,Percent_sum,Outcome_sum,passfail_sum,typerec,topicrec
202000011,2020,7,1,CONTRA COSTA,2020-05-05,CSA P-2 Zone A,1,Measure,Z,"Shall County of Contra Costa Ordinance No. 2019-40 be approved to increase the existing annual parcel tax on County Service Area P-2 Zone A to $395 per parcel for residential property (single and multiple), $2,370 per parcel for commercial/industrial/institutional property, and $11,852 per parcel for commercial/theater property in the first year, with 3 percent increases every year thereafter, to provide additional funding for police protection services?",3,Property Tax,32,Safety: Police,1690,608,2298,0.7354221061792864,T,1,PassT,0,202000011,1690,608,2298,0.7354221061792864,1,PassT,1,30
202000014,2020,8,1,DEL NORTE,2020-11-03,Del Norte,0,Measure,R,"To support vital local services including: providing support for law enforcement for emergency response; repairing potholes and maintaining streets; preparing for and responding to natural disasters and health emergencies; maintaining emergency dispatch services for fire, ambulance, and law enforcement; maintaining jail and criminal justice services; addressing blight and public nuisances; and other general services and infrastructure; shall the measure be adopted imposing a one percent sales tax in the unincorporated area of the county, until ended by voters, providing approximately $1.2 million dollars annually, with citizen oversight and independent audits?",4,Sales Tax,34,Safety: Multiple Emergency Services,3953,3892,7845,0.5038878266411727,M,1,Pass,0,202000014,3953,3892,7845,0.5038878266411727,1,Pass,1,30
202000024,2020,19,1,LOS ANGELES,2020-03-03,Los Angeles,0,Measure,R,"Shall the measure amending Chapter 3.79 of the Los Angeles County Code to revise the duties and powers of the Sheriff Civilian Oversight Commission to investigate Sheriff-related issues, compel production of records and witnesses, review and evaluate the Office of the Inspector General's handling of complaints, and develop a recommended jail plan, be adopted?",70,Ordinance,32,Safety: Police,1334277,497286,1831563,0.7284909118605257,M,1,Pass,0,202000024,1334277,497286,1831563,0.7284909118605257,1,Pass,70,30
202000029,2020,21,1,MARIN,2020-03-03,Marin,0,Measure,C,"To support coordinated wildfire prevention including early detection, warning and alerts; reducing vegetation; ensuring defensible space around homes, neighborhoods and critical infrastructure; and improving disaster evacuation routes/procedures; shall the Marin Wildfire Prevention Measure, levying up to 10¢ per building square foot tax ($75 per multifamily unit or as described in the full measure) for ten years, providing $19,300,000 annually, with annual inflation adjustments, independent citizen oversight/audits, and low-income senior exemptions, be adopted?",3,Property Tax,33,Safety: Fire,75638,31200,106838,0.7079690746738052,T,1,PassT,0,202000029,75638,31200,106838,0.7079690746738052,1,PassT,1,30
202000031,2020,21,1,MARIN,2020-03-03,Marinwood CSD,1,Measure,H,"Shall the appropriations limit established for Marinwood Community Services District pursuant to Article XIIIB of the California Constitution be increased over the appropriations limit established by said article for each of the four fiscal years 2020-2021 through 2023-2024 in the amount equal to the revenue received from the special tax for Fire Protection and Emergency Response services previously approved by the voters in November, 2011?",60,Gann Limit,33,Safety: Fire,1670,528,2198,0.7597816196542311,M,1,Pass,0,202000031,1670,528,2198,0.7597816196542311,1,Pass,60,30
202000032,2020,23,1,MENDOCINO,2020-03-03,Mendocino,0,Measure,E,"(ADVISORY) If Mendocino County amends Chapter 5.20 to extend the Transient Occupancy Tax to private campgrounds and recreational vehicle parks, should the additional funds from the extended tax be used to fund the recognized fire agencies in Mendocino County as follows: 75% distributed evenly to the recognized Mendocino County; and 25% spent based on the recommendation of the fire chiefs of the recognized fire agencies in Mendocino County?",30,Advisory,33,Safety: Fire,13688,6108,19796,0.6914528187512629,M,1,Pass,0,202000032,13688,6108,19796,0.6914528187512629,1,Pass,30,30
202000049,2020,38,1,SAN FRANCISCO,2020-03-03,San Francisco,0,Measure,B,"To improve fire, earthquake, and emergency response by improving, constructing, and/or replacing: deteriorating cisterns, pipes, and tunnels, and related facilities to ensure firefighters a reliable water supply for fires and disasters; neighborhood fire and police stations and supporting facilities; the City’s 911 Call Center; and other disaster response and public safety facilities, and to pay related costs, shall the City and County of San Francisco issue $628,500,000 in general obligation bonds, with a duration up to 30 years from the time of issuance, an estimated average tax rate of $0.015/$100 of assessed property value, and projected average annual revenues of $40,000,000, subject to citizen oversight and regular audits?",12,Revenue Bond,30,Safety,233656,48387,282043,0.8284410533145655,T,1,PassT,0,202000048,233656,48387,282043,0.8284410533145655,1,PassT,10,30
202000057,2020,38,1,SAN FRANCISCO,2020-11-03,San Francisco,0,Measure,E,"Shall the City amend the Charter to remove the requirement that the San Francisco Police Department maintain a minimum of 1,971 full-duty sworn police officers and replace the requirement with regular evaluations of police staffing levels?",20,Charter Amendment,33,Safety: Fire,299528,120246,419774,0.713545860391544,M,1,Pass,0,202000056,299528,120246,419774,0.713545860391544,1,Pass,20,30
202000067,2020,40,1,SAN LUIS OBISPO,2020-03-03,Oceano CSD,1,Measure,A,"To maintain rapid response times for 911 medical emergency/fire protection services, provide 24-hours a day, 7-days a week staffed medical emergency/fire vehicles, shall Oceano Community Services District Ordinance No. 2020-1 levying an annual special tax of $180.00 per parcel, providing $422,000 a year, subject to annual maximum increases capped at 2%, until repealed by voters, and requiring independent citizen oversight and annual reports, be adopted?",3,Property Tax,36,Safety: Emergency Medical/Paramedic,1294,663,1957,0.6612161471640265,T,2,FailT,0,202000066,1294,663,1957,0.6612161471640265,2,FailT,1,30
202000068,2020,41,1,SAN MATEO,2020-06-23,CSA No. 1,1,Measure,Q,Shall the measure set forth in Resolution No. 077299 of the County of San Mateo continuing the levy of a special tax for four years at a maximum rate of $65 per parcel per year for extended police and structural fire protection services be adopted?,3,Property Tax,34,Safety: Multiple Emergency Services,1053,261,1314,0.8013698630136986,T,1,PassT,0,202000067,1053,261,1314,0.8013698630136986,1,PassT,1,30
202000070,2020,45,1,SHASTA,2020-03-03,Shasta,0,Measure,A,"To provide approximately $31,000,000 annually for the specific public safety purposes of (1) providing funding for County jail facilities, operations, programs, and services, including medication assisted treatment and rehabilitation programs while in custody and also after release, and alternatives to County jail incarceration, (2) providing funding for law enforcement and emergency services (including fire protection) in the unincorporated area of Shasta County and in the Cities of Redding, Anderson, and Shasta Lake, (3) providing funding for criminal prosecutions by the District Attorney, for criminal defense by the Public Defender, and for the duties of Probation as they relate to adult offenders, the measure allows the County of Shasta to enact a one percent (1%) transactions and use tax throughout the entire county. The measure creates an Oversight Committee and an annual audit requirement detailing how the funds have been spent. The tax will be in effect until reduced or repealed by the Board of Supervisors by a 4/5 vote.",4,Sales Tax,31,Safety: Jails/Courts,27669,29375,57044,0.4850466306710609,T,2,FailT,0,202000069,27669,29375,57044,0.4850466306710609,2,FailT,1,30
202000072,2020,47,1,SISKIYOU,2020-11-03,County Service Area 4,1,Measure,G,"Shall the Greater McCloud Fire and Emergency Response Zone of County Service Area No. 4 levy an annual special parcel tax of $93.79 for improved parcels, $66.20 for the first two unimproved parcels, $24.83 for the third and fourth unimproved parcels, and $8.28 for the fifth or more unimproved parcels, subject to an annual cost of living increase for the first 10 years not to exceed three percent (3%) in any year, without expiration, for funding fire and emergency response services, collecting an estimated $86,158.14 annually?",3,Property Tax,34,Safety: Multiple Emergency Services,112,59,171,0.6549707602339181,T,2,FailT,0,202000071,112,59,171,0.6549707602339181,2,FailT,1,30
202000073,2020,47,1,SISKIYOU,2020-11-03,Lake Shastina CSD,1,Measure,J,"Shall the Lake Shastina Community Services District, to provide continued rapid response for fire protection and medical emergencies to the owners and properties within the District, increase the existing special parcel tax for fire services to $80 annually for improved parcels and $65 annually for unimproved parcels generating an annual amount of revenue of $271,240 and which will continue to be levied until repealed by the Board of by the voters?",3,Property Tax,34,Safety: Multiple Emergency Services,1018,425,1443,0.7054747054747055,T,1,PassT,0,202000072,1018,425,1443,0.7054747054747055,1,PassT,1,30
202000074,2020,49,1,SONOMA,2020-03-03,Sonoma,0,Measure,G,"To improve local fire prevention and protection by: installing emergency warning sirens and alerting systems; improving vegetation management to prevent the spread of wildfire; attracting and retaining qualified, local firefighters and emergency personnel; and, modernizing fire department equipment, facilities and stations, shall Sonoma County establish a ½-cent sales tax until ended by voters, providing approximately $51,000,000 annually, with annual audits and citizen oversight, and increase its annual appropriations limit to allow expenditure of the proceeds?",4,Sales Tax,33,Safety: Fire,118297,64146,182443,0.648405255340024,T,2,FailT,0,202000073,118297,64146,182443,0.648405255340024,2,FailT,1,30
202000076,2020,49,1,SONOMA,2020-11-03,Sonoma,0,Measure,P,"In order to increase law enforcement transparency and accountability and to build the public trust in County government and the Sheriff’s Office, shall Article XXVII of Title 2 of the Sonoma County Code be repealed and replaced by this measure to expand the oversight authority and independence of the Independent Office of Law Enforcement Review and Outreach (IOLERO) to investigate Sheriff related issues, revise and expand the duties and powers of the Community Advisory Council, compel production of records and witnesses, and review IOLERO’s performance of its duties?",4,Sales Tax,32,Safety: Police,166483,90689,257172,0.6473605213631344,M,1,Pass,0,202000075,166483,90689,257172,0.6473605213631344,1,Pass,1,30
202000082,2020,53,1,TRINITY,2020-11-03,Trinity,0,Measure,I,"To prevent cuts or elimination of local life-support ambulance service, including two 24/7 ambulances staffed for emergencies stationed in Weaverville and Hayfork, shall a measure imposing a $45 per year special tax for each parcel developed with residential or commercial uses, until repealed by voters, providing $258,000 annually, requiring all funds to be spent locally with Citizen Oversight, be adopted in accordance with the terms of the Trinity Life Support Community Services District Formation?",3,Property Tax,36,Safety: Emergency Medical/Paramedic,3852,1472,5324,0.7235161532682194,T,1,PassT,0,202000081,3852,1472,5324,0.7235161532682194,1,PassT,1,30
202000083,2020,53,1,TRINITY,2020-11-03,Trinity,0,Measure,K,"Shall the County of Trinity adopt an ordinance amending section 3.24 of the Trinity County Code by imposing an additional half cent sales and use tax for the purpose of providing more funding to local law enforcement? The allocation of funds collected from the additional half cent sales and use tax shall be 67% to the Sheriff, 17% to the District Attorney and 16% to Probation.",4,Sales Tax,32,Safety: Police,3027,3093,6120,0.4946078431372549,T,2,FailT,0,202000082,3027,3093,6120,0.4946078431372549,2,FailT,1,30
202000035,2020,30,1,ORANGE,2020-03-03,Orange,0,Measure,A,Shall the Charter for the County of Orange be amended to require a two-thirds vote of the total Board of Supervisors membership to propose taxes for approval by voters at an election?,20,Charter Amendment,40,Governance,593548,163430,756978,0.7841020478798592,M,1,Pass,0,202000035,593548,163430,756978,0.7841020478798592,1,Pass,20,40
202000036,2020,31,1,PLACER,2020-11-03,Placer,0,Measure,F,"Shall Placer County Code Article 3.08 governing the civil service system for employees of the County be amended so that the civil service commission will serve as a hearing body for employee grievances, disciplinary appeals, and such other matters for which a hearing is provided, but that the County’s human resources department shall perform all other duties beyond those hearings?",70,Ordinance,42,Governance: Personnel/Labor Relations,137320,63700,201020,0.6831161078499651,M,1,Pass,0,202000036,137320,63700,201020,0.6831161078499651,1,Pass,70,40
202000037,2020,31,1,PLACER,2020-11-03,Placer,0,Measure,G,"Shall Article V, Section 503 of the Placer County Charter be amended to give the County Executive Officer final authority for the appointment, suspension and removal of appointive department heads other than County Counsel?",20,Charter Amendment,42,Governance: Personnel/Labor Relations,91131,109787,200918,0.453573099473417,M,2,Fail,0,202000037,91131,109787,200918,0.453573099473417,2,Fail,20,40
202000038,2020,31,1,PLACER,2020-11-03,Placer,0,Measure,H,"Shall Article VI, Section 608 of the Placer County Charter be amended to remove bid threshold requirements in the Charter that contradict with State law?",20,Charter Amendment,47,Governance: Contracting/Bidding/Leasing,130115,66794,196909,0.6607874703543261,M,1,Pass,0,202000038,130115,66794,196909,0.6607874703543261,1,Pass,20,40
202000039,2020,31,1,PLACER,2020-11-03,Placer,0,Measure,I,"Shall Article IV, Section 403 of the Placer County Charter be amended to require that an elected official of the County must be a resident of the County for thirty (30) days prior to filing nomination papers, and must maintain residency within the County during their entire term?",20,Charter Amendment,48,Governance: Elections,189252,20443,209695,0.902510789479959,M,1,Pass,0,202000039,189252,20443,209695,0.902510789479959,1,Pass,20,40
202000042,2020,36,1,SAN BERNARDINO,2020-11-03,San Bernardino,0,Measure,J,"Shall the revised Charter approved by the Board of Supervisors of the County of San Bernardino at its regular meeting on July 28, 2020, for submission to the voters, be ratified and adopted as the Charter of the County of San Bernardino?",20,Charter Amendment,40,Governance,378964,368224,747188,0.5071869462571669,M,1,Pass,0,202000042,378964,368224,747188,0.5071869462571669,1,Pass,20,40
202000043,2020,36,1,SAN BERNARDINO,2020-11-03,San Bernardino,0,Measure,K,"Shall the measure entitled “The San Bernardino County Supervisor Compensation Reduction and Term Limits” that will amend the County Charter to impose a term limit of one term for all Districts beginning December of 2020 and reduce the total compensation for each member of the Board of Supervisors to $5,000 per month be adopted?",20,Charter Amendment,45,Governance: Political Reform/Term Limits,516184,256098,772282,0.668387972269197,M,1,Pass,0,202000043,516184,256098,772282,0.668387972269197,1,Pass,20,40
202000044,2020,36,1,SAN BERNARDINO,2020-11-03,Spring Valley Lake CSD,1,Measure,V,"Shall the order adopted on February 19, 2020, by the Local Agency Formation Commission for San Bernardino County ordering the reorganization to include formation of the Spring Valley Lake Community Services District together with the formation of Zone A for solid waste and street sweeping and the Dissolution of County Service Area 64, known as LAFCO 3233A, be approved subject to the terms and conditions as more particularly described in the order?",70,Ordinance,44,Governance: Incorporation/Formation/Annexation,1428,3332,4760,0.3,M,2,Fail,0,202000044,1428,3332,4760,0.3,2,Fail,70,40
202000050,2020,38,1,SAN FRANCISCO,2020-03-03,San Francisco,0,Measure,C,Shall the City amend the Charter to make retiree health care coverage available to certain City employees who previously worked for the San Francisco Housing Authority based on their combined years of service and date of hire?,20,Charter Amendment,42,Governance: Personnel/Labor Relations,192261,80268,272529,0.7054698766002884,M,1,Pass,0,202000049,192261,80268,272529,0.7054698766002884,1,Pass,20,40
202000054,2020,38,1,SAN FRANCISCO,2020-11-03,San Francisco,0,Measure,B,"Shall the City amend the Charter to create a Department of Sanitation and Streets with oversight from a Sanitation and Streets Commission, and to establish a Public Works Commission to oversee the Department of Public Works?",20,Charter Amendment,43,Governance: Organization,255653,161178,416831,0.6133253044999052,M,1,Pass,0,202000053,255653,161178,416831,0.6133253044999052,1,Pass,20,40
202000055,2020,38,1,SAN FRANCISCO,2020-11-03,San Francisco,0,Measure,C,"Shall the City amend the Charter to remove the requirement that people serving on City boards, commissions and advisory bodies be registered voters and U.S. citizens, and continue to require those people be old enough to vote in City elections and be San Francisco residents?",20,Charter Amendment,48,Governance: Elections,226148,191898,418046,0.5409643914784498,M,1,Pass,0,202000054,226148,191898,418046,0.5409643914784498,1,Pass,20,40
202000056,2020,38,1,SAN FRANCISCO,2020-11-03,San Francisco,0,Measure,D,Shall the City amend the Charter to create a Sheriff’s Department Office of Inspector General and a Sheriff’s Department Oversight Board that would make recommendations to the Sheriff and the Board of Supervisors about the operations of the Sheriff’s Department?,20,Charter Amendment,43,Governance: Organization,276685,136896,413581,0.668998334062735,M,1,Pass,0,202000055,276685,136896,413581,0.668998334062735,1,Pass,20,40
202000059,2020,38,1,SAN FRANCISCO,2020-11-03,San Francisco,0,Measure,G,"Shall the City amend the Charter to allow San Francisco residents to vote for local candidates and local ballot measures if they are U.S. citizens, at least 16 years old and registered to vote?",20,Charter Amendment,48,Governance: Elections,207054,213694,420748,0.49210929107209067,M,2,Fail,0,202000058,207054,213694,420748,0.49210929107209067,2,Fail,20,40
202000079,2020,53,1,TRINITY,2020-03-03,Trinity,0,Measure,D,"Shall the order adopted on September 17, 2019 by the Local Agency Formation Commission of the County of Trinity ordering the formation of the “Trinity Life Support Community Services District” in the territory described, known as ‘lands currently served by Trinity County Life Support,’ subject to terms and conditions specified in the order, be approved. Such terms and conditions, including a requirement that a board of directors be elected at-large, that the assessment be approved as a condition of formation, that the district will be authorized to provide advance life support ambulance services, including related community out-reach, training and educational programs, and other more particularly described in the order?",70,Ordinance,44,Governance: Incorporation/Formation/Annexation,2603,1496,4099,0.6350329348621615,M,1,Pass,0,202000078,2603,1496,4099,0.6350329348621615,1,Pass,70,40
202000081,2020,53,1,TRINITY,2020-11-03,Trinity,0,Measure,H,"To prevent cuts or elimination of local life-support ambulance service, including two 24/7 ambulances staffed for emergencies stationed in Weaverville and Hayfork, shall the order adopted on June 16, 2020 by the Trinity Local Agency Formation Commission ordering the formation of the ""Trinity Life Support Community Services District"" in the territory described, subject to terms specified in the order, including a special tax to finance district services, be approved?",70,Ordinance,44,Governance: Incorporation/Formation/Annexation,4044,1281,5325,0.7594366197183099,M,1,Pass,0,202000080,4044,1281,5325,0.7594366197183099,1,Pass,70,40
202000009,2020,2,1,ALPINE,2020-11-03,Alpine,0,Measure,C,Shall the Board of Supervisors of the County of Alpine enact an ordinance regulating the import of effluent into the County of Alpine from any source and set a permit fee for such imports?,70,Ordinance,54,Environment: Regulation/Mitigation,626,86,712,0.8792134831460674,M,1,Pass,0,202000009,626,86,712,0.8792134831460674,1,Pass,70,50
202000034,2020,28,1,NAPA,2020-03-03,Napa,0,Measure,K,"To protect drinking water by preserving and restoring watersheds, rivers, creeks; protect natural open spaces and wildlife habitat; reduce wildfire risk; and maintain local parks and trails; shall Napa County enact a 1/4 percent sales tax for the Napa County Regional Park and Open Space District raising an estimated nine million dollars annually for fifteen years with citizen oversight, annual audits, and funds that cannot be taken by the State?",4,Sales Tax,50,Environment,28667,16778,45445,0.6308064693585653,T,2,FailT,0,202000034,28667,16778,45445,0.6308064693585653,2,FailT,1,50
202000015,2020,9,1,EL DORADO,2020-03-03,CSA-3 Zone 98501,1,Measure,M,"Shall the measure providing for an annual special tax of $80.00 for twenty years’ duration on improved parcels of land within the South Shore Snow removal Zone of benefit, and replacing the current benefit assessment of $20.00 per parcel, to be used exclusively for acquisition of snow removal equipment to improve public safety, not salaries and benefits, and subject to annual oversight, which will generate annual revenue of $536,720.00 commencing fiscal year 2020/2021, be adopted?",3,Property Tax,62,Transport: Roads,1727,1788,3515,0.4913229018492176,T,2,FailT,0,202000015,1727,1788,3515,0.4913229018492176,2,FailT,1,60
202000016,2020,9,1,EL DORADO,2020-03-03,CSA-30 Zone 98122,1,Measure,L,"Shall the measure providing for an annual special tax of $500.00 on each parcel of real property for an unlimited duration be levied within the Lynx Trail Road Zone of Benefit, which would be an increase to the current special tax of $300.00 per year, to be used only for road improvements, and maintenance services and generating annual revenue of $37,500.00, commencing fiscal year 2020/2021, be adopted?",3,Property Tax,62,Transport: Roads,31,35,66,0.4696969696969697,T,2,FailT,0,202000016,31,35,66,0.4696969696969697,2,FailT,1,60
202000017,2020,9,1,EL DORADO,2020-03-03,CSA-9 Zone 14,1,Measure,K,"Shall the measure providing for an annual special tax of $450.00 on each parcel of land for an unlimited duration be levied within the Fernwood Cothrin Ranch Road Zone of Benefit, to replace the existing special tax of $150.00, to be used only for road improvements and maintenance services and generating annual revenue of $118,800.00, commencing fiscal year 2020/2021, be adopted?",3,Property Tax,62,Transport: Roads,207,142,349,0.5931232091690545,T,2,FailT,0,202000017,207,142,349,0.5931232091690545,2,FailT,1,60
202000018,2020,9,1,EL DORADO,2020-03-03,CSA-9 Zone 98122,1,Measure,J,"Shall the measure providing for an annual special tax of $270.00 on each improved parcel of land and $120.00 on each unimproved parcel of land for an unlimited duration be levied within the Gilmore Vista Road Zone of Benefit, to replace the existing benefit assessments of $170.00 and $70.00, respectively, to be used only for snow removal, road improvements, and maintenance services and generating annual revenue of $11,550.00, commencing fiscal year 2020/2021, be adopted?",3,Property Tax,62,Transport: Roads,34,13,47,0.723404255319149,T,1,PassT,0,202000018,34,13,47,0.723404255319149,1,PassT,1,60
202000019,2020,9,1,EL DORADO,2020-11-03,Hickok Road CSD,1,Measure,N,"Shall an amendment to the bylaws of the Hickok Road Community Services District to increase the maximum annual Special Tax by $200 per parcel per year, such that the total Special Tax could increase from $200 to $400 per parcel per year, be adopted? The maximum resulting gain could increase from $12,400 to $24,800 per year. The increase would be in effect until amended or the board deems additional funds are no longer required to maintain, upgrade, or improve District roads.",3,Property Tax,62,Transport: Roads,46,41,87,0.5287356321839081,T,2,FailT,0,202000019,46,41,87,0.5287356321839081,2,FailT,1,60
202000020,2020,9,1,EL DORADO,2020-11-03,Mortara Circle CSD,1,Measure,Q,"Shall the measure providing for an annual special tax of $600.00 on each parcel of real property for an unlimited duration be levied within the Mortara Circle Community Services District, which would be an increase to the current special tax of $350.00 per year, to be used only for road improvement and maintenance services and generating an annual revenue of $18,600.00, commencing fiscal year 2021/2022, be adopted?",3,Property Tax,62,Transport: Roads,14,46,60,0.23333333333333334,T,2,FailT,0,202000020,14,46,60,0.23333333333333334,2,FailT,1,60
202000048,2020,37,1,SAN DIEGO,2020-11-03,Rincon Ranch CSD,1,Measure,Z,"Shall the Rincon Community Services District be authorized to establish and levy a special tax override, on all taxable real property within its boundaries for the purpose of providing funds for repair and resurface of the roads maintained by the district, with this special tax not to exceed six dollars per acre, or portion thereof, plus one hundred seventy dollars per parcel of land per year?",3,Property Tax,62,Transport: Roads,66,43,109,0.6055045871559633,T,2,FailT,0,202000047,66,43,109,0.6055045871559633,2,FailT,1,60
202000065,2020,38,1,SAN FRANCISCO,2020-11-03,San Francisco,0,Measure,RR,"To preserve Caltrain service and support regional economic recovery, prevent traffic congestion, make Caltrain more affordable and accessible, reduce air pollution with cleaner and quieter electric trains, make travel times faster, and increase Caltrain frequency and capacity between Santa Clara, San Mateo and San Francisco counties, shall the Peninsula Corridor Joint Powers Board's resolution levying a 30-year one-eighth cent sales tax with oversight and audits, providing approximately $100 million annually for Caltrain that the State cannot take away, be adopted?",4,Sales Tax,61,Transport: Mass Transit,300438,109056,409494,0.7336810795762575,T,1,PassT,1,202000064,1077657,482151,1559808,0.69,1,PassT,1,60
