MeasID,YEAR,CO,JUR,CNTYNAME,DATE,PLACE,CSD,MEASTYPE,LTR,BALQUEST,Orig_TYPE,RECTYPE,RECTYPENAME,Orig_TOPIC,RECTOPIC,RECTOPNAME,YES,NO,TOTAL,PERCENT,REQ,OUTCOME,PASSFAIL,Multi_CO,Multi_MeasID,YES_sum,NO_sum,Total_sum,Percent_sum,Outcome_sum,Passfail_sum,typerec,topicrec,OTH
201100009,2011,19,2,Los Angeles,2011-03-08,Rancho Palos Verdes,2,M,C,Shall the proposed City Charter be adopted to change the City of Rancho Palos Verdes from a general law city to a charter city?,20,20,Charter Amendment,40,40,Governance,2049,5433,7482,0.273857,M,2,Fail,0,201100009,2049,5433,7482,0.273857,2,Fail,20,40,0
201100010,2011,19,1,Los Angeles,2011-03-08,San Fernando Valley-Proposed,2,M,F,"Shall the order adopted July 25, 2002, by the Los Angeles County Board of Supervisors, ordering the detachment of the San Fernando Valley area from the City of Los Angeles and the incorporation of the entire detached territory as a general law city be confirmed, subject to such terms and conditions, including the establishment of a provisional appropriations limit for  the new city of $1.354 billion, the requirement that the new city continue to levy all previously authorized and collected charges, fees, assessments and general or special taxes collected by the City of Los Angeles within the San Fernando Valley area, except as prohibited by law, and that the new city make annual fiscal mitigation payments to the City of Los Angeles of $127,122,000 adjusted for inflation and reduced by 5 percent per year for a total of 20 years, which payments the Local Agency Formation Commission has determined represent the difference between the revenue collected in the San Fernando Valley area by the City of Los Angeles in fiscal year 2000-01 over and above the amount expended by the City of Los Angeles in the San Fernando Valley area in 2000-01, all as more particularly described and set forth in the order?",70,70,Ordinance,44,44,Governance: Incorporation/Formation/Annexation,158927,56662,215589,0.737176,M,1,Pass,0,201100010,158927,56662,215589,0.737176,1,Pass,70,40,0
201100011,2011,19,2,Los Angeles,2011-03-08,Los Angeles,2,M,G,"Shall the Charter be amended: (1) to provide sworn Fire, Police, and Harbor Department employees, who are hired on or after July 1, 2011, with the pension benefits provided in the Fire and Police Pension Plan-Tier 6; and (2) to modify provisions of the Fire and Police Pension Plan in order to facilitate compliance with state and federal laws, to authorize the Council to establish an Excess Benefit Plan, to allow flexibility in establishing amortization policies, and to make technical changes?",20,20,Charter Amendment,42,42,Governance: Personnel/Labor Relations,158927,52662,211589,0.751112,M,1,Pass,0,201100011,158927,52662,211589,0.751112,1,Pass,20,40,0
201100012,2011,19,2,Los Angeles,2011-03-08,Bell,2,R,G,Shall George Mirabal be recalled (removed) from the office of City Council?,50,50,Recall,46,46,Governance: Recall,3211,137,3348,0.95908,M,1,Pass,0,201100012,3211,137,3348,0.95908,1,Pass,50,40,0
201100013,2011,19,2,Los Angeles,2011-03-08,Hollywood-Proposed,2,M,H,"Shall the order adopted July 26, 2002 by the Local Agency Formation Commission, ordering the detachment of Hollywood from the City of Los Angeles and the incorporation of the entire detached territory as a general law city be confirmed, subject to such terms and conditions, including the establishment of a provisional appropriations limit for the city of $214.3 million, the requirement that the new city continue to levy all previously authorized and collected  charges, fees, assessments and general or special taxes collected by the City of Los Angeles within the Hollywood area, except as prohibited by law, and that the new city  make annual fiscal mitigation payments to the City of Los Angeles of $21,320,000 adjusted for inflation and reduced by 5 percent per year for a total of 20 years, which payments the Local Agency Formation Commission has determined represent the difference between the revenue collected in the Hollywood area by the City of Los Angeles in Fiscal year 2000-01 over and above the amount expended by the City of Los Angeles in the Hollywood area in 2000-01, all as more particularly described and set forth in the order?",70,70,Ordinance,44,44,Governance: Incorporation/Formation/Annexation,159832,53586,213418,0.748915,M,1,Pass,0,201100013,159832,53586,213418,0.748915,1,Pass,70,40,0
201100014,2011,19,2,Los Angeles,2011-03-08,Los Angeles,2,M,I,"Shall the Charter be amended to establish an office of Public Accountability for the Department of Water and Power, overseen by an Executive Director appointed by a citizens committee and confirmed by the Council and Mayor for a five-year term, to provide public independent analysis of Department actions as they relate to water and electricity rates?",20,20,Charter Amendment,43,43,Governance: Organization,168014,47772,215786,0.778614,M,1,Pass,0,201100014,168014,47772,215786,0.778614,1,Pass,20,40,0
201100015,2011,19,2,Los Angeles,2011-03-08,Los Angeles,2,M,J,"Shall the Charter be amended to (a) require the Department of Water and Power for informational purposes to submit to the City Council by March 31 each year a preliminary budget for the ensuing fiscal year (July 1 through June 30), to be updated by May 31 with new information, and (b) establish procedures for making surplus transfers from the Power Revenue Fund to the City Reserve Fund?",20,20,Charter Amendment,49,49,Governance: Budget Processes,175271,38705,213976,0.819115,M,1,Pass,0,201100015,175271,38705,213976,0.819115,1,Pass,20,40,0
201100016,2011,19,2,Los Angeles,2011-03-08,Los Angeles,2,M,L,"Shall the Charter be amended to incrementally increase the amount the City is required to dedicate annually from its General Fund to the Library Department to an amount equal to .0300% of the assessed value of all property in the City, and incrementally increase the Library Department's responsibility for its direct and indirect costs until it pays for all of its direct and indirect costs, in order to provide Los Angeles neighborhood public libraries with additional funding to help restore library service hours, purchase books and support library programs, subject to audits, using existing funds with no new taxes?",20,20,Charter Amendment,71,71,Facilities: Libraries,136676,80740,217416,0.628638,M,1,Pass,0,201100016,136676,80740,217416,0.628638,1,Pass,20,70,0
201100017,2011,19,2,Los Angeles,2011-03-08,Bell,2,R,L,Shall Luis Artiga be recalled (removed) from the office of City Council?,50,50,Recall,46,46,Governance: Recall,3227,141,3368,0.958135,M,1,Pass,0,201100017,3227,141,3368,0.958135,1,Pass,50,40,0
201100018,2011,19,2,Los Angeles,2011-03-08,Los Angeles,2,M,M,"In order to fund general municipal services, including but not limited to such matters as police protection and crime suppression services, fire prevention and suppression services, park and recreation facilities, and general improvements throughout the City, shall a tax be authorized on marijuana collectives of $50 per $1000 of gross receipts recognizing that the sale of marijuana is illegal?",7,7,Miscellaneous Tax,112,112,Revenues: Tax Creation/Incr./Contin.,128501,90182,218683,0.587613,M,1,Pass,0,201100018,128501,90182,218683,0.587613,1,Pass,1,110,0
201100019,2011,19,2,Los Angeles,2011-03-08,Los Angeles,2,M,N,"Shall the Charter be amended to comply with recent court decisions and avoid liability to the City by removing from the Charter three provisions determined by courts to be unconstitutional regarding campaign contribution limits on independent, non-candidate controlled groups' spending in City and LAUSD elections and notice and contribution limits regarding self-financed candidates that lifts contribution limits for only some candidates in City elections?",20,20,Charter Amendment,45,45,Governance: Political Reform/Term Limits,146456,60700,207156,0.706984,M,1,Pass,0,201100019,146456,60700,207156,0.706984,1,Pass,20,40,0
201100020,2011,19,2,Los Angeles,2011-03-08,Beverly Hills,2,M,O,"Shall an ordinance that increases the oil extraction tax imposed on oil companies and established a natural gas extraction tax on oil and gas companies for deposit into the General Fund to support general fund services including police, fire, paramedics, library, administrative support services, and street and park maintenance, and that makes a change to the definition of gross receipts set forth in the Beverly Hills Municipal Code, be adopted?",2,2,Gasoline Tax,112,112,Revenues: Tax Creation/Incr./Contin.,2335,2939,5274,0.442738,M,2,Fail,0,201100020,2335,2939,5274,0.442738,2,Fail,1,110,0
201100021,2011,19,2,Los Angeles,2011-03-08,Los Angeles,2,M,O,"In order to fund general municipal services, including but not limited to such matters as police protection and crime suppression services, fire prevention and suppression services, park and recreation facilities, and general improvements throughout the City, shall an ordinance be adopted to impose a tax on oil producing businesses of $1.44 per barrel of oil produced in the City of Los Angeles?",7,7,Miscellaneous Tax,112,112,Revenues: Tax Creation/Incr./Contin.,99500,105928,205428,0.484355,M,2,Fail,0,201100021,99500,105928,205428,0.484355,2,Fail,1,110,0
201100022,2011,19,2,Los Angeles,2011-03-08,Bell,2,R,O,Shall Oscar Hernandez be recalled (removed) from the office of Mayor?,50,50,Recall,46,46,Governance: Recall,3213,161,3374,0.952282,M,1,Pass,0,201100022,3213,161,3374,0.952282,1,Pass,50,40,0
201100023,2011,19,2,Los Angeles,2011-03-08,Los Angeles,2,M,P,"Shall the Charter be amended to: establish an Emergency Reserve Account within the City's Reserve Fund, with an annual balance of not less than two and three-fourths percent of General Fund receipts, to be accessed only if the City Council finds by a two-thirds vote that there is an urgent economic necessity and to be replenished in the subsequent fiscal year except in the event of a catastrophe; establish a Contingency Reserve Account within the Reserve Fund for expenditures and revenue shortfalls unanticipated in the annual budget with details defined by ordinance; and establish a Budget Stabilization Fund within the City Treasury with details defined by ordinance?",20,20,Charter Amendment,49,49,Governance: Budget Processes,132205,66677,198882,0.664741,M,1,Pass,0,201100023,132205,66677,198882,0.664741,1,Pass,20,40,0
201100024,2011,19,2,Los Angeles,2011-03-08,Los Angeles,2,M,Q,"Shall the Charter be amended to: (1) expand the automatic civil service exemptions to include Deputy Chiefs of Fire; (2) limit the number of qualified applicants testing for civil service positions to an adequate number to prevent examinations of unnecessarily large candidate pools; (3) eliminate the requirement for certifying all eligible candidates for appointment to a civil service position when the candidates' scores are not reachable or when no hiring is taking place; (4) clarify and standardize the probationary period for police officers to accurately reflect its application to sworn officers from the Airport, Harbor and General Services Departments; (5) increase the length of emergency appointments to no longer than one year; and (6) extend the amount of time retirees may work from 90 to 120 days without increasing pension benefits?",20,20,Charter Amendment,42,42,Governance: Personnel/Labor Relations,125403,73973,199376,0.628977,M,1,Pass,0,201100024,125403,73973,199376,0.628977,1,Pass,20,40,0
201100025,2011,19,2,Los Angeles,2011-03-08,Bell,2,R,T,Shall Teresa Jacobo be recalled (removed) from the office of City Council?,50,50,Recall,46,46,Governance: Recall,3204,158,3362,0.953004,M,1,Pass,0,201100025,3204,158,3362,0.953004,1,Pass,50,40,0
201100027,2011,30,2,Orange,2011-03-08,San Clemente,2,M,A,Shall Resolution No. 10-53 approving the Playa del Norte commercial development project in the City's North Beach area be adopted?,70,70,Ordinance,22,22,Land Use: Zoning,7624,10170,17794,0.428459,M,2,Fail,0,201100026,7624,10170,17794,0.428459,2,Fail,70,20,0
201100029,2011,33,2,Riverside,2011-03-08,Jurupa Valley - Proposed,2,M,A,"Shall the order adopted on July 22, 2010, by the Local Agency Formation Commission of Riverside County ordering the incorporation of the territory described in the order, including detachment from the Riverside County Waste Resources Management District, dissolution of County Service Areas 72 and 73, subject to the terms and conditions specified in the order designated as LAFCO 2009-32-2 (Resolution No. 12-10) be confirmed?",70,70,Ordinance,44,44,Governance: Incorporation/Formation/Annexation,3605,3067,6672,0.540318,M,1,Pass,0,201100027,3605,3067,6672,0.540318,1,Pass,70,40,0
201100030,2011,33,2,Riverside,2011-03-08,Jurupa Valley - Proposed,2,M,B,"Shall members of the city council in future elections be elected by districts, from districts, or at large?",70,70,Ordinance,43,43,Governance: Organization,2474,3383,5857,0.422401,M,2,Fail,0,201100028,2474,3383,5857,0.422401,2,Fail,70,40,At Large: 2474  By District: 2084  From District: 1299
201100031,2011,41,3,San Mateo,2011-03-08,Brisbane Elementary,2,M,W,"Shall Brisbane School District renew its current parcel tax with an inflation increase by levying a special tax of not more than $119 annually per parcel to provide teachers/instructional aides for reading, music, and art; providing exemptions for eligible senior citizens? Shall District's annual appropriation limit be raised between 7/1/2011 and 6/30/2016 in an amount equal to levy of said tax, with funds spent exclusively on schools within Brisbane School District and not used for other purposes?",3,3,Property Tax,10,10,Education,967,412,1379,0.701233,T,1,PassT,0,201100029,967,412,1379,0.701233,1,PassT,1,10,0
201100032,2011,19,3,Los Angeles,2011-04-05,Glendale Unified,2,M,S,"To protect quality education at local schools, provide safe and modern school facilities, and qualify for matching funds, shall the Glendale Unified School District upgrade classrooms, science labs and libraries; update computers/ technology; provide facilities/equipment for career training; improve campus safety and access for students with disabilities; increase energy efficiency; and make funding available for classroom instruction by issuing $270 million in bonds with legal interest rates, independent oversight, all funds staying local, and without increasing tax rates?",11,11,GO Bond,11,11,Education: Bonds,13637,5864,19501,0.699297,F,1,PassF,0,201100030,13637,5864,19501,0.699297,1,PassF,10,10,0
201100033,2011,6,1,Colusa,2011-04-12,Walnut Ranch Unincorporated Area,2,M,E,Shall the County of Colusa be authorized to levy a special tax in the amount of $687.57 per parcel in the Walnut Ranch Unincorporated Area as set forth in Attachment 2 to the Board of Supervisors' Resolution No. 11-001 for a period of two years to repay the County of Colusa for County funds to be advanced by the County of Colusa to Walnut Ranch Unincorporated Area residents to assist in the potential annexation of said area to the City of Colusa upon the passage of this tax measure?,3,3,Property Tax,44,44,Governance: Incorporation/Formation/Annexation,97,9,106,0.915094,T,1,PassT,0,201100031,97,9,106,0.915094,1,PassT,1,40,0
201100034,2011,19,2,Los Angeles,2011-04-12,Burbank,2,M,U,"Shall an ordinance be adopted by the City of Burbank to help preserve funding for essential City services including public safety, parks, libraries, and youth and senior programs by modernizing the Utility Users’ Tax provisions of the Burbank Municipal Code, where it does not raise the current tax rate, but instead updates the language to incorporate existing and emerging technologies so that all taxpayers are treated the same regardless of the technology used?",5,5,Utility Tax,112,112,Revenues: Tax Creation/Incr./Contin.,5270,2562,7832,0.67288,M,1,Pass,0,201100032,5270,2562,7832,0.67288,1,Pass,1,110,0
201100044,2011,43,3,Santa Clara,2011-05-03,Los Gatos-Saratoga Joint,2,M,A,"To provide stable funding for local high schools, maintain outstanding core academic programs in math, science and English, retain highly qualified teachers, provide programs that prepare students for college and careers, and provide classroom materials like books and science lab equipment, shall the Los Gatos-Saratoga Joint Union High School District be authorized to levy $49 per parcel annually for six years, with citizen oversight, an exemption for seniors, no funds for administrators' salaries, and every dollar staying in local high schools?",3,3,Property Tax,10,10,Education,10718,4034,14752,0.726546,T,1,PassT,1,201100042,11679,4563,16242,0.719062,1,PassT,1,10,0
201100048,2011,44,3,Santa Cruz,2011-05-03,Los Gatos-Saratoga Joint,2,M,A,"To provide stable funding for local high schools, maintain outstanding core academic programs in math, science and English, retain highly qualified teachers, provide programs that prepare students for college and careers, and provide classroom materials like books and science lab equipment, shall the Los Gatos-Saratoga Joint Union High School District be authorized to levy $49 per parcel annually for six years, with citizen oversight, an exemption for seniors, no funds for administrators' salaries, and every dollar staying in local high schools?",3,3,Property Tax,10,10,Education,961,529,1490,0.644966,T,2,FailT,1,201100042,11679,4563,16242,0.719062,1,PassT,1,10,0
201100035,2011,1,3,Alameda,2011-05-03,New Haven Unified,2,M,B,"To protect local schools from state budget cuts and provide stable local funding that cannot be taken by the state - to preserve quality instructional time for students, maintain education and after-school activities, and minimize increases in class sizes and reductions to the school year - shall the New Haven Unified School District levy a tax, $180 per parcel for four years, with exemptions for seniors and disabled, citizen oversight, no money for administrators' salaries and all funds staying local?",3,3,Property Tax,10,10,Education,7851,3967,11818,0.664326,T,2,FailT,0,201100033,7851,3967,11818,0.664326,2,FailT,1,10,0
201100036,2011,1,3,Alameda,2011-05-03,Pleasanton Unified,2,M,E,"To protect local schools from State budget cuts, provide local funding that cannot be taken away by the State, and preserve quality education by: emphasizing core academic instruction in math, science, and reading; attracting and retaining highly-qualified teachers; supporting specialized science and reading instruction, supporting school libraries; and minimizing class size increases, shall Pleasanton Unified School District levy $98 per parcel annually for four years, with a senior exemption, independent oversight and no money for administrators salaries?",3,3,Property Tax,10,10,Education,13800,7330,21130,0.6531,T,2,FailT,0,201100034,13800,7330,21130,0.6531,2,FailT,1,10,0
201100037,2011,7,3,Contra Costa,2011-05-03,John Swett Unified,2,M,A,"To maintain academic programs including math, science, reading, writing, music, art, and computer technology and retain teachers and other staff, except administrators, at Rodeo Hills Elementary, Carquinez Middle and John Swett and Willow High Schools; shall John Swett Unified School District levy a special tax of $60 per parcel for four years, except industrial/commercial parcels levied at $0.0085 per square foot (see voter pamphlet) with citizens’ oversight and other applicable accountability measures?",3,3,Property Tax,10,10,Education,1643,1120,2763,0.594644,T,2,FailT,0,201100035,1643,1120,2763,0.594644,2,FailT,1,10,0
201100038,2011,7,3,Contra Costa,2011-05-03,Lafayette Elementary,2,M,B,"To protect the quality of schools in Lafayette by reducing deep cuts in programs due to the State budget crisis, to maintain core academic programs in math, science, art and music, attract and retain the best qualified teachers, and maintain classroom technology and science labs, shall the Lafayette School District levy an emergency tax of $176 per parcel for four years only, with exemptions for seniors and all funds staying in Lafayette to benefit our schools?",3,3,Property Tax,10,10,Education,7786,2708,10494,0.741948,T,1,PassT,0,201100036,7786,2708,10494,0.741948,1,PassT,1,10,0
201100039,2011,21,3,Marin,2011-05-03,Dixie Elementary,2,M,A,"To protect local elementary and middle schools, minimize the impact of state budget cuts, maintain stable local funding the State can't take away, and preserve quality education by: Retaining qualified teachers; Emphasizing reading, writing and math skills; Providing instructional materials for science programs; and Keeping school libraries open, Shall Dixie School District increase its expiring school parcel tax by $107 per parcel for 8 years, with exemptions for seniors, independent oversight/audits and all funds staying local?",3,3,Property Tax,10,10,Education,5843,1449,7292,0.801289,T,1,PassT,0,201100037,5843,1449,7292,0.801289,1,PassT,1,10,0
201100040,2011,41,3,San Mateo,2011-05-03,San Carlos,2,M,A,"To protect quality education for San Carlos elementary and middle school students; maintain educational programs including math, reading, and writing, and hands-on science instruction; attract and retain qualified teachers; maintain art and music classes, and keep school libraries open, shall San Carlos School District replace an expiring local school funding measure by extending --- without increasing --- the current tax rate of $110.60 per parcel per year for eight years, with citizen oversight and an exemption for seniors?",3,3,Property Tax,10,10,Education,6373,1451,7824,0.814545,T,1,PassT,0,201100038,6373,1451,7824,0.814545,1,PassT,1,10,0
201100041,2011,41,3,San Mateo,2011-05-03,Ravenswood,2,M,B,"To improve local elementary students' reading, writing, math, computer/technology, and other educational programs; increase safety for our children; maintain reduced class sizes; attract and retain highly qualified staff, shall the Ravenswood City School District levy a parcel tax of $98 for seven (7) years and extend the current parcel tax for the same seven-year period; with exemptions for seniors aged 65 and older; and within the District's total legal appropriations limit?",3,3,Property Tax,10,10,Education,782,370,1152,0.678819,T,1,PassT,0,201100039,782,370,1152,0.678819,1,PassT,1,10,0
201100042,2011,41,3,San Mateo,2011-05-03,Jefferson Union High,2,M,C,"To maintain/improve academic programs, including reading, writing, science, and math; retain highly qualified teachers; and fund computer technology, vocational training, adult education, arts and athletics at Jefferson, Oceana, Terra Nova, Thornton, and Westmoor High Schools; shall Jefferson Union High School District levy $96 per parcel annually for four years with senior exemptions, no money for administrators' salaries, independent community oversight, and all funds used for neighborhood schools and not taken by the State?",3,3,Property Tax,10,10,Education,8733,5859,14592,0.598479,T,2,FailT,0,201100040,8733,5859,14592,0.598479,2,FailT,1,10,0
201100043,2011,41,1,San Mateo,2011-05-03,Pacific Parc Territory,2,M,D,"Shall the Pacific Parc territory, which currently consists of twenty-five (25) parcels located at 600 Willow Road in Menlo Park, California, be transferred from the Ravenswood City School District to the Menlo Park City School District, such that by operation of law, persons residing within the subject territory would be considered residents of the Menlo Park City School District effective July 1, 2012?",70,70,Ordinance,12,12,Education: Districts,34,1,35,0.971429,M,1,Pass,0,201100041,34,1,35,0.971429,1,Pass,70,10,0
201100045,2011,43,3,Santa Clara,2011-05-03,Sunnyvale Elementary,2,M,B,"To support and maintain classroom programs including math, English, science and technology; to minimize the loss of teaching positions and to minimize increases in class size; shall the Sunnyvale School District be authorized to collect a qualified special tax at an annual cost of $59 per parcel for seven years beginning July 1, 2011, with all expenditures audited and reviewed by a citizens’ oversight committee, offering a senior exemption with no funds spent on administrators?",3,3,Property Tax,10,10,Education,7640,3321,10961,0.697017,T,1,PassT,0,201100043,7640,3321,10961,0.697017,1,PassT,1,10,0
201100046,2011,43,3,Santa Clara,2011-05-03,Cupertino Union Elementary,2,M,C,"Quality Local Schools and Academic Excellence Measure. To provide stable funding that the State cannot take away, protect outstanding core academic programs in reading, writing, math and science, retain highly qualified teachers, provide updated technology and keep libraries open, shall Cupertino Union School District be authorized to levy $125 per parcel annually for six years with citizen oversight, no funds for administrators’ salaries, an exemption available for seniors and all funds staying in our local schools?",3,3,Property Tax,10,10,Education,20122,8598,28720,0.700627,T,1,PassT,0,201100044,20122,8598,28720,0.700627,1,PassT,1,10,0
201100047,2011,43,3,Santa Clara,2011-05-03,Los Altos Elementary,2,M,E,"To protect excellent education in Los Altos elementary and Junior high schools; preserve core academic programs in reading, writing, math and science; retain highly qualified teachers; and provide books and classroom materials, shall Los Altos School District levy an annual education parcel tax of $193 per parcel for six years, with independent citizen oversight, no funds for administrators’ salaries, an exemption for senior citizens, and al funds used only for support of local elementary and junior high schools?",3,3,Property Tax,10,10,Education,9187,4512,13699,0.670633,T,1,PassT,0,201100045,9187,4512,13699,0.670633,1,PassT,1,10,0
201100049,2011,57,3,Yolo,2011-05-03,Davis Joint Unified,2,M,A,"Recognizing cuts in state funding, shall the Davis Joint Unified School District be authorized to levy an emergency special tax for a period of two years not to exceed the annual rate of $20.00 per dwelling unit for multi-dwelling parcels and $200.00 per parcel for all other parcels, to fund essential school programs including core subjects, elective classes, reduced class sizes, counselors and school site safety?",3,3,Property Tax,10,10,Education,11073,5403,16476,0.672068,T,1,PassT,0,201100046,11073,5403,16476,0.672068,1,PassT,1,10,0
201100050,2011,4,2,Butte,2011-06-07,Chico,2,M,A,"Shall Section 500 of the City Charter, which now provides that general municipal elections shall take place in November of each even-numbered year, be amended to provide that general municipal elections shall, instead, take place in June of each even-numbered year?",20,20,Charter Amendment,48,48,Governance: Elections,5244,10980,16224,0.323225,M,2,Fail,0,201100047,5244,10980,16224,0.323225,2,Fail,20,40,0
201100051,2011,7,2,Contra Costa,2011-06-07,Hercules,2,R,1,Shall Joanne Ward be recalled (removed) from the office of City Council?,50,50,Recall,46,46,Governance: Recall,3293,476,3769,0.873707,M,1,Pass,0,201100048,3293,476,3769,0.873707,1,Pass,50,40,0
201100052,2011,7,2,Contra Costa,2011-06-07,Hercules,2,R,2,Shall Don Kuehne be recalled (removed) from the office of City Council?,50,50,Recall,46,46,Governance: Recall,3004,739,3743,0.802565,M,1,Pass,0,201100049,3004,739,3743,0.802565,1,Pass,50,40,0
201100053,2011,7,2,Contra Costa,2011-06-07,Richmond,2,A,C,"(ADVISORY) Should the proceeds of any tax imposed pursuant to the City of Richmond sales tax of 2011 (also on this ballot) be spent one-half on Richmond programs to restore services to the poor that have been cut due to State takeaways, and one-half on School District programs in Richmond to restore educational services and programs that have been eliminated due to State takeaways?",30,30,Advisory,110,110,Revenues,4798,3635,8433,0.568955,M,1,Pass,0,201100050,4798,3635,8433,0.568955,1,Pass,30,110,0
201100054,2011,7,2,Contra Costa,2011-06-07,Richmond,2,M,D,Shall a ½ percent sales tax in the City of Richmond be approved?,4,4,Sales Tax,112,112,Revenues: Tax Creation/Incr./Contin.,3673,4781,8454,0.434469,M,2,Fail,0,201100051,3673,4781,8454,0.434469,2,Fail,1,110,0
201100055,2011,7,1,Contra Costa,2011-06-07,"Kensington, Police Protection and CSD",1,M,E,"Shall the appropriations limit of the Kensington Police Protection and Community Services District for Fiscal Year 2011-2012 be established at $3,305,662.00 and should the limit for that Fiscal Year (i.e., $3,305,662.00) be used to determine the limits for Fiscal Years 2012-2013 through 2014-2015?",60,60,Gann Limit,110,110,Revenues,1034,111,1145,0.903057,M,1,Pass,0,201100052,1034,111,1145,0.903057,1,Pass,60,110,0
