MeasID,YEAR,CO,JUR,CNTYNAME,DATE,PLACE,CSD,MEASTYPE,LTR,BALQUEST,Orig_TYPE,RECTYPE,RECTYPENAME,Orig_TOPIC,RECTOPIC,RECTOPNAME,YES,NO,TOTAL,PERCENT,REQ,OUTCOME,PASSFAIL,Multi_CO,Multi_MeasID,YES_sum,NO_sum,Total_sum,Percent_sum,Outcome_sum,Passfail_sum,typerec,topicrec,OTH
201200081,2012,1,2,ALAMEDA,2012-11-06,Berkeley,2,M,M,"Shall the City of Berkeley issue general obligation bonds not exceeding $30,000,000 for street improvements and integrated Green Infrastructure such as rain gardens, swales, bioretention cells and permeable paving, to improve roads, reduce flooding and improve water quality in the creeks and Bay?",11,11,GO Bond,105,105,General Services: Maintenance,37998,13847,51845,0.732915,T,1,PassT,0,201200011,37998,13847,51845,0.732915,1,PassT,10,100,0
201200082,2012,1,2,ALAMEDA,2012-11-06,Berkeley,2,M,N,"Shall the City of Berkeley issue general obligation bonds not exceeding $19,400,000 to fund construction of replacement Warm and Willard pools, and renovation or replacement of associated facilities, as well as repair, renovation or replacement of locker rooms and associated facilities at the existing West Campus and King pools?",11,11,GO Bond,78,78,Facilities: Parks & Recreation,31671,19112,50783,0.623654,T,2,FailT,0,201200012,31671,19112,50783,0.623654,2,FailT,10,70,0
201200083,2012,1,2,ALAMEDA,2012-11-06,Berkeley,2,M,O,"Shall a special tax of $0.00779 per square foot of improvements on land in Berkeley be authorized to fund maintenance and operation of the replacement Warm Water and Willard Pools, if a bond measure funding construction of those pools is adopted?",3,3,Property Tax,105,105,General Services: Maintenance,30191,20129,50320,0.59998,T,2,FailT,0,201200013,30191,20129,50320,0.59998,2,FailT,1,100,0
201200084,2012,1,2,ALAMEDA,2012-11-06,Berkeley,2,M,P,"Shall the appropriation limit under Article XIIIB of the California Constitution (which limits city expenditures) be increased to allow for the expenditure of taxes previously approved by the voters for parks maintenance; libraries; emergency medical services; emergency services for severely disabled persons; and fire protection and emergency response and preparedness, for fiscal years 2013 through 2016?",60,60,Gann Limit,100,100,General Services,45318,5555,50873,0.890807,M,1,Pass,0,201200014,45318,5555,50873,0.890807,1,Pass,60,100,0
201200085,2012,1,2,ALAMEDA,2012-11-06,Berkeley,2,M,Q,"Without increasing the rate, shall an ordinance be adopted to update Berkeley’s existing utility users tax, which funds police, fire and other essential City services, to keep current with changes in technology and Federal and State laws while maintaining exemptions for nonprofit educational organizations and hospitals, adding an exemption for low-income taxpayers, and requiring an annual verification and public report as to collection and expenditure of the tax?",5,5,Utility Tax,112,112,Revenues: Tax Creation/Incr./Contin.,42382,7266,49648,0.85365,M,1,Pass,0,201200015,42382,7266,49648,0.85365,1,Pass,1,110,0
201200086,2012,1,2,ALAMEDA,2012-11-06,Berkeley,2,M,R,"Shall the Charter of the City of Berkeley be amended to provide that council district redistricting shall be adopted by ordinance and to require that districts be as equal in population as feasible taking into consideration topography, geography, cohesiveness, contiguity, integrity, compactness of territory and communities of interest, and have easily understood boundaries such as major traffic arteries and geographic boundaries?",20,20,Charter Amendment,43,43,Governance: Organization,31852,16464,48316,0.659243,M,1,Pass,0,201200016,31852,16464,48316,0.659243,1,Pass,20,40,0
201200087,2012,1,2,ALAMEDA,2012-11-06,Berkeley,2,M,S,"Shall an ordinance prohibiting sitting on sidewalks in commercial districts from 7:00 am to 10:00 pm, with exceptions for: (a) medical emergencies; (b) wheelchairs and similar mobility devices; (c) bus benches; (d) street events; (e) other furniture placed on the sidewalk pursuant to a permit; requiring the City to ensure that it is applied in a constitutional manner and requiring a warning prior to citation, be approved?",70,70,Ordinance,200,200,Other,25523,27981,53504,0.47703,M,2,Fail,0,201200017,25523,27981,53504,0.47703,2,Fail,70,200,0
201200088,2012,1,2,ALAMEDA,2012-11-06,Berkeley,2,M,T,"Shall the West Berkeley Plan and the Zoning Ordinance be amended to allow development flexibility on up to 6 large sites, each under the same ownership, during the next 10 years, allowing a maximum height of 75’ with a site-wide average height of 50’, and only if community and environmental benefits are provided to West Berkeley?",70,70,Ordinance,22,22,Land Use: Zoning/Projects,24779,25291,50070,0.494887,M,2,Fail,0,201200018,24779,25291,50070,0.494887,2,Fail,70,20,0
201200089,2012,1,2,ALAMEDA,2012-11-06,Berkeley,2,M,U,"Shall an ordinance be adopted: establishing new agenda and meeting requirements for the City’s legislative bodies (Council, Rent Stabilization Board and all 36 commissions), including earlier agenda deadlines; increased disclosure requirements for public records; and creating a new commission with authority to take enforcement action against the City in case of violations?",70,70,Ordinance,40,40,Governance,10509,34651,45160,0.232706,M,2,Fail,0,201200019,10509,34651,45160,0.232706,2,Fail,70,40,0
201200090,2012,1,2,ALAMEDA,2012-11-06,Berkeley,2,M,V,"Shall an ordinance requiring the City to publish certified biennial reports of its 20-year financial obligations for employee/retiree expenses, capital assets, and “productive capacity of City services”, the present value of those obligations, and the annual expenses needed to meet them, and prohibiting any new or increased debt financing, property-related fee, assessment or tax absent certification of the report by the City Manager or other, independent professional, be adopted?",70,70,Ordinance,49,49,Governance: Budget Processes,17292,27511,44803,0.385956,M,2,Fail,0,201200020,17292,27511,44803,0.385956,2,Fail,70,40,0
201200329,2012,1,3,ALAMEDA,2012-11-06,Chabot-Las Positas Community College,2,M,M,"To provide Chabot and Las Positas Community Colleges funds that cannot be taken by the state, ensure affordable quality education, prepare students for university transfer, maintain job training in healthcare, technology, public safety, and other areas, uphold core academics, and preserve student support services, shall Chabot-Las Positas Community College District levy $28 per parcel annually for six years with Citizens’ Oversight, no money for permanent salaries, and all funds spent on local colleges?",3,3,Property Tax,10,10,Education,130106,78033,208139,0.625092,T,2,FailT,1,201200021,130164,78076,208240,0.625067,2,FailT,1,10,0
201200091,2012,1,2,ALAMEDA,2012-11-06,Livermore,2,M,W,"Shall the City change its general municipal election date from odd-numbered years to even-numbered years and add an extra year to the term of the existing Council members and Mayor to make that change? Fiscal Impact: Saves approximately $250,000 per election starting with the next election in 2014.",70,70,Ordinance,48,48,Governance: Elections,25452,7214,32666,0.779159,M,1,Pass,0,201200022,25452,7214,32666,0.779159,1,Pass,70,40,0
201200092,2012,1,2,ALAMEDA,2012-11-06,Livermore,2,M,X,"If the City’s voters do not approve of an immediate change in Livermore’s general municipal election date, shall the City change to even-numbered election years by adding a year to the terms of the incoming Council members and Mayor at the general municipal elections in 2013 and 2015? Fiscal Impact: Costs approximately $750,000 for transition elections, then saves approximately $250,000 per election, starting in 2018.",7,7,Miscellaneous Tax,48,48,Governance: Elections,14476,16431,30907,0.468373,M,2,Fail,0,201200023,14476,16431,30907,0.468373,2,Fail,1,40,0
201200330,2012,1,3,ALAMEDA,2012-11-06,Oakland Unified,2,M,J,"To improve the quality of Oakland schools and school facilities to better prepare students for college and jobs, to upgrade science labs, classrooms, computers and technology, improve student safety and security, repair bathrooms, electrical systems, plumbing and sewer lines, improve energy efficiency and earthquake safety, shall the Oakland Unified School District be authorized to issue $475 million in bonds, with an independent citizens oversight committee and annual audits to guarantee funds are spent properly to benefit Oakland children?",11,11,GO Bond,11,11,Education: Bonds,122695,22687,145382,0.843949,F,1,PassF,0,201200024,122695,22687,145382,0.843949,1,PassF,10,10,0
201200331,2012,1,3,ALAMEDA,2012-11-06,Ohlone Community College,2,M,K,"For the election of governing board members of the Ohlone Community College District, shall members residing in each trustee area be elected by the registered voters in that trustee area?",70,70,Ordinance,12,12,Education: Districts,53343,19406,72749,0.733247,M,1,Pass,0,201200025,53343,19406,72749,0.733247,1,Pass,70,10,0
201200093,2012,1,2,ALAMEDA,2012-11-06,Piedmont,2,M,Y,"To maintain essential police, fire, and paramedic service, to prevent the reduction in maintenance in City parks, greenspaces and other public areas, and to prevent the loss of youth, family, and senior recreational and safety services, shall the City of Piedmont continue to authorize a parcel tax, replacing the existing Municipal Services Tax, as is more specifically set forth in Ord. 707 N.S. which is on file with the Piedmont City Clerk?",3,3,Property Tax,112,112,Revenues: Tax Creation/Incr./Contin.,4549,2108,6657,0.683341,T,1,PassT,0,201200026,4549,2108,6657,0.683341,1,PassT,1,110,0
201200332,2012,1,3,ALAMEDA,2012-11-06,San Leandro Unified,2,M,L,"To offset severe State budget cuts with emergency funding that cannot be taken by Sacramento; protect core academic math/science/reading programs and student safety; keep libraries open; retain quality teachers; maintain classroom computers, instructional technology, PE, art, music and class size; shall San Leandro Unified School District levy $39/year on single family homes and rates on commercial/other types of parcels, for five years, with annual audits, citizens oversight, senior exemptions, and no money for administrator salaries?",3,3,Property Tax,10,10,Education,14556,7252,21808,0.667461,T,1,PassT,0,201200027,14556,7252,21808,0.667461,1,PassT,1,10,0
201200003,2012,2,1,ALPINE,2012-11-06,Alpine,2,M,M,"Shall the County ordinance entitled The Fiscal Office Consolidation Act (consolidating the current elective offices of auditor, controller, treasure, and tax collector into a new appointive county office of director of finance) be approved and enacted?",70,70,Ordinance,43,43,Governance: Organization,440,175,615,0.715447,M,1,Pass,0,201200028,440,175,615,0.715447,1,Pass,70,40,0
201200004,2012,3,1,AMADOR,2012-11-06,Amador,2,M,Q,"Shall Ordinance No. 1723, which proposes to amend Amador County Code section 3.16.030 to increase the Transient Occupancy Tax from six percent (6%) to ten percent (10%) to be consistent with the 10% hotel tax collected by the cities of Jackson, Sutter Creek and Ione, be approved?",9,9,Transient Occupancy Tax,112,112,Revenues: Tax Creation/Incr./Contin.,11333,5170,16503,0.686724,M,1,Pass,0,201200029,11333,5170,16503,0.686724,1,Pass,1,110,0
201200005,2012,3,1,AMADOR,2012-11-06,Amador,2,M,U,"Should the Amador County Vehicle Abatement Program and associated fees (one dollar per vehicle and an additional two dollars for certain commercial vehicles) be renewed for a ten-year term under California Vehicle Code Sections 9250.7 and 22710, or any
successor statutes thereto, for purposes of removal and disposal of abandoned and wrecked vehicles?",7,7,Miscellaneous Tax,112,112,Revenues: Tax Creation/Incr./Contin.,11533,5256,16789,0.686938,T,1,PassT,0,201200030,11533,5256,16789,0.686938,1,PassT,1,110,0
201200095,2012,3,2,AMADOR,2012-11-06,Plymouth,2,M,R,"Shall City of Plymouth Ordinance No. 2012-03 increasing the transient occupancy tax to ten percent (10%) of the rent charged by hotel operators within the city limits, with tax revenues to be used for general municipal purposes, be approved?",9,9,Transient Occupancy Tax,112,112,Revenues: Tax Creation/Incr./Contin.,216,154,370,0.583784,M,1,Pass,0,201200031,216,154,370,0.583784,1,Pass,1,110,0
201200094,2012,3,2,AMADOR,2012-11-06,Plymouth,2,A,S,"(ADVISORY) Should two percent (2%) of revenue from the increase in the transient occupancy tax be used for streets, parking and landscaping, and the remaining two percent (2%) for tourism including promotions, events, signage, advertising, and other related expenses?",30,30,Advisory,100,100,General Services,239,119,358,0.667598,M,1,Pass,0,201200032,239,119,358,0.667598,1,Pass,30,100,0
201200096,2012,3,2,AMADOR,2012-11-06,Sutter Creek,2,M,T,Shall the office of City Clerk be appointive?,70,70,Ordinance,43,43,Governance: Organization,790,499,1289,0.612878,M,1,Pass,0,201200033,790,499,1289,0.612878,1,Pass,70,40,0
201200333,2012,4,3,BUTTE,2012-06-05,Biggs Unified,2,M,B,"To improve the quality of education, qualify for $3,600,000 State matching funds, fix leaky roofs, improve fire safety, repair/modernize classrooms, upgrade electrical and plumbing systems for energy efficiency, and update science and computer technology, shall Biggs Unified School District issue $6,000,000 of bonds at legal rates to renovate, acquire, construct and equip neighborhood schools, sites/facilities, with annual audits, citizens oversight, no money for administrators' salraies and all funds staying local schools?",11,11,GO Bond,11,11,Education: Bonds,360,450,810,0.444444,F,2,FailF,0,201200034,360,450,810,0.444444,2,FailF,10,10,0
201200006,2012,4,1,BUTTE,2012-06-05,Butte,2,M,M,"Shall the Medical Marijuana Cultivation Ordinance, Ordinance Number 4029, be adopted?",70,70,Ordinance,200,200,Other,22722,27701,50423,0.450628,M,2,Fail,0,201200035,22722,27701,50423,0.450628,2,Fail,70,200,0
201200334,2012,4,3,BUTTE,2012-06-05,Gridley Unified,2,M,C,"To improve the quality of education at Gridley High School, repair leaky roofs, improve student access to computers and modern technology, construct a new gym and cafeteria, lower energy costs by upgrading electrical/plumbing/heating, ventilation and air conditioning systems, shall Gridley Unified School District acquire, construct, repair, equip school facilities by issuing $11,000,000 of bonds at legal interest
rates, with independent citizens’ oversight and NO money for administrators’ or be taken by the State?",11,11,GO Bond,11,11,Education: Bonds,1147,1031,2178,0.52663,F,2,FailF,0,201200036,1147,1031,2178,0.52663,2,FailF,10,10,0
201200335,2012,4,3,BUTTE,2012-06-05,Gridley Unified,2,M,D,"To improve the quality of local ELEMENTARY education, repair, upgrade outdated classrooms, plumbing, leaking roofing, lighting, electrical and HVAC systems, restrooms, upgrade safety, security, fire systems, remove hazardous
materials, improve energy efficiency, replace temporary classrooms, renovate, acquire, construct, repair, equip classrooms, schools, sites, facilities, shall Gridley Unified School District Elementary Schools Facilities Improvement District No. 1 issue $2,500,000 of bonds at legal rates, have an independent citizens’ oversight committee and NO money for administrative salaries or taken by the State?",11,11,GO Bond,11,11,Education: Bonds,1058,853,1911,0.553637,F,1,PassF,0,201200037,1058,853,1911,0.553637,1,PassF,10,10,0
201200007,2012,4,1,BUTTE,2012-11-06,Butte,2,M,H,"Should the Butte County Abandoned Vehicle Abatement Program and associated fees (one dollar per vehicle and an additional two dollars for certain commercial vehicles) be renewed for a ten year term under California Vehicle Code Sections 9250.7 and 22710, or any successor statutes thereto, for purposes of removal and disposal of abandoned and wrecked vehicles?",7,7,Miscellaneous Tax,112,112,Revenues: Tax Creation/Incr./Contin.,60690,22058,82748,0.733432,T,1,PassT,0,201200038,60690,22058,82748,0.733432,1,PassT,1,110,0
201200097,2012,4,2,BUTTE,2012-11-06,Chico,2,M,J,Shall an ordinance be adopted to amend the City's Telephone User's Tax in order to: 1) reduce the tax rate from 5% to 4.5%; 2) modernize the definition of telephone communication services subject to the tax to include new technologies such as wireless and voice over internet services; 3) apply the tax to all telephone communications services regardless of the type of technology used; and 4) reflect changes to federal and state law?,5,5,Utility Tax,111,111,Revenues: Tax Repeal/Reduction/Limit,16481,14257,30738,0.536177,M,1,Pass,0,201200039,16481,14257,30738,0.536177,1,Pass,1,110,0
201200098,2012,4,2,BUTTE,2012-11-06,Chico,2,M,K,"Shall a resolution be adopted which supports an amendemnt to the United States Constitution to establish that corporations are not entitled to a constitutional right ot political free speech and that the expenditure of money by corporations to support or oppose political campaigns is not entitled to the free speech protections of the First Amendment and should be regulated, limited and clearly disclosed.",80,80,Policy/Position,200,200,Other,17747,12423,30170,0.588233,M,1,Pass,0,201200040,17747,12423,30170,0.588233,1,Pass,80,200,0
201200099,2012,4,2,BUTTE,2012-11-06,Chico,2,M,L,Shall Section 605 of the Charter of the City of Chico be amended to provide that the City Clerk shall be appointed by the City Council?,70,70,Ordinance,43,43,Governance: Organization,18634,10123,28757,0.647981,M,1,Pass,0,201200041,18634,10123,28757,0.647981,1,Pass,70,40,0
201200336,2012,4,3,BUTTE,2012-11-06,Chico Unified,2,M,E,"Without increasing current tax rates and to improve the quality of education at local Chico schools, improve student access to computers and modern technology, repair leaky roofs, replace plumbing systems, and upgrade heating, ventilation and cooling systems, shall Chico Unified School District acquire, construct, repair, modernize restrooms, classrooms, school facilities, sites, fields, equipment by issuing $78,000,000 of bonds at legal interest rates, with independent citizens' oversight and NO money taken by the State or used for administrators' salaries?",11,11,GO Bond,11,11,Education: Bonds,27112,14622,41734,0.649638,F,1,PassF,0,201200042,27112,14622,41734,0.649638,1,PassF,10,10,0
201200337,2012,4,3,BUTTE,2012-11-06,Gridley Unified,2,M,G,"To improve the quality of education at Gridley High School, repair leaky roods, improve student access to computers and modern technology, construct a new gym for school and community use, lower energy costs by upgrading electrical/plumbing/heating, ventilation and air conditioning systems, shall gridley Unified School District acquire, construct, repair, equip school facilities by issuing $11,000,000 of bonds at legal interest rates, with independent citizens' oversight and NO money for administrators' or be taken by the State?",11,11,GO Bond,11,11,Education: Bonds,1377,2200,3577,0.384959,F,2,FailF,0,201200043,1377,2200,3577,0.384959,2,FailF,10,10,0
201200338,2012,4,3,BUTTE,2012-11-06,Yuba County Office of Education,2,M,V,For decreasing the number of members of the county board of education from seven to five: Yes/No,70,70,Ordinance,12,12,Education: Districts,144,43,187,0.770053,M,1,Pass,1,201200044,12329,6140,18469,0.667551,1,Pass,70,10,0
201200008,2012,5,1,CALAVERAS,2012-11-06,Calaveras,2,M,B,"Should the Calaveras County/Cityof Angels Abandoned Vehicle Abatement Program and associated fees (one dollar per vehicle and an additional two dollars for certain commericial vehicles) be renewed for a ten year term (commencing July 1, 2013) under California Vehicle Code Sections 9250.7 and 22710, or any successor statutes thereto, for purposes of removal and disposal of abandoned and wrecked vehicles?",7,7,Miscellaneous Tax,112,112,Revenues: Tax Creation/Incr./Contin.,14517,5964,20481,0.708803,T,1,PassT,0,201200045,14517,5964,20481,0.708803,1,PassT,1,110,0
201200009,2012,5,1,CALAVERAS,2012-11-06,"Circle XX, CSD",1,M,D,"Shall Resolution No. 12-02 of the Circle XX Community Services District, establishing a special tax for a ten year period (July 1, 2013 through June 30, 2023) in the annual amount of $400 per parcel of real property (for constructing, opening, widening, extending, straightening, surfacing, or maintaining any street in the District, or for any incidental purposes, including construction and improvements of bridges, culverts, curbs, gutters, and drains) be adopted?",3,3,Property Tax,62,62,Transport: Roads,97,36,133,0.729323,T,1,PassT,0,201200046,97,36,133,0.729323,1,PassT,1,60,0
201200100,2012,6,2,COLUSA,2012-11-06,Williams,2,M,G,"Shall the City of Williams continue to collect a one-half percent sales tax to help preserve the safety and character of Williams, by funding essential services such as road maintenance, fire/police services, and other general governmental purposes?",4,4,Sales Tax,112,112,Revenues: Tax Creation/Incr./Contin.,576,236,812,0.70936,M,1,Pass,0,201200047,576,236,812,0.70936,1,Pass,1,110,0
201200339,2012,7,3,CONTRA COSTA,2012-05-08,Moraga Elementary,2,M,M,This measure will secure local funding for K-8 Moraga School District students. It will sustain our nationally recognized schools; offset state budget cuts; preserve small class sizes and strong academics; and attract and retain outstanding teachers. Shall the Moraga School District be authorzied to collect an additional parcel tax in the amount of $225 with a citizen's oversight committee and an exemption for low seniors?,3,3,Property Tax,10,10,Education,3615,1949,5564,0.649712,T,2,FailT,0,201200048,3615,1949,5564,0.649712,2,FailT,1,10,0
201200101,2012,7,2,CONTRA COSTA,2012-06-05,Antioch,2,M,L,Shall the offices of city clerk and city treasurer be appointed?,70,70,Ordinance,43,43,Governance: Organization,3679,8943,12622,0.291475,M,2,Fail,0,201200049,3679,8943,12622,0.291475,2,Fail,70,40,0
201200102,2012,7,2,CONTRA COSTA,2012-06-05,Antioch,2,M,M,"Shall the position of a directly elected mayor be eliminated, so that the Antioch City Council is composed of five members who will choose among themselves who will serve as mayor?",70,70,Ordinance,43,43,Governance: Organization,2023,10635,12658,0.15982,M,2,Fail,0,201200050,2023,10635,12658,0.15982,2,Fail,70,40,0
201200340,2012,7,3,CONTRA COSTA,2012-06-05,Antioch Unified,2,M,J,"For critical renovation, modernization and safety needs at Antioch High School by building new, permanent classrooms including science and computer labs and a library, upgrading electrical systems, improving student access to computers and technology, shall the School Facilities Improvement District No. 1 of the Antioch Unified School District issue $59,500,000 in bonds at legal interest rates with funds monitored by an Independent Citizens’ Oversight Committee and no funds spent on administrators?",11,11,GO Bond,11,11,Education: Bonds,4722,3937,8659,0.545329,F,2,FailF,0,201200051,4722,3937,8659,0.545329,2,FailF,10,10,0
201200010,2012,7,1,CONTRA COSTA,2012-06-05,"Crockett, CSD",1,M,R,Shall a resolution be adopted which will authorize the Board of Directors to increase the existing $50 recreation special tax on residential parcels within the Crockett and Port Costa areas for maintenance and operation of the District’s park and recreation facilities and services within the District and not to exceed a total of $110 per parcel per year?,3,3,Property Tax,78,78,Facilities: Parks & Recreation,615,294,909,0.676568,T,1,PassT,0,201200052,615,294,909,0.676568,1,PassT,1,70,0
201200103,2012,7,2,CONTRA COSTA,2012-06-05,Hercules,2,M,N,"Shall the City Council of the City of Hercules be authorized to sell the Hercules Municipal Utility with the net proceeds designated for repayment of the Utility’s debt and other contractual obligations, and any remaining proceeds allocated to the City’s general fund?",70,70,Ordinance,112,112,Revenues: Tax Creation/Incr./Contin.,2987,908,3895,0.766881,T,1,PassT,0,201200053,2987,908,3895,0.766881,1,PassT,70,110,0
201200104,2012,7,2,CONTRA COSTA,2012-06-05,Hercules,2,M,O,"To address Hercules’ Fiscal Emergency, stabilize city finances, offset budget shortfalls/the impact of State budget cuts on local services, prevent reductions to the number of police officers/crime investigators, protect/maintain crime prevention, childcare, youth sports and recreation programs and other general City services, shall the City of Hercules establish a ½ cent sales tax legally ending after 4 years, with Independent Citizens’ Oversight, Independent Audits and no money for Sacramento?",4,4,Sales Tax,112,112,Revenues: Tax Creation/Incr./Contin.,2757,1138,3895,0.707831,M,1,Pass,0,201200054,2757,1138,3895,0.707831,1,Pass,1,110,0
201200105,2012,7,2,CONTRA COSTA,2012-06-05,Pittsburg,2,M,P,"To provide funding that stays in Pittsburg and cannot be seized by the State, to be used for Public Safety, gang prevention, job creation programs for local residents, to keep the Senior Center open, to maintain other City services, shall the City of Pittsburg enact a temporary, half-cent sales tax for five years, reduced to one-quarter cent for five years, then the increase be terminated, altogether, with citizens’ oversight, mandatory audits and consistent community reporting?",4,4,Sales Tax,112,112,Revenues: Tax Creation/Incr./Contin.,5094,1819,6913,0.736873,M,1,Pass,0,201200055,5094,1819,6913,0.736873,1,Pass,1,110,0
201200106,2012,7,2,CONTRA COSTA,2012-06-05,San Pablo,2,M,Q,"To provide funding that cannot be seized by the State, but will stay in San Pablo for such things as Public Safety, gang prevention, youth services, job creation and job training programs for local residents (including the disenfranchised) and all other general city services, shall San Pablo enact a temporary half-cent sales tax for 5 years, reduced to one-quarter cent for 5 years, then terminated altogether, with citizens’ oversight, mandatory audits, and consistent community reporting?",4,4,Sales Tax,112,112,Revenues: Tax Creation/Incr./Contin.,1594,573,2167,0.735579,M,1,Pass,0,201200056,1594,573,2167,0.735579,1,Pass,1,110,0
