RecordID,RaceID,CO,JUR,CNTYNAME,YEAR,DATE,PLACE,CSD,OFFICE,RECODE_OFFICE,RECODE_OFFNAME,AREA,TERM,VOTE#,LAST,FIRST,BALDESIG,INCUMB,NUM_INC,CAND#,VOTES,WRITEIN,SUMVOTES,TOTVOTES,PERCENT,ELECTED,RACEID,RVOTES,RUNOFF,CHECKRUNOFF,Multi_RaceID,Multi_CandID,Multi_CO,Indivtotal_votes,Multitotal_votes,Totalwritein_votes,Newtotvotes,Rindivto,Newelected
201100247,20110232,19,2,LOS ANGELES,2011,2011-03-08,Claremont,0,City Council,2,City Council,,Full,3,Nasiali,Opanyi K.,Retired Urban Planner,N,2,8,2849,0,14505,14505,0.196415,1,232,2.0,0,0,201100058,201100247,0,2849,14505,0,14505,2.0,1
201100248,20110232,19,2,LOS ANGELES,2011,2011-03-08,Claremont,0,City Council,2,City Council,,Full,3,Lyons,"Joseph ""Joe""",Research Consultant/Educator,N,2,8,2612,0,14505,14505,0.180076,1,232,3.0,0,0,201100058,201100248,0,2612,14505,0,14505,3.0,1
201100249,20110232,19,2,LOS ANGELES,2011,2011-03-08,Claremont,0,City Council,2,City Council,,Full,3,Haulman,Robin L.,Attorney/Businesswoman,N,2,8,2400,0,14505,14505,0.16546,2,232,4.0,0,0,201100058,201100249,0,2400,14505,0,14505,4.0,2
201100250,20110232,19,2,LOS ANGELES,2011,2011-03-08,Claremont,0,City Council,2,City Council,,Full,3,Pocock,Jay N.,Businessman,N,2,8,1516,0,14505,14505,0.104516,2,232,5.0,0,0,201100058,201100250,0,1516,14505,0,14505,5.0,2
201100251,20110232,19,2,LOS ANGELES,2011,2011-03-08,Claremont,0,City Council,2,City Council,,Full,3,Armendarez,Joseph,Teacher,N,2,8,594,0,14505,14505,0.040951,2,232,6.0,0,0,201100058,201100251,0,594,14505,0,14505,6.0,2
201100252,20110232,19,2,LOS ANGELES,2011,2011-03-08,Claremont,0,City Council,2,City Council,,Full,3,Keenan,Michael John,Professional Window Cleaner,N,2,8,577,0,14505,14505,0.039779,2,232,7.0,0,0,201100058,201100252,0,577,14505,0,14505,7.0,2
201100253,20110232,19,2,LOS ANGELES,2011,2011-03-08,Claremont,0,City Council,2,City Council,,Full,3,Jaime,Rex,Quality Engineer,N,2,8,407,0,14505,14505,0.028059,2,232,8.0,0,0,201100058,201100253,0,407,14505,0,14505,8.0,2
201100254,20110240,19,2,LOS ANGELES,2011,2011-03-08,Commerce,0,City Council,2,City Council,,Full,2,Aguilar,Joe,Incumbent,Y,1,8,671,0,2609,2609,0.257187,1,240,1.0,0,0,201100059,201100254,0,671,2609,0,2609,1.0,1
201100255,20110240,19,2,LOS ANGELES,2011,2011-03-08,Commerce,0,City Council,2,City Council,,Full,2,Robles,Denise M.,Community Services Commissioner,N,2,8,537,0,2609,2609,0.205826,1,240,2.0,0,0,201100059,201100255,0,537,2609,0,2609,2.0,1
201100256,20110240,19,2,LOS ANGELES,2011,2011-03-08,Commerce,0,City Council,2,City Council,,Full,2,Valencia,Jaime,Accounting Associate,N,2,8,447,0,2609,2609,0.17133,2,240,3.0,0,0,201100059,201100256,0,447,2609,0,2609,3.0,2
201100257,20110240,19,2,LOS ANGELES,2011,2011-03-08,Commerce,0,City Council,2,City Council,,Full,2,Acero,Jose S.,Deputy Sheriff,N,2,8,355,0,2609,2609,0.136067,2,240,4.0,0,0,201100059,201100257,0,355,2609,0,2609,4.0,2
201100258,20110240,19,2,LOS ANGELES,2011,2011-03-08,Commerce,0,City Council,2,City Council,,Full,2,Kevanian,George,Federal Criminal Investigator,N,2,8,242,0,2609,2609,0.092756,2,240,5.0,0,0,201100059,201100258,0,242,2609,0,2609,5.0,2
201100259,20110240,19,2,LOS ANGELES,2011,2011-03-08,Commerce,0,City Council,2,City Council,,Full,2,Cisneros,"Ray ""Gordy""",Public Affairs Consultant,N,2,8,209,0,2609,2609,0.080107,2,240,6.0,0,0,201100059,201100259,0,209,2609,0,2609,6.0,2
201100260,20110240,19,2,LOS ANGELES,2011,2011-03-08,Commerce,0,City Council,2,City Council,,Full,2,Flores,Elizabeth,Substitute Teacher,N,2,8,81,0,2609,2609,0.031046,2,240,7.0,0,0,201100059,201100260,0,81,2609,0,2609,7.0,2
201100261,20110240,19,2,LOS ANGELES,2011,2011-03-08,Commerce,0,City Council,2,City Council,,Full,2,Estrada,Shawn,Professional Boxer/Businessman,N,2,8,67,0,2609,2609,0.02568,2,240,8.0,0,0,201100059,201100261,0,67,2609,0,2609,8.0,2
201100262,20110248,19,2,LOS ANGELES,2011,2011-03-08,Glendora,0,City Council,2,City Council,,Full,3,Nelson,Judy Marie,"Bookseller, Store/Bookfairs",N,2,7,3312,0,16257,16257,0.203728,1,248,1.0,0,0,201100060,201100262,0,3312,16257,0,16257,1.0,1
201100263,20110248,19,2,LOS ANGELES,2011,2011-03-08,Glendora,0,City Council,2,City Council,,Full,3,Tessitor,Doug,Councilmember/Retired Businessman,Y,1,7,2989,0,16257,16257,0.183859,1,248,2.0,0,0,201100060,201100263,0,2989,16257,0,16257,2.0,1
201100264,20110248,19,2,LOS ANGELES,2011,2011-03-08,Glendora,0,City Council,2,City Council,,Full,3,Santoro,Joe,College Dean,N,2,7,2673,0,16257,16257,0.164421,1,248,3.0,0,0,201100060,201100264,0,2673,16257,0,16257,3.0,1
201100265,20110248,19,2,LOS ANGELES,2011,2011-03-08,Glendora,0,City Council,2,City Council,,Full,3,Nagy,Jason,Businessman,N,2,7,2090,0,16257,16257,0.12856,2,248,4.0,0,0,201100060,201100265,0,2090,16257,0,16257,4.0,2
201100266,20110248,19,2,LOS ANGELES,2011,2011-03-08,Glendora,0,City Council,2,City Council,,Full,3,Landmann-Johnsey,Erica,Educator,N,2,7,2033,0,16257,16257,0.125054,2,248,5.0,0,0,201100060,201100266,0,2033,16257,0,16257,5.0,2
201100267,20110248,19,2,LOS ANGELES,2011,2011-03-08,Glendora,0,City Council,2,City Council,,Full,3,Fields,John C.,Non-Profit Executive Director,N,2,7,2007,0,16257,16257,0.123455,2,248,6.0,0,0,201100060,201100267,0,2007,16257,0,16257,6.0,2
201100268,20110248,19,2,LOS ANGELES,2011,2011-03-08,Glendora,0,City Council,2,City Council,,Full,3,Carrasco,Cynthia Natalie,No Ballot Designation,N,2,7,1153,0,16257,16257,0.070923,2,248,7.0,0,0,201100060,201100268,0,1153,16257,0,16257,7.0,2
201100269,20110255,19,2,LOS ANGELES,2011,2011-03-08,Hidden Hills,0,City Council,2,City Council,,Full,3,Landon,Marvin,Businessman,N,2,5,225,0,882,882,0.255102,1,255,1.0,0,0,201100061,201100269,0,225,882,0,882,1.0,1
201100270,20110255,19,2,LOS ANGELES,2011,2011-03-08,Hidden Hills,0,City Council,2,City Council,,Full,3,Weber,Larry G.,Incumbent,Y,1,5,215,0,882,882,0.243764,1,255,2.0,0,0,201100061,201100270,0,215,882,0,882,2.0,1
201100271,20110255,19,2,LOS ANGELES,2011,2011-03-08,Hidden Hills,0,City Council,2,City Council,,Full,3,Siegel,Stuart E.,Councilmember,Y,1,5,207,0,882,882,0.234694,1,255,3.0,0,0,201100061,201100271,0,207,882,0,882,3.0,1
201100272,20110255,19,2,LOS ANGELES,2011,2011-03-08,Hidden Hills,0,City Council,2,City Council,,Full,3,Miles,Curt,Film Production,N,2,5,154,0,882,882,0.174603,2,255,4.0,0,0,201100061,201100272,0,154,882,0,882,4.0,2
201100273,20110255,19,2,LOS ANGELES,2011,2011-03-08,Hidden Hills,0,City Council,2,City Council,,Full,3,Sacket,Cyrous,Business Owner,N,2,5,81,0,882,882,0.091837,2,255,5.0,0,0,201100061,201100273,0,81,882,0,882,5.0,2
201100274,20110260,19,2,LOS ANGELES,2011,2011-03-08,Huntington Park,0,City Council,2,City Council,,Full,3,Hernandez,Ofelia,Council Member,Y,1,8,1239,0,7038,7038,0.176044,1,260,1.0,0,0,201100062,201100274,0,1239,7038,0,7038,1.0,1
201100275,20110260,19,2,LOS ANGELES,2011,2011-03-08,Huntington Park,0,City Council,2,City Council,,Full,3,Perez,Rosa E.,Assistant Hospital Administrator,N,2,8,1151,0,7038,7038,0.163541,1,260,2.0,0,0,201100062,201100275,0,1151,7038,0,7038,2.0,1
201100276,20110260,19,2,LOS ANGELES,2011,2011-03-08,Huntington Park,0,City Council,2,City Council,,Full,3,Gomez,Mario,Incumbent,Y,1,8,1084,0,7038,7038,0.154021,1,260,3.0,0,0,201100062,201100276,0,1084,7038,0,7038,3.0,1
