RecordID,RACEID,CO#,JUR,CNTYNAME,YEAR,DATE,PLACE,CSD,OFFICE,RECODE_OFFICE,RECODE_OFFNAME,AREA,TERM,VOTE#,LAST,First,BALDESIG,INC,NUM_INC,CAND#,VOTES,WRITEIN,SUMVOTES,TOTVOTES,PERCENT,ELECTED,RVOTES,RUNOFF,CHECKRUNOFF,Multi_RaceID,Multi_CandID,Multi_CO,Indivtotal_votes,Multitotal_votes,Total_writein,Newtotvotes,Rindivto,Newelected
202000884,341,1,2,ALAMEDA,2020,2020-11-03 00:00:00,Berkeley,0,CITY COUNCIL,2,CITY COUNCIL,6,Full,1,Illgen,Richard,Social Justice Attorney,N,2,2,2112,35,7731,7766,0.2719546742209632,2,2.0,0,0,202000341,202000887,0,2112,7731,35,7766,2.0,2
202000886,344,1,2,ALAMEDA,2020,2020-11-03 00:00:00,Dublin,0,CITY COUNCIL,2,CITY COUNCIL,,Full,2,Costello,Shawn,Game Tech,N,2,9,2545,113,46799,46912,0.05425051159618008,2,7.0,0,0,202000344,202000889,0,2545,46799,113,46912,7.0,2
202000887,344,1,2,ALAMEDA,2020,2020-11-03 00:00:00,Dublin,0,CITY COUNCIL,2,CITY COUNCIL,,Full,2,Deleon,Lucrecia,Insurance Broker,N,2,9,1688,113,46799,46912,0.03598226466575716,2,9.0,0,0,202000344,202000890,0,1688,46799,113,46912,9.0,2
202000888,344,1,2,ALAMEDA,2020,2020-11-03 00:00:00,Dublin,0,CITY COUNCIL,2,CITY COUNCIL,,Full,2,Hasni,Razi,Businessman/Realtor,N,2,9,2258,113,46799,46912,0.04813267394270123,2,8.0,0,0,202000344,202000891,0,2258,46799,113,46912,8.0,2
202000889,344,1,2,ALAMEDA,2020,2020-11-03 00:00:00,Dublin,0,CITY COUNCIL,2,CITY COUNCIL,,Full,2,Hu,Sherry,Educator/Entrepreneur/Engineer,N,2,9,12355,113,46799,46912,0.2633654502046385,1,1.0,0,0,202000344,202000892,0,12355,46799,113,46912,1.0,1
202000890,344,1,2,ALAMEDA,2020,2020-11-03 00:00:00,Dublin,0,CITY COUNCIL,2,CITY COUNCIL,,Full,2,McCorriston,Michael,Corporate/Non-Profit Treasurer,N,2,9,7570,113,46799,46912,0.16136596180081855,1,2.0,0,0,202000344,202000893,0,7570,46799,113,46912,2.0,1
202000891,344,1,2,ALAMEDA,2020,2020-11-03 00:00:00,Dublin,0,CITY COUNCIL,2,CITY COUNCIL,,Full,2,Muppidi,Sri,Technology Investor,N,2,9,5836,113,46799,46912,0.1244031377899045,2,4.0,0,0,202000344,202000894,0,5836,46799,113,46912,4.0,2
202000892,344,1,2,ALAMEDA,2020,2020-11-03 00:00:00,Dublin,0,CITY COUNCIL,2,CITY COUNCIL,,Full,2,Plants,Dawn,Retired Construction Administrator,N,2,9,6032,113,46799,46912,0.128581173260573,2,3.0,0,0,202000344,202000895,0,6032,46799,113,46912,3.0,2
202000893,344,1,2,ALAMEDA,2020,2020-11-03 00:00:00,Dublin,0,CITY COUNCIL,2,CITY COUNCIL,,Full,2,Qaadri,Kashef,Scientist/Cloud Architect,N,2,9,3437,113,46799,46912,0.07326483628922237,2,6.0,0,0,202000344,202000896,0,3437,46799,113,46912,6.0,2
202000894,344,1,2,ALAMEDA,2020,2020-11-03 00:00:00,Dublin,0,CITY COUNCIL,2,CITY COUNCIL,,Full,2,Qureshi,Samir,Global Operations Executive,N,2,9,5078,113,46799,46912,0.10824522510231924,2,5.0,0,0,202000344,202000897,0,5078,46799,113,46912,5.0,2
202000896,347,1,2,ALAMEDA,2020,2020-11-03 00:00:00,Fremont,0,CITY COUNCIL,2,CITY COUNCIL,5,Full,1,Gandler,Dolev,Student Engineer,N,2,2,3259,51,15799,15850,0.20561514195583597,2,2.0,0,0,202000347,202000899,0,3259,15799,51,15850,2.0,2
202000898,348,1,2,ALAMEDA,2020,2020-11-03 00:00:00,Fremont,0,CITY COUNCIL,2,CITY COUNCIL,6,Full,1,Chugh,Yogi,Small Business Owner,N,2,6,3307,32,13672,13704,0.2413164039696439,2,3.0,0,0,202000348,202000901,0,3307,13672,32,13704,3.0,2
202000899,348,1,2,ALAMEDA,2020,2020-11-03 00:00:00,Fremont,0,CITY COUNCIL,2,CITY COUNCIL,6,Full,1,Cox,Teresa,"Trustee, Ohlone Community College",N,2,6,4327,32,13672,13704,0.3157472270869819,1,1.0,1,0,202000348,202000902,0,4327,13672,32,13704,1.0,1
202000900,348,1,2,ALAMEDA,2020,2020-11-03 00:00:00,Fremont,0,CITY COUNCIL,2,CITY COUNCIL,6,Full,1,Kalapala,Jhansi,IT Manager/Leader,N,2,6,696,32,13672,13704,0.05078809106830123,2,5.0,0,0,202000348,202000903,0,696,13672,32,13704,5.0,2
202000901,348,1,2,ALAMEDA,2020,2020-11-03 00:00:00,Fremont,0,CITY COUNCIL,2,CITY COUNCIL,6,Full,1,Liu,Charles,Businessman/Parent,N,2,6,3351,32,13672,13704,0.24452714535901926,2,2.0,1,0,202000348,202000904,0,3351,13672,32,13704,2.0,2
202000902,348,1,2,ALAMEDA,2020,2020-11-03 00:00:00,Fremont,0,CITY COUNCIL,2,CITY COUNCIL,6,Full,1,Nguyen,Andrew Quang,Senior Application Programmer,N,2,6,569,32,13672,13704,0.04152072387624051,2,6.0,0,0,202000348,202000905,0,569,13672,32,13704,6.0,2
202000903,348,1,2,ALAMEDA,2020,2020-11-03 00:00:00,Fremont,0,CITY COUNCIL,2,CITY COUNCIL,6,Full,1,Reed,Roman,Stem Cell Advocate,N,2,6,1422,32,13672,13704,0.10376532399299475,2,4.0,0,0,202000348,202000906,0,1422,13672,32,13704,4.0,2
202000904,350,1,2,ALAMEDA,2020,2020-11-03 00:00:00,Hayward,0,CITY COUNCIL,2,CITY COUNCIL,,Full,4,Amodei,Lacei,Law Clerk,N,2,13,13238,315,179806,180121,0.07349503944570594,2,7.0,0,0,202000350,202000907,0,13238,179806,315,180121,7.0,2
202000905,350,1,2,ALAMEDA,2020,2020-11-03 00:00:00,Hayward,0,CITY COUNCIL,2,CITY COUNCIL,,Full,4,Andrews,Angela,Manager/Planning Commissioner,N,2,13,21931,315,179806,180121,0.12175704110014934,1,3.0,0,0,202000350,202000908,0,21931,179806,315,180121,3.0,1
202000906,350,1,2,ALAMEDA,2020,2020-11-03 00:00:00,Hayward,0,CITY COUNCIL,2,CITY COUNCIL,,Full,4,Castillo,Nestor,University Lecturer,N,2,13,13295,315,179806,180121,0.0738114933850023,2,6.0,0,0,202000350,202000909,0,13295,179806,315,180121,6.0,2
202000907,350,1,2,ALAMEDA,2020,2020-11-03 00:00:00,Hayward,0,CITY COUNCIL,2,CITY COUNCIL,,Full,4,Crader,Elisha,Tenants' Rights Paralegal,N,2,13,16870,315,179806,180121,0.09365926238473027,2,5.0,0,0,202000350,202000910,0,16870,179806,315,180121,5.0,2
202000908,350,1,2,ALAMEDA,2020,2020-11-03 00:00:00,Hayward,0,CITY COUNCIL,2,CITY COUNCIL,,Full,4,Demps,Darrelle,No Ballot Designation,N,2,13,4104,315,179806,180121,0.02278468362933806,2,13.0,0,0,202000350,202000911,0,4104,179806,315,180121,13.0,2
202000909,350,1,2,ALAMEDA,2020,2020-11-03 00:00:00,Hayward,0,CITY COUNCIL,2,CITY COUNCIL,,Full,4,Ferreira,Tom,Hospital ER Technician,N,2,13,10877,315,179806,180121,0.06038718417064085,2,8.0,0,0,202000350,202000912,0,10877,179806,315,180121,8.0,2
202000910,350,1,2,ALAMEDA,2020,2020-11-03 00:00:00,Hayward,0,CITY COUNCIL,2,CITY COUNCIL,,Full,4,Lozano,Chris Caday,Attorney/Accountant/Businessman,N,2,13,10728,315,179806,180121,0.05955996246967316,2,9.0,0,0,202000350,202000913,0,10728,179806,315,180121,9.0,2
202000912,350,1,2,ALAMEDA,2020,2020-11-03 00:00:00,Hayward,0,CITY COUNCIL,2,CITY COUNCIL,,Full,4,Nguyen,Son,Entrepreneur/Marketing Director,N,2,13,7957,315,179806,180121,0.04417585956107283,2,10.0,0,0,202000350,202000915,0,7957,179806,315,180121,10.0,2
202000913,350,1,2,ALAMEDA,2020,2020-11-03 00:00:00,Hayward,0,CITY COUNCIL,2,CITY COUNCIL,,Full,4,Pereira,Olympia Joy,Restaurant Server,N,2,13,7591,315,179806,180121,0.0421438921613804,2,11.0,0,0,202000350,202000916,0,7591,179806,315,180121,11.0,2
