RecordID,RaceID,CO,JUR,CNTYNAME,YEAR,DATE,PLACE,CSD,OFFICE,RECODE_OFFICE,RECODE_OFFNAME,AREA,TERM,VOTE#,LAST,FIRST,BALDESIG,INC,NUM_INC,CAND#,VOTES,WRITEIN,VOTES_sum,TOTVOTES,Percent,elected,RACEID,RVOTES,runoff,checkrunoff,Multi_RaceID,Multi_CandID,Multi_CO,indivtotal_votes,multitotal_votes,total_writein,newtotvotes,Rindivto,newelected
201400012,20140007,1,1,ALAMEDA,2014,2014-06-03,Alameda,0,SUPERINTENDENT OF SCHOOLS,5,Other County,,Full,1,Eason,Naomi,Nonprofit Executive Director,N,2,5,19647,946,159658,160604,0.1223319469004508,2,7,5.0,0,0,201400007,201400012,0,19647,159658,946,160604,5.0,2
201400013,20140008,1,1,ALAMEDA,2014,2014-06-03,Alameda,0,TREASURER-TAX COLLECTOR,5,Other County,,Full,1,White,Donald R.,Treasurer-Tax Collecter,Y,1,1,149936,2291,149936,152227,0.984950107405388,1,8,1.0,0,0,201400008,201400013,0,149936,149936,2291,152227,1.0,1
201400014,20140009,1,1,ALAMEDA,2014,2014-11-04,Alameda,0,SUPERINTENDENT OF SCHOOLS,5,Other County,,Full,1,Monroe,Karen,Associate Superintendent/Educator,N,2,2,152442,2169,268446,270615,0.5633168893076881,1,9,1.0,0,0,201400009,201400014,0,152442,268446,2169,270615,1.0,1
201400015,20140009,1,1,ALAMEDA,2014,2014-11-04,Alameda,0,SUPERINTENDENT OF SCHOOLS,5,Other County,,Full,1,Foster,Helen K.,Teacher/School Principal,N,2,2,116004,2169,268446,270615,0.42866803392273156,2,9,2.0,0,0,201400009,201400015,0,116004,268446,2169,270615,2.0,2
201400016,20140010,2,1,ALPINE,2014,2014-06-03,Alpine,0,ASSESSOR-RECORDER,5,Other County,,Full,1,O'Connor,Donald,Deputy Assessor,N,2,3,270,1,515,516,0.5232558139534884,1,10,1.0,0,0,201400010,201400016,0,270,515,1,516,1.0,1
201400017,20140010,2,1,ALPINE,2014,2014-06-03,Alpine,0,ASSESSOR-RECORDER,5,Other County,,Full,1,Baker,Karrie M.,Appraiser/Business Owner,N,2,3,180,1,515,516,0.34883720930232553,2,10,2.0,0,0,201400010,201400017,0,180,515,1,516,2.0,2
201400018,20140010,2,1,ALPINE,2014,2014-06-03,Alpine,0,ASSESSOR-RECORDER,5,Other County,,Full,1,Smith,Tim,Resident/Professional Appraiser,N,2,3,65,1,515,516,0.12596899224806202,2,10,3.0,0,0,201400010,201400018,0,65,515,1,516,3.0,2
201400019,20140011,2,1,ALPINE,2014,2014-06-03,Alpine,0,CLERK,5,Other County,,Full,1,Tremayne,Teola,Assistant County Clerk,N,2,2,332,2,519,521,0.6372360844529751,1,11,1.0,0,0,201400011,201400019,0,332,519,2,521,1.0,1
201400020,20140011,2,1,ALPINE,2014,2014-06-03,Alpine,0,CLERK,5,Other County,,Full,1,Ellis,Stephanie T.,Assistant Auditor,N,2,2,187,2,519,521,0.35892514395393477,2,11,2.0,0,0,201400011,201400020,0,187,519,2,521,2.0,2
201400021,20140012,2,1,ALPINE,2014,2014-06-03,Alpine,0,COUNTY SUPERVISOR,1,COUNTY SUPERVISOR,1,Full,1,Jardine,Donald M.,Incumbent,Y,1,1,90,3,90,93,0.967741935483871,1,12,1.0,0,0,201400012,201400021,0,90,90,3,93,1.0,1
201400022,20140013,2,1,ALPINE,2014,2014-06-03,Alpine,0,COUNTY SUPERVISOR,1,COUNTY SUPERVISOR,4,Full,1,Woodrow,Terry,Incumbent,Y,1,1,82,0,82,82,1.0,1,13,1.0,0,0,201400013,201400022,0,82,82,0,82,1.0,1
201400023,20140014,2,1,ALPINE,2014,2014-06-03,Alpine,0,DISTRICT ATTORNEY,5,Other County,,Full,1,Dustman,Karen,Attorney,N,2,1,383,12,383,395,0.9696202531645569,1,14,1.0,0,0,201400014,201400023,0,383,383,12,395,1.0,1
201400024,20140015,2,1,ALPINE,2014,2014-06-03,Alpine,0,SHERIFF-CORONER,5,Other County,,Full,1,Stephens,Rick,Lieutenant/Fire Chief,N,2,1,431,10,431,441,0.9773242630385488,1,15,1.0,0,0,201400015,201400024,0,431,431,10,441,1.0,1
201400025,20140016,2,1,ALPINE,2014,2014-06-03,Alpine,0,SUPERINTENDENT OF SCHOOLS,5,Other County,,Full,1,Traynor,Patrick,Incumbent,Y,1,1,389,9,389,398,0.9773869346733668,1,16,1.0,0,0,201400016,201400025,0,389,389,9,398,1.0,1
201400026,20140017,2,1,ALPINE,2014,2014-06-03,Alpine,0,SUPERIOR JUDGE,5,Other County,,Full,1,Meyer,Richard D.,Attorney/Public Defender,N,2,1,378,5,378,383,0.9869451697127939,1,17,1.0,0,0,201400017,201400026,0,378,378,5,383,1.0,1
201400027,20140018,3,1,AMADOR,2014,2014-06-03,Amador,0,ASSESSOR,5,Other County,,Full,1,Rooney,Jim,Amador County Assessor,Y,1,1,7563,74,7563,7637,0.990310331281917,1,18,1.0,0,0,201400018,201400027,0,7563,7563,74,7637,1.0,1
201400028,20140019,3,1,AMADOR,2014,2014-06-03,Amador,0,AUDITOR,5,Other County,,Full,1,Rouen,Tacy Oneto,CPA/Controller/CFO,N,2,2,5362,15,8813,8828,0.6073855913004078,1,19,1.0,0,0,201400019,201400028,0,5362,8813,15,8828,1.0,1
201400029,20140019,3,1,AMADOR,2014,2014-06-03,Amador,0,AUDITOR,5,Other County,,Full,1,Burke,Kim,Accountant/CPA,N,2,2,3451,15,8813,8828,0.39091526959673767,2,19,2.0,0,0,201400019,201400029,0,3451,8813,15,8828,2.0,2
201400030,20140020,3,1,AMADOR,2014,2014-06-03,Amador,0,CLERK-RECORDER,5,Other County,,Full,1,Grady,Kimberly L.,Appointed Incumbent,N,2,1,7272,51,7272,7323,0.993035641130684,1,20,1.0,0,0,201400020,201400030,0,7272,7272,51,7323,1.0,1
201400031,20140021,3,1,AMADOR,2014,2014-06-03,Amador,0,COUNTY SUPERVISOR,1,COUNTY SUPERVISOR,3,Full,1,Morgan,Lynn,Community Volunteer,N,2,3,671,3,1944,1947,0.34463276836158196,3,21,1.0,1,1,201400021,201400031,0,671,1944,3,1947,1.0,3
201400032,20140021,3,1,AMADOR,2014,2014-06-03,Amador,0,COUNTY SUPERVISOR,1,COUNTY SUPERVISOR,3,Full,1,Novelli,Theodore Frank,County Supervisor District III,Y,1,3,664,3,1944,1947,0.34103749357986646,3,21,2.0,1,1,201400021,201400032,0,664,1944,3,1947,2.0,3
201400033,20140021,3,1,AMADOR,2014,2014-06-03,Amador,0,COUNTY SUPERVISOR,1,COUNTY SUPERVISOR,3,Full,1,Spence,Mike,Business Owner,N,2,3,609,3,1944,1947,0.31278890600924497,2,21,3.0,0,0,201400021,201400033,0,609,1944,3,1947,3.0,2
201400034,20140022,3,1,AMADOR,2014,2014-06-03,Amador,0,COUNTY SUPERVISOR,1,COUNTY SUPERVISOR,5,Full,1,Oneto,Brian,Amador County Supervisor/Rancher,Y,1,2,1170,6,2207,2213,0.5286940804338003,1,22,1.0,0,0,201400022,201400034,0,1170,2207,6,2213,1.0,1
201400035,20140022,3,1,AMADOR,2014,2014-06-03,Amador,0,COUNTY SUPERVISOR,1,COUNTY SUPERVISOR,5,Full,1,D'Agostini,Daniel,Farmer/Photographer/Teacjer,N,2,2,1037,6,2207,2213,0.4685946678716675,2,22,2.0,0,0,201400022,201400035,0,1037,2207,6,2213,2.0,2
201400036,20140023,3,1,AMADOR,2014,2014-06-03,Amador,0,DISTRICT ATTORNEY,5,Other County,,Full,1,Riebe,Todd D.,District Attorney,Y,1,1,7120,175,7120,7295,0.9760109664153531,1,23,1.0,0,0,201400023,201400036,0,7120,7120,175,7295,1.0,1
201400037,20140024,3,1,AMADOR,2014,2014-06-03,Amador,0,SHERIFF-CORONER,5,Other County,,Full,1,Ryan,Martin A.,Sheriff-Coroner,Y,1,1,8009,78,8009,8087,0.9903548905651046,1,24,1.0,0,0,201400024,201400037,0,8009,8009,78,8087,1.0,1
201400038,20140025,3,1,AMADOR,2014,2014-06-03,Amador,0,SUPERINTENDENT OF SCHOOLS,5,Other County,,Full,1,Glock,Richard F.,County Superintendent of Schools,Y,1,1,5991,448,5991,6439,0.9304239788787079,1,25,1.0,0,0,201400025,201400038,0,5991,5991,448,6439,1.0,1
201400039,20140026,3,1,AMADOR,2014,2014-06-03,Amador,0,TREASURER-TAX COLLECTOR,5,Other County,,Full,1,Ryan,Michael E.,Amador County Treasurer/Tax Collector,Y,1,1,7871,59,7871,7930,0.9925598991172762,1,26,1.0,0,0,201400026,201400039,0,7871,7871,59,7930,1.0,1
201400040,20140027,3,1,AMADOR,2014,2014-11-04,Amador,0,COUNTY SUPERVISOR,1,COUNTY SUPERVISOR,3,Full,1,Morgan,Lynn,Retired Agricultural Economist,N,2,2,1319,21,2511,2532,0.5209320695102686,1,27,1.0,0,0,201400027,201400040,0,1319,2511,21,2532,1.0,1
201400041,20140027,3,1,AMADOR,2014,2014-11-04,Amador,0,COUNTY SUPERVISOR,1,COUNTY SUPERVISOR,3,Full,1,Novelli,Theodore Frank,County Supervisor District III,Y,1,2,1192,21,2511,2532,0.47077409162717226,2,27,2.0,0,0,201400027,201400041,0,1192,2511,21,2532,2.0,2
201400042,20140028,3,1,AMADOR,2014,2014-11-04,Amador,1,"DIRECTOR, Volcano CSD",4,DIRECTOR,,Full,2,Gottstein,Megan M.,Incumbent,Y,1,3,27,1,68,69,0.391304347826087,1,28,1.0,0,0,201400028,201400042,0,27,68,1,69,1.0,1
201400043,20140028,3,1,AMADOR,2014,2014-11-04,Amador,1,"DIRECTOR, Volcano CSD",4,DIRECTOR,,Full,2,Schippers,"Jerry ""Skip""",Retired,N,2,3,26,1,68,69,0.3768115942028986,1,28,2.0,0,0,201400028,201400043,0,26,68,1,69,2.0,1
201400044,20140028,3,1,AMADOR,2014,2014-11-04,Amador,1,"DIRECTOR, Volcano CSD",4,DIRECTOR,,Full,2,Korematsu,Gary A.,Incumbent Director,Y,1,3,15,1,68,69,0.21739130434782608,2,28,3.0,0,0,201400028,201400044,0,15,68,1,69,3.0,2
201400045,20140029,4,1,BUTTE,2014,2014-06-03,Butte,0,ASSESSOR,5,Other County,,Full,1,Connelly,Bill,Contractor/County Supervisor,N,2,5,12217,73,36666,36739,0.33253490840795885,3,29,1.0,1,1,201400029,201400045,0,12217,36666,73,36739,1.0,3
201400046,20140029,4,1,BUTTE,2014,2014-06-03,Butte,0,ASSESSOR,5,Other County,,Full,1,Brown,Diane,Principal Appraiser,N,2,5,11612,73,36666,36739,0.31606739432211,3,29,2.0,1,1,201400029,201400046,0,11612,36666,73,36739,2.0,3
201400047,20140029,4,1,BUTTE,2014,2014-06-03,Butte,0,ASSESSOR,5,Other County,,Full,1,Peterson,Al,Chief Appraiser,N,2,5,9198,73,36666,36739,0.25036065216799586,2,29,3.0,0,0,201400029,201400047,0,9198,36666,73,36739,3.0,2
201400048,20140029,4,1,BUTTE,2014,2014-06-03,Butte,0,ASSESSOR,5,Other County,,Full,1,Rindlisbacher,Rudy,Real Estate Broker,N,2,5,1869,73,36666,36739,0.05087236996107679,2,29,4.0,0,0,201400029,201400048,0,1869,36666,73,36739,4.0,2
201400049,20140029,4,1,BUTTE,2014,2014-06-03,Butte,0,ASSESSOR,5,Other County,,Full,1,Gage,Virgle,Retired Business Executive,N,2,5,1770,73,36666,36739,0.04817768583793788,2,29,5.0,0,0,201400029,201400049,0,1770,36666,73,36739,5.0,2
201400050,20140030,4,1,BUTTE,2014,2014-06-03,Butte,0,AUDITOR-CONTROLLER,5,Other County,,Full,1,Houser,David,Butte County Auditor-Controller,Y,1,1,29438,376,29438,29814,0.9873884752129872,1,30,1.0,0,0,201400030,201400050,0,29438,29438,376,29814,1.0,1
201400051,20140031,4,1,BUTTE,2014,2014-06-03,Butte,0,CLERK-RECORDER,5,Other County,,Full,1,Grubbs,Candace,County Clerk-Recorder,Y,1,2,27799,57,38515,38572,0.7207041377164782,1,31,1.0,0,0,201400031,201400051,0,27799,38515,57,38572,1.0,1
201400052,20140031,4,1,BUTTE,2014,2014-06-03,Butte,0,CLERK-RECORDER,5,Other County,,Full,1,Teeter,Pamela,Parent Advocate,N,2,2,10716,57,38515,38572,0.27781810639842375,2,31,2.0,0,0,201400031,201400052,0,10716,38515,57,38572,2.0,2
201400053,20140032,4,1,BUTTE,2014,2014-06-03,Butte,0,COUNTY SUPERVISOR,1,COUNTY SUPERVISOR,2,Full,1,Wahl,Larry,"Butte County Supervisor, 2nd District",Y,1,2,4341,53,6378,6431,0.6750116622609237,1,32,1.0,0,0,201400032,201400053,0,4341,6378,53,6431,1.0,1
201400054,20140032,4,1,BUTTE,2014,2014-06-03,Butte,0,COUNTY SUPERVISOR,1,COUNTY SUPERVISOR,2,Full,1,Merkel,Andrew,Real Estate Investor,N,2,2,2037,53,6378,6431,0.3167470066863629,2,32,2.0,0,0,201400032,201400054,0,2037,6378,53,6431,2.0,2
201400055,20140033,4,1,BUTTE,2014,2014-06-03,Butte,0,COUNTY SUPERVISOR,1,COUNTY SUPERVISOR,3,Full,1,Kirk,Maureen,"County Supervisor, 3rd District",Y,1,2,5136,22,8663,8685,0.5913644214162349,1,33,1.0,0,0,201400033,201400055,0,5136,8663,22,8685,1.0,1
201400056,20140033,4,1,BUTTE,2014,2014-06-03,Butte,0,COUNTY SUPERVISOR,1,COUNTY SUPERVISOR,3,Full,1,Evans,Bob,Business Manager,N,2,2,3527,22,8663,8685,0.4061024755325273,2,33,2.0,0,0,201400033,201400056,0,3527,8663,22,8685,2.0,2
201400057,20140034,4,1,BUTTE,2014,2014-06-03,Butte,0,DISTRICT ATTORNEY,5,Other County,,Full,1,Ramsey,Michael,Butte County District Attorney,Y,1,1,28037,1981,28037,30018,0.9340062629089213,1,34,1.0,0,0,201400034,201400057,0,28037,28037,1981,30018,1.0,1
201400058,20140035,4,1,BUTTE,2014,2014-06-03,Butte,0,SHERIFF-CORONER,5,Other County,,Full,1,Honea,Kory,Butte County Undersheriff,N,2,1,31460,387,31460,31847,0.9878481489622256,1,35,1.0,0,0,201400035,201400058,0,31460,31460,387,31847,1.0,1
201400059,20140036,4,1,BUTTE,2014,2014-06-03,Butte,0,SUPERINTENDENT OF SCHOOLS,5,Other County,,Full,1,Taylor,Tim,Appointed County Superintendent of Schools,Y,1,1,28160,478,28160,28638,0.9833088902856345,1,36,1.0,0,0,201400036,201400059,0,28160,28160,478,28638,1.0,1
201400060,20140037,4,1,BUTTE,2014,2014-06-03,Butte,0,SUPERIOR JUDGE,5,Other County,7,Full,1,McLean,Sandra,Superior Court Judge,Y,1,2,22722,113,36812,36925,0.6153554502369668,1,37,1.0,0,0,201400037,201400060,0,22722,36812,113,36925,1.0,1
201400061,20140037,4,1,BUTTE,2014,2014-06-03,Butte,0,SUPERIOR JUDGE,5,Other County,7,Full,1,Ortner,"Eric ""Ric""",Attorney,N,2,2,14090,113,36812,36925,0.38158429248476644,2,37,2.0,0,0,201400037,201400061,0,14090,36812,113,36925,2.0,2
201400062,20140038,4,1,BUTTE,2014,2014-06-03,Butte,0,TREASURER-TAX COLLECTOR,5,Other County,,Full,1,Maok,Peggy,Appointed Treasurer-Tax Collector,Y,1,2,25434,126,35994,36120,0.7041528239202658,1,38,1.0,0,0,201400038,201400062,0,25434,35994,126,36120,1.0,1
201400063,20140038,4,1,BUTTE,2014,2014-06-03,Butte,0,TREASURER-TAX COLLECTOR,5,Other County,,Full,1,Dwyer,Kathleen,Executive Director,N,2,2,10560,126,35994,36120,0.292358803986711,2,38,2.0,0,0,201400038,201400063,0,10560,35994,126,36120,2.0,2
201400064,20140039,4,1,BUTTE,2014,2014-11-04,Butte,0,ASSESSOR,5,Other County,,Full,1,Brown,Diane,Prinicipal Appraiser,N,2,2,30031,141,54395,54536,0.5506637817221651,1,39,1.0,0,0,201400039,201400064,0,30031,54395,141,54536,1.0,1
201400065,20140039,4,1,BUTTE,2014,2014-11-04,Butte,0,ASSESSOR,5,Other County,,Full,1,Connelly,Bill,Contractor/County Supervisor,N,2,2,24364,141,54395,54536,0.44675077013348985,2,39,2.0,0,0,201400039,201400065,0,24364,54395,141,54536,2.0,2
201400066,20140040,5,1,CALAVERAS,2014,2014-06-03,Calaveras,0,ASSESSOR,5,Other County,,Full,1,Davis,Leslie,Assessor,Y,1,1,9336,119,9336,9455,0.987414066631412,1,40,1.0,0,0,201400040,201400066,0,9336,9336,119,9455,1.0,1
201400067,20140041,5,1,CALAVERAS,2014,2014-06-03,Calaveras,0,AUDITOR-CONTROLLER,5,Other County,,Full,1,Callen,Rebecca,Auditor-Controller,Y,1,1,9293,91,9293,9384,0.9903026427962489,1,41,1.0,0,0,201400041,201400067,0,9293,9293,91,9384,1.0,1
201400068,20140042,5,1,CALAVERAS,2014,2014-06-03,Calaveras,0,CLERK-RECORDER,5,Other County,,Full,1,Turner,Rebecca,Election Coordinator,N,2,1,9282,81,9282,9363,0.9913489266260814,1,42,1.0,0,0,201400042,201400068,0,9282,9282,81,9363,1.0,1
201400069,20140043,5,1,CALAVERAS,2014,2014-06-03,Calaveras,0,CORONER-PUBLIC ADMINISTRATOR,5,Other County,,Full,1,Raggio,Kevin J.,Incumbent,Y,1,1,9561,76,9561,9637,0.9921137283386946,1,43,1.0,0,0,201400043,201400069,0,9561,9561,76,9637,1.0,1
201400070,20140044,5,1,CALAVERAS,2014,2014-06-03,Calaveras,0,COUNTY SUPERVISOR,1,COUNTY SUPERVISOR,3,Full,1,Callaway,Merita,County Supervisor District 3,Y,1,3,1208,4,3075,3079,0.39233517375771354,3,44,1.0,1,1,201400044,201400070,0,1208,3075,4,3079,1.0,3
201400071,20140044,5,1,CALAVERAS,2014,2014-06-03,Calaveras,0,COUNTY SUPERVISOR,1,COUNTY SUPERVISOR,3,Full,1,Oliveira,Michael C.,Businessman/Law Enforcement,N,2,3,1011,4,3075,3079,0.32835336148100036,3,44,2.0,1,1,201400044,201400071,0,1011,3075,4,3079,2.0,3
201400072,20140044,5,1,CALAVERAS,2014,2014-06-03,Calaveras,0,COUNTY SUPERVISOR,1,COUNTY SUPERVISOR,3,Full,1,Borean,Mike,Battalion Chief,N,2,3,856,4,3075,3079,0.27801234166937316,2,44,3.0,0,0,201400044,201400072,0,856,3075,4,3079,3.0,2
201400073,20140045,5,1,CALAVERAS,2014,2014-06-03,Calaveras,0,COUNTY SUPERVISOR,1,COUNTY SUPERVISOR,5,Full,1,Kearney,Steven,Retired Retail Manager,N,2,4,628,1,2100,2101,0.2989052831984769,3,45,1.0,1,1,201400045,201400073,0,628,2100,1,2101,1.0,3
201400074,20140045,5,1,CALAVERAS,2014,2014-06-03,Calaveras,0,COUNTY SUPERVISOR,1,COUNTY SUPERVISOR,5,Full,1,Crane,"Martha ""Marti""",Nonprofit Organization Director,N,2,4,621,1,2100,2101,0.29557353641123274,3,45,2.0,1,1,201400045,201400074,0,621,2100,1,2101,2.0,3
201400075,20140045,5,1,CALAVERAS,2014,2014-06-03,Calaveras,0,COUNTY SUPERVISOR,1,COUNTY SUPERVISOR,5,Full,1,Spellman,Darren,Calaveras County Supervisor,Y,1,4,483,1,2100,2101,0.2298905283198477,2,45,3.0,0,0,201400045,201400075,0,483,2100,1,2101,3.0,2
201400076,20140045,5,1,CALAVERAS,2014,2014-06-03,Calaveras,0,COUNTY SUPERVISOR,1,COUNTY SUPERVISOR,5,Full,1,Estakhri,Roy,Fire Fighter/Captain,N,2,4,368,1,2100,2101,0.1751546882436935,2,45,4.0,0,0,201400045,201400076,0,368,2100,1,2101,4.0,2
201400077,20140046,5,1,CALAVERAS,2014,2014-06-03,Calaveras,0,DISTRICT ATTORNEY,5,Other County,,Full,1,Yook,Barbara M.,Incumbent,Y,1,1,9226,171,9226,9397,0.981802702990316,1,46,1.0,0,0,201400046,201400077,0,9226,9226,171,9397,1.0,1
201400078,20140047,5,1,CALAVERAS,2014,2014-06-03,Calaveras,0,SHERIFF,5,Other County,,Full,1,Kuntz,Gary,Calaveras County Sheriff,Y,1,2,6709,20,11963,11983,0.5598764916965702,1,47,1.0,0,0,201400047,201400078,0,6709,11963,20,11983,1.0,1
201400079,20140047,5,1,CALAVERAS,2014,2014-06-03,Calaveras,0,SHERIFF,5,Other County,,Full,1,Garrahan,Patrick,Law Enforcement Professional,N,2,2,5254,20,11963,11983,0.43845447717599934,2,47,2.0,0,0,201400047,201400079,0,5254,11963,20,11983,2.0,2
201400080,20140048,5,1,CALAVERAS,2014,2014-06-03,Calaveras,0,SUPERINTENDENT OF SCHOOLS,5,Other County,,Full,1,Northington,Kathy A.,Incumbent,N,2,1,8928,192,8928,9120,0.9789473684210528,1,48,1.0,0,0,201400048,201400080,0,8928,8928,192,9120,1.0,1
201400081,20140049,5,1,CALAVERAS,2014,2014-06-03,Calaveras,0,SUPERIOR JUDGE,5,Other County,1,Full,1,Barrett,Grant,Superior Court Commissioner,N,2,3,5074,18,11600,11618,0.43673609915648126,3,49,1.0,1,1,201400049,201400081,0,5074,11600,18,11618,1.0,3
201400082,20140049,5,1,CALAVERAS,2014,2014-06-03,Calaveras,0,SUPERIOR JUDGE,5,Other County,1,Full,1,Pfeil,Dana Leanne,Deputy District Attorney,N,2,3,3368,18,11600,11618,0.2898949905319332,3,49,2.0,1,1,201400049,201400082,0,3368,11600,18,11618,2.0,3
201400083,20140049,5,1,CALAVERAS,2014,2014-06-03,Calaveras,0,SUPERIOR JUDGE,5,Other County,1,Full,1,Foley,Kenneth M.,Attorney At Law,N,2,3,3158,18,11600,11618,0.2718195902909279,2,49,3.0,0,0,201400049,201400083,0,3158,11600,18,11618,3.0,2
201400084,20140050,5,1,CALAVERAS,2014,2014-06-03,Calaveras,0,SUPERIOR JUDGE,5,Other County,2,Full,1,Swift,Hugh,Superior Court Judge,Y,1,3,5553,20,11486,11506,0.48261776464453326,3,50,1.0,1,1,201400050,201400084,0,5553,11486,20,11506,1.0,3
201400085,20140050,5,1,CALAVERAS,2014,2014-06-03,Calaveras,0,SUPERIOR JUDGE,5,Other County,2,Full,1,Healy,Tim,Criminal Prosecutor,N,2,3,4152,20,11486,11506,0.36085520597948895,3,50,2.0,1,1,201400050,201400085,0,4152,11486,20,11506,2.0,3
201400086,20140050,5,1,CALAVERAS,2014,2014-06-03,Calaveras,0,SUPERIOR JUDGE,5,Other County,2,Full,1,Trifilo,John J.,Attorney At Law,N,2,3,1781,20,11486,11506,0.1547888058404311,2,50,3.0,0,0,201400050,201400086,0,1781,11486,20,11506,3.0,2
201400087,20140051,5,1,CALAVERAS,2014,2014-06-03,Calaveras,0,TREASURER-TAX COLLECTOR,5,Other County,,Full,1,Sullivan,Barbara,Treasurer-Tax Collector,Y,1,1,9383,67,9383,9450,0.992910052910053,1,51,1.0,0,0,201400051,201400087,0,9383,9383,67,9450,1.0,1
201400088,20140052,5,1,CALAVERAS,2014,2014-11-04,Calaveras,0,COUNTY SUPERVISOR,1,COUNTY SUPERVISOR,3,Full,1,Oliveira,Michael C.,Businessman/Law Enforcement,N,2,2,1867,6,3668,3674,0.5081654872074034,1,52,1.0,0,0,201400052,201400088,0,1867,3668,6,3674,1.0,1
201400089,20140052,5,1,CALAVERAS,2014,2014-11-04,Calaveras,0,COUNTY SUPERVISOR,1,COUNTY SUPERVISOR,3,Full,1,Callaway,Merita,County Supervisor District 3,Y,1,2,1801,6,3668,3674,0.4902014153511159,2,52,2.0,0,0,201400052,201400089,0,1801,3668,6,3674,2.0,2
201400090,20140053,5,1,CALAVERAS,2014,2014-11-04,Calaveras,0,COUNTY SUPERVISOR,1,COUNTY SUPERVISOR,5,Full,1,Kearney,Steven,Retired Retail Manager,N,2,2,1421,41,2533,2574,0.552059052059052,1,53,1.0,0,0,201400053,201400090,0,1421,2533,41,2574,1.0,1
