RecordID,RaceID,CO,JUR,CNTYNAME,YEAR,DATE,PLACE,CSD,OFFICE,RECODE_OFFNAME,AREA,TERM,VOTE#,LAST,FIRST,BALDESIG,INC,NUM_INC,CAND#,VOTES,SUMVOTES,WRITEIN,TOTVOTES,PERCENT,elected,RVOTES,RACEID,runoff,checkrunoff,Multi_RaceID,Multi_CandID,Multi_CO,indivtotal_votes,multitotal_votes,total_writein,newtotvotes,Rindivto,newelected
201500024,20150007,21,1,MARIN,2015,2015-11-03,Marin,1,"DIRECTOR, Marinwood CSD",DIRECTOR,,Full,3,Kleinman-Green,Leah,Business Owner/Mother,N,2,5,604,3219,10,3229,0.1870548157324249,1,3.0,7,0,0,201500007,201500024,0,604,3219,10,3229,3.0,1
201500025,20150007,21,1,MARIN,2015,2015-11-03,Marin,1,"DIRECTOR, Marinwood CSD",DIRECTOR,,Full,3,Read,Tarey Ayn,Incumbent,Y,1,5,565,3219,10,3229,0.1749767729947352,2,4.0,7,0,0,201500007,201500025,0,565,3219,10,3229,4.0,2
201500026,20150007,21,1,MARIN,2015,2015-11-03,Marin,1,"DIRECTOR, Marinwood CSD",DIRECTOR,,Full,3,Nestel,Stephen C.,Business Owner,N,2,5,530,3219,10,3229,0.16413750387116754,2,5.0,7,0,0,201500007,201500026,0,530,3219,10,3229,5.0,2
201500027,20150008,21,1,MARIN,2015,2015-11-03,Marin,1,"DIRECTOR, Muir Beach CSD",DIRECTOR,,Full,2,Friedman,Gary J.,Mediation Attorney/Teacher,N,2,3,139,331,2,333,0.4174174174174174,1,1.0,8,0,0,201500008,201500027,0,139,331,2,333,1.0,1
201500028,20150008,21,1,MARIN,2015,2015-11-03,Marin,1,"DIRECTOR, Muir Beach CSD",DIRECTOR,,Full,2,Hamilton-Rivers,Victoria,No Ballot Designation,N,2,3,98,331,2,333,0.29429429429429427,1,2.0,8,0,0,201500008,201500028,0,98,331,2,333,2.0,1
201500029,20150008,21,1,MARIN,2015,2015-11-03,Marin,1,"DIRECTOR, Muir Beach CSD",DIRECTOR,,Full,2,Shaffer,Steven S.,Incumbent,Y,1,3,94,331,2,333,0.2822822822822823,2,3.0,8,0,0,201500008,201500029,0,94,331,2,333,3.0,2
201500030,20150009,21,1,MARIN,2015,2015-11-03,Marin,1,"DIRECTOR, Muir Beach CSD",DIRECTOR,,Short,1,Grose,Lynda,Designer/College Professor,N,2,2,116,199,1,200,0.58,1,1.0,9,0,0,201500009,201500030,0,116,199,1,200,1.0,1
201500031,20150009,21,1,MARIN,2015,2015-11-03,Marin,1,"DIRECTOR, Muir Beach CSD",DIRECTOR,,Short,1,Ostroff,Maury,No Ballot Designation,N,2,2,83,199,1,200,0.415,2,2.0,9,0,0,201500009,201500031,0,83,199,1,200,2.0,2
201500032,20150010,21,1,MARIN,2015,2015-11-03,Marin,1,"DIRECTOR, Tamalpais CSD",DIRECTOR,,Full,3,Levine,Steven M.,Appointed Incumbent,Y,1,4,740,2648,11,2659,0.27830011282437006,1,1.0,10,0,0,201500010,201500032,0,740,2648,11,2659,1.0,1
201500033,20150010,21,1,MARIN,2015,2015-11-03,Marin,1,"DIRECTOR, Tamalpais CSD",DIRECTOR,,Full,3,Bartschat,Steffen,Incumbent,Y,1,4,727,2648,11,2659,0.27341105678826627,1,2.0,10,0,0,201500010,201500033,0,727,2648,11,2659,2.0,1
201500034,20150010,21,1,MARIN,2015,2015-11-03,Marin,1,"DIRECTOR, Tamalpais CSD",DIRECTOR,,Full,3,McMahon,Matt,Incumbent,Y,1,4,707,2648,11,2659,0.26588943211733734,1,3.0,10,0,0,201500010,201500034,0,707,2648,11,2659,3.0,1
201500035,20150010,21,1,MARIN,2015,2015-11-03,Marin,1,"DIRECTOR, Tamalpais CSD",DIRECTOR,,Full,3,Andrews,Bret W.,Incumbent,N,2,4,474,2648,11,2659,0.17826250470101543,2,4.0,10,0,0,201500010,201500035,0,474,2648,11,2659,4.0,2
201500036,20150011,27,1,MONTEREY,2015,2015-11-03,Monterey,1,"DIRECTOR, Spreckels CSD",DIRECTOR,,Full,2,McDougall,Cathy,Appointed Incumbent,Y,1,3,128,296,0,296,0.43243243243243246,1,1.0,11,0,0,201500011,201500036,0,128,296,0,296,1.0,1
201500037,20150011,27,1,MONTEREY,2015,2015-11-03,Monterey,1,"DIRECTOR, Spreckels CSD",DIRECTOR,,Full,2,Eastwood,Ron,Incumbent,Y,1,3,126,296,0,296,0.42567567567567566,1,2.0,11,0,0,201500011,201500037,0,126,296,0,296,2.0,1
201500038,20150011,27,1,MONTEREY,2015,2015-11-03,Monterey,1,"DIRECTOR, Spreckels CSD",DIRECTOR,,Full,2,Antle,Amanda R.,Financial Advisor,N,2,3,42,296,0,296,0.14189189189189189,2,3.0,11,0,0,201500011,201500038,0,42,296,0,296,3.0,2
201500039,20150012,30,1,ORANGE,2015,2015-01-27,Orange,0,COUNTY SUPERVISOR,COUNTY SUPERVISOR,1,Short,1,Do,Andrew,Supervisor's Chief/Business owner,N,2,5,18905,48337,2,48339,0.3910920788597199,1,1.0,12,1,0,201500012,201500039,0,18905,48337,2,48339,1.0,1
201500040,20150012,30,1,ORANGE,2015,2015-01-27,Orange,0,COUNTY SUPERVISOR,COUNTY SUPERVISOR,1,Short,1,Correa,Lou,California State Senator,N,2,5,18862,48337,2,48339,0.39020252797947824,2,2.0,12,1,0,201500012,201500040,0,18862,48337,2,48339,2.0,2
201500041,20150012,30,1,ORANGE,2015,2015-01-27,Orange,0,COUNTY SUPERVISOR,COUNTY SUPERVISOR,1,Short,1,Phan,Chris,Councilmember/Deputy DA,N,2,5,7857,48337,2,48339,0.16253956432694097,2,3.0,12,0,0,201500012,201500041,0,7857,48337,2,48339,3.0,2
201500042,20150012,30,1,ORANGE,2015,2015-01-27,Orange,0,COUNTY SUPERVISOR,COUNTY SUPERVISOR,1,Short,1,Van Nguyen,Chuyen,Television News Anchor,N,2,5,1879,48337,2,48339,0.03887130474358179,2,4.0,12,0,0,201500012,201500042,0,1879,48337,2,48339,4.0,2
201500043,20150012,30,1,ORANGE,2015,2015-01-27,Orange,0,COUNTY SUPERVISOR,COUNTY SUPERVISOR,1,Short,1,Morfin-Moreno,Lupe,Office Specialist,N,2,5,834,48337,2,48339,0.01725314963073295,2,5.0,12,0,0,201500012,201500043,0,834,48337,2,48339,5.0,2
201500044,20150013,32,1,PLUMAS,2015,2015-03-24,Plumas,1,"DIRECTOR, Indian Valley CSD-R",DIRECTOR,1-3,Short,3,Schramel,Lee Anne,Natural Resources Manager,N,2,6,385,1571,22,1593,0.24168236032642812,1,1.0,13,0,0,201500013,201500044,0,385,1571,22,1593,1.0,1
201500045,20150013,32,1,PLUMAS,2015,2015-03-24,Plumas,1,"DIRECTOR, Indian Valley CSD-R",DIRECTOR,1-3,Short,3,Shannon,Phillip,Deputy Sheriff-Coroner,N,2,6,360,1571,22,1593,0.22598870056497175,1,2.0,13,0,0,201500013,201500045,0,360,1571,22,1593,2.0,1
201500046,20150013,32,1,PLUMAS,2015,2015-03-24,Plumas,1,"DIRECTOR, Indian Valley CSD-R",DIRECTOR,1-3,Short,3,Heard,Robert,No Ballot Designation,N,2,6,337,1571,22,1593,0.21155053358443188,1,3.0,13,0,0,201500013,201500046,0,337,1571,22,1593,3.0,1
201500047,20150013,32,1,PLUMAS,2015,2015-03-24,Plumas,1,"DIRECTOR, Indian Valley CSD-R",DIRECTOR,1-3,Short,3,Admire,Mina L.,Business Manager,N,2,6,185,1571,22,1593,0.11613308223477715,2,4.0,13,0,0,201500013,201500047,0,185,1571,22,1593,4.0,2
201500048,20150013,32,1,PLUMAS,2015,2015-03-24,Plumas,1,"DIRECTOR, Indian Valley CSD-R",DIRECTOR,1-3,Short,3,Dannemiller,Wayne,Retired,N,2,6,183,1571,22,1593,0.11487758945386065,2,5.0,13,0,0,201500013,201500048,0,183,1571,22,1593,5.0,2
201500049,20150013,32,1,PLUMAS,2015,2015-03-24,Plumas,1,"DIRECTOR, Indian Valley CSD-R",DIRECTOR,1-3,Short,3,Somers,Mavis,Artist,N,2,6,121,1571,22,1593,0.07595731324544884,2,6.0,13,0,0,201500013,201500049,0,121,1571,22,1593,6.0,2
201500050,20150014,32,1,PLUMAS,2015,2015-11-03,Plumas,1,"DIRECTOR, East Quincy CSD",DIRECTOR,,Full,3,Beatty,Mike,General Building Contractor,N,2,4,309,1055,12,1067,0.29,1,1.0,14,0,0,201500014,201500050,0,309,1055,12,1067,1.0,1
201500051,20150014,32,1,PLUMAS,2015,2015-11-03,Plumas,1,"DIRECTOR, East Quincy CSD",DIRECTOR,,Full,3,Kolb,John E.,Appointed Incumbent,Y,1,4,294,1055,12,1067,0.28,1,2.0,14,0,0,201500014,201500051,0,294,1055,12,1067,2.0,1
201500052,20150014,32,1,PLUMAS,2015,2015-11-03,Plumas,1,"DIRECTOR, East Quincy CSD",DIRECTOR,,Full,3,Brown,Darrell,Retired Highway Patrol,N,2,4,251,1055,12,1067,0.24,1,3.0,14,0,0,201500014,201500052,0,251,1055,12,1067,3.0,1
201500053,20150014,32,1,PLUMAS,2015,2015-11-03,Plumas,1,"DIRECTOR, East Quincy CSD",DIRECTOR,,Full,3,Margason,Gregory,No Ballot Designation,N,2,4,201,1055,12,1067,0.19,2,4.0,14,0,0,201500014,201500053,0,201,1055,12,1067,4.0,2
201500054,20150015,32,1,PLUMAS,2015,2015-11-03,Plumas,1,"DIRECTOR, Indian Valley CSD",DIRECTOR,,Short,2,Holcomb,Sarah,No Ballot Designation,N,2,3,222,553,184,737,0.3012211668928087,1,1.0,15,0,0,201500015,201500054,0,222,553,184,737,1.0,1
201500055,20150015,32,1,PLUMAS,2015,2015-11-03,Plumas,1,"DIRECTOR, Indian Valley CSD",DIRECTOR,,Short,2,Admire,Mina L.,Business Manager/Bookkeeper,N,2,3,201,553,184,737,0.2727272727272727,1,2.0,15,0,0,201500015,201500055,0,201,553,184,737,2.0,1
201500056,20150015,32,1,PLUMAS,2015,2015-11-03,Plumas,1,"DIRECTOR, Indian Valley CSD",DIRECTOR,,Short,2,Rossington,Shauna L.,No Ballot Designation,N,2,3,130,553,184,737,0.17639077340569878,2,3.0,15,0,0,201500015,201500056,0,130,553,184,737,3.0,2
201500057,20150016,32,1,PLUMAS,2015,2015-11-03,Plumas,1,"DIRECTOR, Plumas Eureka CSD",DIRECTOR,,Full,2,Bastian,Daniel B.,Civil Engineer,N,2,3,97,222,1,223,0.4349775784753363,1,1.0,16,0,0,201500016,201500057,0,97,222,1,223,1.0,1
201500058,20150016,32,1,PLUMAS,2015,2015-11-03,Plumas,1,"DIRECTOR, Plumas Eureka CSD",DIRECTOR,,Full,2,Bennett,Melinda,Appointed Incumbent,Y,1,3,82,222,1,223,0.36771300448430494,1,2.0,16,0,0,201500016,201500058,0,82,222,1,223,2.0,1
201500059,20150016,32,1,PLUMAS,2015,2015-11-03,Plumas,1,"DIRECTOR, Plumas Eureka CSD",DIRECTOR,,Full,2,Tretten,Elmer L.,Incumbent,Y,1,3,43,222,1,223,0.19282511210762332,2,3.0,16,0,0,201500016,201500059,0,43,222,1,223,3.0,2
201500060,20150146,32,1,PLUMAS,2015,2015-11-03,Plumas,1,"DIRECTOR, West Almanor CSD",DIRECTOR,,Full,2,Knutsen,Dale E.,Incumbent,Y,1,3,127,296,0,296,0.42905405405405406,1,1.0,146,0,0,201500145,201500060,0,127,296,0,296,1.0,1
201500061,20150146,32,1,PLUMAS,2015,2015-11-03,Plumas,1,"DIRECTOR, West Almanor CSD",DIRECTOR,,Full,2,Forno,John,Retired Forester,N,2,3,121,296,0,296,0.40878378378378377,1,2.0,146,0,0,201500145,201500061,0,121,296,0,296,2.0,1
201500062,20150146,32,1,PLUMAS,2015,2015-11-03,Plumas,1,"DIRECTOR, West Almanor CSD",DIRECTOR,,Full,2,Fullerton,Thomas,Incumbent,Y,1,3,48,296,0,296,0.16216216216216217,2,3.0,146,0,0,201500145,201500062,0,48,296,0,296,3.0,2
201500063,20150017,36,1,SAN BERNARDINO,2015,2015-11-03,San Bernardino,1,"DIRECTOR, Morongo Valley CSD",DIRECTOR,,Full,2,Campos,Matthew M.,Programs/Development Director,N,2,3,205,507,0,507,0.40433925049309666,1,1.0,17,0,0,201500017,201500063,0,205,507,0,507,1.0,1
201500064,20150017,36,1,SAN BERNARDINO,2015,2015-11-03,San Bernardino,1,"DIRECTOR, Morongo Valley CSD",DIRECTOR,,Full,2,Tolbert,Johnny G.,Incumbent,Y,1,3,168,507,0,507,0.33136094674556216,1,2.0,17,0,0,201500017,201500064,0,168,507,0,507,2.0,1
201500065,20150017,36,1,SAN BERNARDINO,2015,2015-11-03,San Bernardino,1,"DIRECTOR, Morongo Valley CSD",DIRECTOR,,Full,2,Liebertz,Jennifer,Teacher,N,2,3,134,507,0,507,0.26429980276134124,2,3.0,17,0,0,201500017,201500065,0,134,507,0,507,3.0,2
201500066,20150018,36,1,SAN BERNARDINO,2015,2015-11-03,San Bernardino,1,"DIRECTOR, Newberry CSD",DIRECTOR,,Full,2,Deel,Paula A.,Appointed Incumbent,Y,1,4,173,364,0,364,0.47527472527472525,1,1.0,18,0,0,201500018,201500066,0,173,364,0,364,1.0,1
201500067,20150018,36,1,SAN BERNARDINO,2015,2015-11-03,San Bernardino,1,"DIRECTOR, Newberry CSD",DIRECTOR,,Full,2,Clark,Larry W.,Water Well Contractor,N,2,4,107,364,0,364,0.29395604395604397,1,2.0,18,0,0,201500018,201500067,0,107,364,0,364,2.0,1
201500068,20150018,36,1,SAN BERNARDINO,2015,2015-11-03,San Bernardino,1,"DIRECTOR, Newberry CSD",DIRECTOR,,Full,2,Aker,Liana Marie,Wildlife Biologist,N,2,4,42,364,0,364,0.11538461538461539,2,3.5,18,0,0,201500018,201500068,0,42,364,0,364,3.5,2
201500069,20150018,36,1,SAN BERNARDINO,2015,2015-11-03,San Bernardino,1,"DIRECTOR, Newberry CSD",DIRECTOR,,Full,2,Snively,Linda Deluca,Retired,N,2,4,42,364,0,364,0.11538461538461539,2,3.5,18,0,0,201500018,201500069,0,42,364,0,364,3.5,2
201500070,20150019,36,1,SAN BERNARDINO,2015,2015-11-03,San Bernardino,1,"DIRECTOR, Phelan-Pinon Hills CSD",DIRECTOR,,Full,2,Brandon,Alex,"Director, Phelan-Pinon Hills CSD",Y,1,5,561,2381,0,2381,0.2356152876942461,1,1.0,19,0,0,201500019,201500070,0,561,2381,0,2381,1.0,1
201500071,20150019,36,1,SAN BERNARDINO,2015,2015-11-03,San Bernardino,1,"DIRECTOR, Phelan-Pinon Hills CSD",DIRECTOR,,Full,2,Roberts,Mark W.,Hydrogeologist/PPHCSD Director,Y,1,5,534,2381,0,2381,0.2242755144897102,1,2.0,19,0,0,201500019,201500071,0,534,2381,0,2381,2.0,1
201500072,20150019,36,1,SAN BERNARDINO,2015,2015-11-03,San Bernardino,1,"DIRECTOR, Phelan-Pinon Hills CSD",DIRECTOR,,Full,2,Johnson,Charlie,Financial Management Consultant,N,2,5,513,2381,0,2381,0.21545569088618227,2,3.0,19,0,0,201500019,201500072,0,513,2381,0,2381,3.0,2
201500073,20150019,36,1,SAN BERNARDINO,2015,2015-11-03,San Bernardino,1,"DIRECTOR, Phelan-Pinon Hills CSD",DIRECTOR,,Full,2,Courtney,Lynn,Business Owner,N,2,5,487,2381,0,2381,0.20453590928181437,2,4.0,19,0,0,201500019,201500073,0,487,2381,0,2381,4.0,2
201500074,20150019,36,1,SAN BERNARDINO,2015,2015-11-03,San Bernardino,1,"DIRECTOR, Phelan-Pinon Hills CSD",DIRECTOR,,Full,2,"Tuck, Jr.",William (Bill),No Ballot Designation,N,2,5,286,2381,0,2381,0.12011759764804704,2,5.0,19,0,0,201500019,201500074,0,286,2381,0,2381,5.0,2
201500075,20150020,38,1,SAN FRANCISCO,2015,2015-11-03,San Francisco,0,CITY ATTORNEY,OTHER COUNTY,,Full,1,Herrera,Dennis J.,City Attorney,Y,1,1,154336,154336,0,154336,1.0,1,1.0,20,0,0,201500020,201500075,0,154336,154336,0,154336,1.0,1
201500076,20150021,38,1,SAN FRANCISCO,2015,2015-11-03,San Francisco,0,CITY TREASURER,OTHER COUNTY,,Full,1,Cisneros,Jose,San Francisco Treasurer,Y,1,1,139038,139038,0,139038,1.0,1,1.0,21,0,0,201500021,201500076,0,139038,139038,0,139038,1.0,1
201500077,20150022,38,1,SAN FRANCISCO,2015,2015-11-03,San Francisco,0,COUNTY SUPERVISOR,OTHER COUNTY,3,Full,1,Peskin,Aaron,"President, Environmental Nonprofit",N,2,3,8740,16635,0,16635,0.5253982566877067,1,1.0,22,0,0,201500022,201500077,0,8740,16635,0,16635,1.0,1
201500078,20150022,38,1,SAN FRANCISCO,2015,2015-11-03,San Francisco,0,COUNTY SUPERVISOR,OTHER COUNTY,3,Full,1,Christensen,Julie,"Supervisor, San Francisco District 3",Y,1,3,7243,16635,0,16635,0.4354072738202585,2,2.0,22,0,0,201500022,201500078,0,7243,16635,0,16635,2.0,2
201500079,20150022,38,1,SAN FRANCISCO,2015,2015-11-03,San Francisco,0,COUNTY SUPERVISOR,OTHER COUNTY,3,Full,1,Pang,Wilma,Music Professor,N,2,3,652,16635,0,16635,0.03919446949203487,2,3.0,22,0,0,201500022,201500079,0,652,16635,0,16635,3.0,2
201500080,20150023,38,1,SAN FRANCISCO,2015,2015-11-03,San Francisco,0,DISTRICT ATTORNEY,OTHER COUNTY,,Full,1,Gascon,George,San Francisco District Attorney,Y,1,1,138043,138043,0,138043,1.0,1,1.0,23,0,0,201500023,201500080,0,138043,138043,0,138043,1.0,1
201500081,20150024,38,1,SAN FRANCISCO,2015,2015-11-03,San Francisco,0,MAYOR,OTHER COUNTY,,Full,1,Lee,Ed,Mayor of San Francisco,Y,1,6,105298,188633,59,188692,0.5580416763826765,1,1.0,24,0,0,201500024,201500081,0,105298,188633,59,188692,1.0,1
201500082,20150024,38,1,SAN FRANCISCO,2015,2015-11-03,San Francisco,0,MAYOR,OTHER COUNTY,,Full,1,Herrera,Francisco,Musician-Educator,N,2,6,28638,188633,59,188692,0.15177114027091768,2,2.0,24,0,0,201500024,201500082,0,28638,188633,59,188692,2.0,2
201500083,20150024,38,1,SAN FRANCISCO,2015,2015-11-03,San Francisco,0,MAYOR,OTHER COUNTY,,Full,1,Weiss,Amy Farah,Educator/Strategist/Activist,N,2,6,23099,188633,59,188692,0.12241642464969368,2,3.0,24,0,0,201500024,201500083,0,23099,188633,59,188692,3.0,2
201500084,20150024,38,1,SAN FRANCISCO,2015,2015-11-03,San Francisco,0,MAYOR,OTHER COUNTY,,Full,1,Schuffman,Stuart,Journalist,N,2,6,18211,188633,59,188692,0.09651177580395565,2,4.0,24,0,0,201500024,201500084,0,18211,188633,59,188692,4.0,2
201500085,20150024,38,1,SAN FRANCISCO,2015,2015-11-03,San Francisco,0,MAYOR,OTHER COUNTY,,Full,1,Graham,Kent,Retired Hospital Administrator,N,2,6,8775,188633,59,188692,0.04650435630551375,2,5.0,24,0,0,201500024,201500085,0,8775,188633,59,188692,5.0,2
201500086,20150024,38,1,SAN FRANCISCO,2015,2015-11-03,San Francisco,0,MAYOR,OTHER COUNTY,,Full,1,Martin,Reed,Designer,N,2,6,4612,188633,59,188692,0.02444194772433384,2,6.0,24,0,0,201500024,201500086,0,4612,188633,59,188692,6.0,2
201500087,20150025,38,1,SAN FRANCISCO,2015,2015-11-03,San Francisco,0,SHERIFF,OTHER COUNTY,,Full,1,Hennessy,Vicki,Retired Interim Sheriff,Y,1,3,113111,185288,0,185288,0.6104604723457536,1,1.0,25,0,0,201500025,201500087,0,113111,185288,0,185288,1.0,1
201500088,20150025,38,1,SAN FRANCISCO,2015,2015-11-03,San Francisco,0,SHERIFF,OTHER COUNTY,,Full,1,Mirkarimi,Ross,Sheriff,Y,1,3,61249,185288,0,185288,0.3305610724925521,2,2.0,25,0,0,201500025,201500088,0,61249,185288,0,185288,2.0,2
201500089,20150025,38,1,SAN FRANCISCO,2015,2015-11-03,San Francisco,0,SHERIFF,OTHER COUNTY,,Full,1,Robinson,John,Business Owner,N,2,3,10928,185288,0,185288,0.05897845516169423,2,3.0,25,0,0,201500025,201500089,0,10928,185288,0,185288,3.0,2
201500090,20150026,47,1,SISKIYOU,2015,2015-11-03,Siskiyou,1,"DIRECTOR, Hornbrook CSD",DIRECTOR,,Full,2,Pappion,Nichole C.,"Write-in Candidate, No Ballot Designation",N,2,5,52,160,3,163,0.31901840490797545,1,1.0,26,0,0,201500026,201500090,0,52,160,3,163,1.0,1
