"County","Race","Candidate","Party","Votes","PercentageOfTotalVotes","JurisdictionName"
"San Juan","San Juan County Public Hospital District #3 Hospital Commissioner 3","Arthur Lange","","1574","90.4598","Public Hospital"
"San Juan","San Juan County Public Hospital District #3 Hospital Commissioner 3","Leif","","166","9.5402","Public Hospital"
"San Juan","San Juan County Public Hospital District #3 Hospital Commissioner 4","Richard (R.J.) Myers","","156","8.2759","Public Hospital"
"San Juan","San Juan County Public Hospital District #3 Hospital Commissioner 4","Bill Bangs","","230","12.2016","Public Hospital"
"San Juan","San Juan County Public Hospital District #3 Hospital Commissioner 4","Steve Hulley","","48","2.5464","Public Hospital"
"San Juan","San Juan County Public Hospital District #3 Hospital Commissioner 4","John Dann","","75","3.9788","Public Hospital"
"San Juan","San Juan County Public Hospital District #3 Hospital Commissioner 4","Diane L Boteler","","1376","72.9973","Public Hospital"
"San Juan","San Juan County Public Hospital District #3 Hospital Commissioner 5","Patricia Miller","","1426","100","Public Hospital"
"San Juan","San Juan County Public Hospital District #3 Proposition No. 1 Establishment of San Juan County Public Hospital District No. 3","Yes","","1687","76.4386","Public Hospital"
"San Juan","San Juan County Public Hospital District #3 Proposition No. 1 Establishment of San Juan County Public Hospital District No. 3","No","","520","23.5614","Public Hospital"
"Skagit","DARRINGTON SCHOOL DISTRICT NO. 330 Proposition Number 1 - Replacement Educational Programs and Operation Levy ","Levy Yes","","35","59.322","School"
"Skagit","DARRINGTON SCHOOL DISTRICT NO. 330 Proposition Number 1 - Replacement Educational Programs and Operation Levy ","Levy No","","24","40.678","School"
"Snohomish","Darrington School District 330 Proposition Number 1 - Replacement Educational Programs and Operation Levy ","Levy Yes","","449","63.2394","School"
"Snohomish","Darrington School District 330 Proposition Number 1 - Replacement Educational Programs and Operation Levy ","Levy No","","261","36.7606","School"
"Snohomish","Fire District 28 Proposition Number 1 - Merger of Snohomish County Fire Protection District No. 28 into Snohomish County Fire Protection District No. 26 ","Approved","","88","76.5217","Fire"
"Snohomish","Fire District 28 Proposition Number 1 - Merger of Snohomish County Fire Protection District No. 28 into Snohomish County Fire Protection District No. 26 ","Rejected","","27","23.4783","Fire"
"Snohomish","Sno - Isle Library District Proposition Number 1 - Levy Rate Proposition ","Yes","","47362","47.9834","Library"
"Snohomish","Sno - Isle Library District Proposition Number 1 - Levy Rate Proposition ","No","","51343","52.0166","Library"
"Spokane","FD09 Proposition No. 1 Replacement Maintenance and Operation Levy","Levy Yes","","6213","67.2548","Fire"
"Spokane","FD09 Proposition No. 1 Replacement Maintenance and Operation Levy","Levy No","","3025","32.7452","Fire"
"Stevens","SD 209 ORIENT Replacement Educational Programs and Operation Levy ","Levy Yes","","101","45.9091","School"
"Stevens","SD 209 ORIENT Replacement Educational Programs and Operation Levy ","Levy No","","119","54.0909","School"
"Thurston","City of Tumwater An Act Relating to the Regulation of Consumer Fireworks ","Yes","","1831","36.4959","City/Town"
"Thurston","City of Tumwater An Act Relating to the Regulation of Consumer Fireworks ","No","","3186","63.5041","City/Town"
"Whatcom","Blaine School District 503 Proposition 2018-3 Technology and Capital Projects Levy","Yes","","2304","52.699","School"
"Whatcom","Blaine School District 503 Proposition 2018-3 Technology and Capital Projects Levy","No","","2068","47.301","School"
"Yakima","SELAH SCHOOL DISTRICT #119 Proposition No. 1 Bonds to Replace and Restructure John Campbell Primary School","Approved","","2540","60.7801","School"
"Yakima","SELAH SCHOOL DISTRICT #119 Proposition No. 1 Bonds to Replace and Restructure John Campbell Primary School","Rejected","","1639","39.2199","School"
"Yakima","SUNNYSIDE SCHOOL DISTRICT #201 Proposition No. 1 Facility Improvement General Obligation Bonds - $18,000,000","Approved","","1130","55.4465","School"
"Yakima","SUNNYSIDE SCHOOL DISTRICT #201 Proposition No. 1 Facility Improvement General Obligation Bonds - $18,000,000","Rejected","","908","44.5535","School"
"Yakima","TOPPENISH SCHOOL DISTRICT #202 Proposition No. 1 School Improvement Bonds - $19,990,000","Approved","","534","55.2795","School"
"Yakima","TOPPENISH SCHOOL DISTRICT #202 Proposition No. 1 School Improvement Bonds - $19,990,000","Rejected","","432","44.7205","School"
"Yakima","MT ADAMS SCHOOL DISTRICT #209 Proposition No. 1 Replacement Educational Programs and Operation Levy","Levy - Yes","","239","62.5654","School"
"Yakima","MT ADAMS SCHOOL DISTRICT #209 Proposition No. 1 Replacement Educational Programs and Operation Levy","Levy - No","","143","37.4346","School"
"Yakima","MT ADAMS SCHOOL DISTRICT #209 Proposition No. 2 Bonds to Construct and Modernize School Facilities and Improve Safety","Approved","","225","59.0551","School"
"Yakima","MT ADAMS SCHOOL DISTRICT #209 Proposition No. 2 Bonds to Construct and Modernize School Facilities and Improve Safety","Rejected","","156","40.9449","School"
