"County","Race","Candidate","Party","Votes","PercentageOfTotalVotes","JurisdictionName"
"Adams","Legislative District 15 State Representative Pos. 1","Bruce Chandler","(Prefers Republican Party)","1090","97.4955","Legislative"
"Adams","Legislative District 15 State Representative Pos. 1","WRITE-IN"," ","28","2.5045","Legislative"
"Adams","Legislative District 15 State Representative Pos. 2","Bryan Sandlin","(Prefers Republican Party)","1072","97.366","Legislative"
"Adams","Legislative District 15 State Representative Pos. 2","WRITE-IN"," ","29","2.634","Legislative"
"Adams"," Assessor","Veronica Rodriguez","(Prefers Republican Party)","2201","98.1275","County"
"Adams"," Assessor","WRITE-IN"," ","42","1.8725","County"
"Adams"," Auditor","Heidi K. Hunt","(Prefers Republican Party)","2307","98.3795","County"
"Adams"," Auditor","WRITE-IN"," ","38","1.6205","County"
"Adams"," Clerk","Katie Sloan","(Prefers Republican Party)","2199","98.2574","County"
"Adams"," Clerk","WRITE-IN"," ","39","1.7426","County"
"Adams"," Prosecutor","Randy J. Flyckt","(Prefers Republican Party)","2050","95.3045","County"
"Adams"," Prosecutor","WRITE-IN"," ","101","4.6955","County"
"Adams"," Sheriff","Matthew Carlson","(Prefers Republican Party)","1184","43.3382","County"
"Adams"," Sheriff","Dale J. Wagner","(Prefers republican Party)","1513","55.3807","County"
"Adams"," Sheriff","WRITE-IN"," ","35","1.2811","County"
"Adams"," Treasurer","Kayla M. Meise","(Prefers Republican Party)","2223","98.0591","County"
"Adams"," Treasurer","WRITE-IN"," ","44","1.9409","County"
"Adams","COMMISSIONER DISTRICT 3 County Commissioner District 3","Terry Thompson","(Prefers Republican Party)","287","46.2903","Commissioner"
"Adams","COMMISSIONER DISTRICT 3 County Commissioner District 3","Miguel A. &quot;Mike&quot; Garza","(Prefers Republican Party)","318","51.2903","Commissioner"
"Adams","COMMISSIONER DISTRICT 3 County Commissioner District 3","WRITE-IN"," ","15","2.4194","Commissioner"
"Adams","RITZVILLE PARK AND RECREATION 4 Special Election Proposition 1","Approved"," ","571","65.2571","Park and Recreation"
"Adams","RITZVILLE PARK AND RECREATION 4 Special Election Proposition 1","Rejected"," ","304","34.7429","Park and Recreation"
"Adams","RITZVILLE RURAL SE Precinct Committee Officer - Republican","Phil Peterson"," ","56","71.7949","PCO"
"Adams","RITZVILLE RURAL SE Precinct Committee Officer - Republican","John E Faure"," ","22","28.2051","PCO"
"Asotin","United States U.S. Senator","Henry Clay Dennison","(Prefers Socialist Workers Party)","32","0.5337","Federal"
"Asotin","United States U.S. Senator","Mohammad Hassan Said","(Prefers Democratic Party)","42","0.7005","Federal"
"Asotin","United States U.S. Senator","John Guenther","(Prefers Republican Party)","260","4.3362","Federal"
"Asotin","United States U.S. Senator","Tiffany Smiley","(Prefers Republican Party)","3085","51.451","Federal"
"Asotin","United States U.S. Senator","Dan Phan Doan","(States No Party Preference)","8","0.1334","Federal"
"Asotin","United States U.S. Senator","Dr Pano Churchill","(Prefers Democratic Party)","59","0.984","Federal"
"Asotin","United States U.S. Senator","Dave Saulibio","(Prefers JFK Republican Party)","89","1.4843","Federal"
"Asotin","United States U.S. Senator","Sam Cusmir","(Prefers Democratic Party)","9","0.1501","Federal"
"Asotin","United States U.S. Senator","Bill Hirt","(Prefers Republican Party)","64","1.0674","Federal"
"Asotin","United States U.S. Senator","Jon Butler","(Prefers Independent Party)","32","0.5337","Federal"
"Asotin","United States U.S. Senator","Bryan Solstin","(Prefers Democratic Party)","29","0.4837","Federal"
"Asotin","United States U.S. Senator","Martin D. Hash","(States No Party Preference)","21","0.3502","Federal"
"Asotin","United States U.S. Senator","Patty Murray","(Prefers Democratic Party)","1842","30.7205","Federal"
"Asotin","United States U.S. Senator","Thor Amundson","(Prefers Independent Party)","20","0.3336","Federal"
"Asotin","United States U.S. Senator","Charlie (Chuck) Jackson","(Prefers Independent Party)","37","0.6171","Federal"
"Asotin","United States U.S. Senator","Naz Paul","(Prefers Independent Party)","59","0.984","Federal"
"Asotin","United States U.S. Senator","Ravin Pierre","(Prefers Democratic Party)","48","0.8005","Federal"
"Asotin","United States U.S. Senator","Leon Lawson","(Prefers Trump Republican Party)","254","4.2362","Federal"
"Asotin","United States U.S. Senator","WRITE-IN"," ","6","0.1001","Federal"
"Asotin","CONGRESSIONAL DISTRICT 5 U.S. Representative","Cathy McMorris Rodgers","(Prefers Republican Party)","3448","57.7361","Congressional"
"Asotin","CONGRESSIONAL DISTRICT 5 U.S. Representative","Natasha Hill","(Prefers Democratic Party)","1270","21.2659","Congressional"
"Asotin","CONGRESSIONAL DISTRICT 5 U.S. Representative","Sean Clynch","(Prefers Republican Party)","571","9.5613","Congressional"
"Asotin","CONGRESSIONAL DISTRICT 5 U.S. Representative","Ann Marie Danimus","(Prefers Democratic Party)","677","11.3362","Congressional"
"Asotin","CONGRESSIONAL DISTRICT 5 U.S. Representative","WRITE-IN"," ","6","0.1005","Congressional"
"Asotin","Washington State Secretary of State","Bob Hagglund","(Prefers Republican Party)","1189","20.7143","State Executive"
"Asotin","Washington State Secretary of State","Kurtis Engle","(Prefers Union Party)","48","0.8362","State Executive"
"Asotin","Washington State Secretary of State","Marquez Tiggs","(Prefers Democratic Party)","326","5.6794","State Executive"
"Asotin","Washington State Secretary of State","Tamborine Borrelli","(Prefers America First (R) Party)","318","5.5401","State Executive"
"Asotin","Washington State Secretary of State","Steve Hobbs","(Prefers Democratic Party)","1442","25.122","State Executive"
"Asotin","Washington State Secretary of State","Keith L. Wagoner","(Prefers Republican Party)","1270","22.1254","State Executive"
"Asotin","Washington State Secretary of State","Mark Miloscia","(Prefers Republican Party)","628","10.9408","State Executive"
"Asotin","Washington State Secretary of State","Julie Anderson","(Prefers Nonpartisan Party)","512","8.9199","State Executive"
"Asotin","Washington State Secretary of State","WRITE-IN"," ","7","0.122","State Executive"
"Asotin","Legislative District 9 State Representative Pos. 1","Mary Dye","(Prefers Republican Party)","4526","95.3645","Legislative"
"Asotin","Legislative District 9 State Representative Pos. 1","WRITE-IN"," ","220","4.6355","Legislative"
"Asotin","Legislative District 9 State Representative Pos. 2","Joe Schmick","(Prefers GOP Party)","4300","95.3225","Legislative"
"Asotin","Legislative District 9 State Representative Pos. 2","WRITE-IN"," ","211","4.6775","Legislative"
"Asotin"," COUNTY ASSESSOR","Jenny L. Rynearson","(Prefers Republican Party)","4463","96.9585","County"
"Asotin"," COUNTY ASSESSOR","WRITE-IN"," ","140","3.0415","County"
"Asotin"," COUNTY AUDITOR","Darla McKay","(States No Party Preference)","4715","98.7228","County"
"Asotin"," COUNTY AUDITOR","WRITE-IN"," ","61","1.2772","County"
"Asotin"," COUNTY CLERK","McKenzie A. Campbell","(States No Party Preference)","4606","98.9899","County"
"Asotin"," COUNTY CLERK","WRITE-IN"," ","47","1.0101","County"
"Asotin"," COUNTY PROSECUTOR","Benjamin C. Nichols","(States No Party Preference)","4597","97.6423","County"
"Asotin"," COUNTY PROSECUTOR","WRITE-IN"," ","111","2.3577","County"
"Asotin"," COUNTY SHERIFF","John Hilderbrand","(States No Party Preference)","4827","98.3697","County"
"Asotin"," COUNTY SHERIFF","WRITE-IN"," ","80","1.6303","County"
"Asotin"," COUNTY TREASURER","Holly Steiner","(States No Party Preference)","4621","99.1418","County"
"Asotin"," COUNTY TREASURER","WRITE-IN"," ","40","0.8582","County"
"Asotin","COMMISSIONER DISTRICT 3 COUNTY COMMISSIONER 3","Chuck Whitman","(Prefers Republican Party)","1000","94.8767","Commissioner"
"Asotin","COMMISSIONER DISTRICT 3 COUNTY COMMISSIONER 3","WRITE-IN"," ","54","5.1233","Commissioner"
"Benton","United States U.S. Senator","Henry Clay Dennison","(Prefers Socialist Workers Party)","212","0.4329","Federal"
"Benton","United States U.S. Senator","Mohammad Hassan Said","(Prefers Democratic Party)","261","0.5329","Federal"
"Benton","United States U.S. Senator","John Guenther","(Prefers Republican Party)","1652","3.3732","Federal"
"Benton","United States U.S. Senator","Tiffany Smiley","(Prefers Republican Party)","27014","55.1599","Federal"
"Benton","United States U.S. Senator","Dan Phan Doan","(States No Party Preference)","45","0.0919","Federal"
"Benton","United States U.S. Senator","Dr Pano Churchill","(Prefers Democratic Party)","204","0.4165","Federal"
"Benton","United States U.S. Senator","Dave Saulibio","(Prefers JFK Republican Party)","482","0.9842","Federal"
"Benton","United States U.S. Senator","Sam Cusmir","(Prefers Democratic Party)","64","0.1307","Federal"
"Benton","United States U.S. Senator","Bill Hirt","(Prefers Republican Party)","439","0.8964","Federal"
"Benton","United States U.S. Senator","Jon Butler","(Prefers Independent Party)","125","0.2552","Federal"
"Benton","United States U.S. Senator","Bryan Solstin","(Prefers Democratic Party)","212","0.4329","Federal"
"Benton","United States U.S. Senator","Martin D. Hash","(States No Party Preference)","96","0.196","Federal"
"Benton","United States U.S. Senator","Patty Murray","(Prefers Democratic Party)","15201","31.0389","Federal"
"Benton","United States U.S. Senator","Thor Amundson","(Prefers Independent Party)","101","0.2062","Federal"
"Benton","United States U.S. Senator","Charlie (Chuck) Jackson","(Prefers Independent Party)","250","0.5105","Federal"
"Benton","United States U.S. Senator","Naz Paul","(Prefers Independent Party)","451","0.9209","Federal"
"Benton","United States U.S. Senator","Ravin Pierre","(Prefers Democratic Party)","437","0.8923","Federal"
"Benton","United States U.S. Senator","Leon Lawson","(Prefers Trump Republican Party)","1697","3.4651","Federal"
"Benton","United States U.S. Senator","WRITE-IN"," ","31","0.0633","Federal"
"Benton","Congressional District 4 U.S. Representative","Corey Gibson","(Prefers Republican Party)","1006","2.0568","Congressional"
"Benton","Congressional District 4 U.S. Representative","Loren Culp","(Prefers Republican Party)","6952","14.2136","Congressional"
"Benton","Congressional District 4 U.S. Representative","Brad Klippert","(Prefers Republican Party)","9809","20.0548","Congressional"
"Benton","Congressional District 4 U.S. Representative","Jacek Kobiesa","(Prefers Republican Party)","178","0.3639","Congressional"
"Benton","Congressional District 4 U.S. Representative","Doug White","(Prefers Democratic Party)","11878","24.2849","Congressional"
"Benton","Congressional District 4 U.S. Representative","Benancio &quot;Benny&quot; Garcia III","(Prefers Republican Party)","467","0.9548","Congressional"
"Benton","Congressional District 4 U.S. Representative","Jerrod Sessler","(Prefers Republican Party)","5656","11.5639","Congressional"
"Benton","Congressional District 4 U.S. Representative","Dan Newhouse","(Prefers Republican Party)","12926","26.4276","Congressional"
"Benton","Congressional District 4 U.S. Representative","WRITE-IN"," ","39","0.0797","Congressional"
"Benton","Washington State Secretary of State","Bob Hagglund","(Prefers Republican Party)","6395","13.5187","State Executive"
"Benton","Washington State Secretary of State","Kurtis Engle","(Prefers Union Party)","203","0.4291","State Executive"
"Benton","Washington State Secretary of State","Marquez Tiggs","(Prefers Democratic Party)","2788","5.8937","State Executive"
"Benton","Washington State Secretary of State","Tamborine Borrelli","(Prefers America First (R) Party)","3190","6.7435","State Executive"
"Benton","Washington State Secretary of State","Steve Hobbs","(Prefers Democratic Party)","11407","24.1137","State Executive"
"Benton","Washington State Secretary of State","Keith L. Wagoner","(Prefers Republican Party)","10460","22.1118","State Executive"
"Benton","Washington State Secretary of State","Mark Miloscia","(Prefers Republican Party)","8399","17.755","State Executive"
"Benton","Washington State Secretary of State","Julie Anderson","(Prefers Nonpartisan Party)","4427","9.3584","State Executive"
"Benton","Washington State Secretary of State","WRITE-IN"," ","36","0.0761","State Executive"
"Benton","Legislative District 8 State Senator","Alex Barrington","(Prefers Republican Party)","1874","6.9528","Legislative"
"Benton","Legislative District 8 State Senator","Ronni Batchelor","(Prefers Independent Party)","6624","24.5761","Legislative"
"Benton","Legislative District 8 State Senator","Matt Boehnke","(Prefers Republican Party)","18323","67.9813","Legislative"
"Benton","Legislative District 8 State Senator","WRITE-IN"," ","132","0.4897","Legislative"
"Benton","Legislative District 8 State Representative Pos. 1","Patrick Guettner","(Prefers Republican Party)","5064","21.1529","Legislative"
"Benton","Legislative District 8 State Representative Pos. 1","Stephanie Barnard","(Prefers Republican Party)","16760","70.0084","Legislative"
"Benton","Legislative District 8 State Representative Pos. 1","Glenn Taylor","(Prefers Republican Party)","1462","6.1069","Legislative"
"Benton","Legislative District 8 State Representative Pos. 1","WRITE-IN"," ","654","2.7318","Legislative"
"Benton","Legislative District 8 State Representative Pos. 2","Joe Cotta","(Prefers Republican Party)","9179","32.7167","Legislative"
"Benton","Legislative District 8 State Representative Pos. 2","Larry Stanley","(Prefers Alliance Party)","588","2.0958","Legislative"
"Benton","Legislative District 8 State Representative Pos. 2","John Christenson","(Prefers Democratic Party)","8862","31.5868","Legislative"
"Benton","Legislative District 8 State Representative Pos. 2","April Connors","(Prefers Republican Party)","9375","33.4153","Legislative"
"Benton","Legislative District 8 State Representative Pos. 2","WRITE-IN"," ","52","0.1853","Legislative"
"Benton","Legislative District 15 State Senator","Nikki Torres","(Prefers Republican Party)","308","97.7778","Legislative"
"Benton","Legislative District 15 State Senator","WRITE-IN"," ","7","2.2222","Legislative"
"Benton","Legislative District 15 State Representative Pos. 1","Bruce Chandler","(Prefers Republican Party)","307","99.3528","Legislative"
"Benton","Legislative District 15 State Representative Pos. 1","WRITE-IN"," ","2","0.6472","Legislative"
"Benton","Legislative District 15 State Representative Pos. 2","Bryan Sandlin","(Prefers Republican Party)","302","99.3421","Legislative"
"Benton","Legislative District 15 State Representative Pos. 2","WRITE-IN"," ","2","0.6579","Legislative"
"Benton","Legislative District 16 State Representative Pos. 1","Sharon Kay Schiller","(Prefers Peace and Freedom Party)","759","3.8905","Legislative"
"Benton","Legislative District 16 State Representative Pos. 1","Mark Klicker","(Prefers Republican Party)","13809","70.7827","Legislative"
"Benton","Legislative District 16 State Representative Pos. 1","Jeff Strickler","(Prefers Democratic Party)","4910","25.1679","Legislative"
"Benton","Legislative District 16 State Representative Pos. 1","WRITE-IN"," ","31","0.1589","Legislative"
"Benton","Legislative District 16 State Representative Pos. 2","Jan Corn","(Prefers Democratic Party)","4668","24.2569","Legislative"
"Benton","Legislative District 16 State Representative Pos. 2","Skyler Rude","(Prefers Republican Party)","14537","75.5404","Legislative"
"Benton","Legislative District 16 State Representative Pos. 2","WRITE-IN"," ","39","0.2027","Legislative"
"Benton"," Assessor","Bill Spencer","(Prefers Republican Party)","33698","96.7833","County"
"Benton"," Assessor","WRITE-IN"," ","1120","3.2167","County"
"Benton","Fire District #2 PROPOSITION NO. 1","Approved"," ","1151","71.3577","Fire"
"Benton","Fire District #2 PROPOSITION NO. 1","Rejected"," ","462","28.6423","Fire"
"Benton","Fire District #4 PROPOSITION NO. 1","Approved"," ","3407","56.8686","Fire"
"Benton","Fire District #4 PROPOSITION NO. 1","Rejected"," ","2584","43.1314","Fire"
"Benton"," Auditor","Brenda Chilton","(Prefers Republican Party)","35454","97.6775","County"
"Benton"," Auditor","WRITE-IN"," ","843","2.3225","County"
"Benton"," Clerk","Josie Delvin","(Prefers Republican Party)","34205","97.1236","County"
"Benton"," Clerk","WRITE-IN"," ","1013","2.8764","County"
"Benton","COMMISSIONER DIST #2 Commissioner District #2","William &quot;Bill&quot; Jenkin","(Prefers Republican Party)","4145","25.9176","Commissioner"
"Benton","COMMISSIONER DIST #2 Commissioner District #2","Barry Bush","(Prefers Republican Party)","4112","25.7112","Commissioner"
"Benton","COMMISSIONER DIST #2 Commissioner District #2","MICHAEL ALVAREZ","(Prefers REPUBLICAN Party)","7559","47.2644","Commissioner"
"Benton","COMMISSIONER DIST #2 Commissioner District #2","WRITE-IN"," ","177","1.1067","Commissioner"
"Benton"," Coroner","William &quot;Bill&quot; Leach","(Prefers Republican Party)","34692","97.8728","County"
"Benton"," Coroner","WRITE-IN"," ","754","2.1272","County"
"Benton"," Prosecuting Attorney","Eric Eisinger","(Prefers Republican Party)","21833","51.6354","County"
"Benton"," Prosecuting Attorney","Ryan Lukson","(Prefers Republican Party)","19823","46.8817","County"
"Benton"," Prosecuting Attorney","WRITE-IN"," ","627","1.4829","County"
"Benton"," Sheriff","Thomas J Croskrey","(Prefers Republican Party)","34694","97.4687","County"
"Benton"," Sheriff","WRITE-IN"," ","901","2.5313","County"
"Benton"," Treasurer","Kenneth Spencer Jr","(Prefers Republican Party)","33786","97.3464","County"
"Benton"," Treasurer","WRITE-IN"," ","921","2.6536","County"
"Benton","W1 - P667 Precinct Committee Officer - Republican","Matthew J. Bishop"," ","27","51.9231","PCO"
"Benton","W1 - P667 Precinct Committee Officer - Republican","Clint Robert Veder"," ","25","48.0769","PCO"
"Benton","W1 - P670 Precinct Committee Officer - Republican","George T Penn"," ","31","35.6322","PCO"
"Benton","W1 - P670 Precinct Committee Officer - Republican","Scott Mueggler"," ","12","13.7931","PCO"
"Benton","W1 - P670 Precinct Committee Officer - Republican","Jodi Kendall"," ","44","50.5747","PCO"
"Benton","W2 - P635 Precinct Committee Officer - Republican","Caleb J. Suttle"," ","46","30.8725","PCO"
"Benton","W2 - P635 Precinct Committee Officer - Republican","Dustin Petersen"," ","103","69.1275","PCO"
"Benton","3102 Precinct Committee Officer - Republican","Teresa Anderson"," ","152","62.8099","PCO"
"Benton","3102 Precinct Committee Officer - Republican","Joshua Skipper"," ","90","37.1901","PCO"
"Benton","5606 Precinct Committee Officer - Republican","Duane Morton"," ","109","47.807","PCO"
"Benton","5606 Precinct Committee Officer - Republican","JENNIFER MONDS"," ","119","52.193","PCO"
"Benton","6110 Precinct Committee Officer - Republican","Dallas Parr"," ","34","47.8873","PCO"
"Benton","6110 Precinct Committee Officer - Republican","Adriel O'Dell"," ","37","52.1127","PCO"
"Chelan","United States U.S. Senator","Henry Clay Dennison","(Prefers Socialist Workers Party)","87","0.379","Federal"
"Chelan","United States U.S. Senator","Mohammad Hassan Said","(Prefers Democratic Party)","100","0.4357","Federal"
"Chelan","United States U.S. Senator","John Guenther","(Prefers Republican Party)","822","3.5811","Federal"
"Chelan","United States U.S. Senator","Tiffany Smiley","(Prefers Republican Party)","11132","48.497","Federal"
"Chelan","United States U.S. Senator","Dan Phan Doan","(States No Party Preference)","30","0.1307","Federal"
"Chelan","United States U.S. Senator","Dr Pano Churchill","(Prefers Democratic Party)","60","0.2614","Federal"
"Chelan","United States U.S. Senator","Dave Saulibio","(Prefers JFK Republican Party)","144","0.6273","Federal"
"Chelan","United States U.S. Senator","Sam Cusmir","(Prefers Democratic Party)","20","0.0871","Federal"
"Chelan","United States U.S. Senator","Bill Hirt","(Prefers Republican Party)","112","0.4879","Federal"
"Chelan","United States U.S. Senator","Jon Butler","(Prefers Independent Party)","72","0.3137","Federal"
"Chelan","United States U.S. Senator","Bryan Solstin","(Prefers Democratic Party)","41","0.1786","Federal"
"Chelan","United States U.S. Senator","Martin D. Hash","(States No Party Preference)","44","0.1917","Federal"
"Chelan","United States U.S. Senator","Patty Murray","(Prefers Democratic Party)","9125","39.7534","Federal"
"Chelan","United States U.S. Senator","Thor Amundson","(Prefers Independent Party)","74","0.3224","Federal"
"Chelan","United States U.S. Senator","Charlie (Chuck) Jackson","(Prefers Independent Party)","36","0.1568","Federal"
"Chelan","United States U.S. Senator","Naz Paul","(Prefers Independent Party)","105","0.4574","Federal"
"Chelan","United States U.S. Senator","Ravin Pierre","(Prefers Democratic Party)","69","0.3006","Federal"
"Chelan","United States U.S. Senator","Leon Lawson","(Prefers Trump Republican Party)","858","3.7379","Federal"
"Chelan","United States U.S. Senator","WRITE-IN"," ","23","0.1002","Federal"
"Chelan","Congressional District 8 U.S. Representative","Emet Ward","(Prefers Democratic Party)","118","0.5167","Congressional"
"Chelan","Congressional District 8 U.S. Representative","Kim Schrier","(Prefers Democratic Party)","9401","41.1675","Congressional"
"Chelan","Congressional District 8 U.S. Representative","Reagan Dunn","(Prefers Republican Party)","2276","9.9667","Congressional"
"Chelan","Congressional District 8 U.S. Representative","Matt Larkin","(Prefers Republican Party)","4304","18.8474","Congressional"
"Chelan","Congressional District 8 U.S. Representative","Dave Chapman","(Prefers Republican Party)","304","1.3312","Congressional"
"Chelan","Congressional District 8 U.S. Representative","Ryan Dean Burkett","(States No Party Preference)","95","0.416","Congressional"
"Chelan","Congressional District 8 U.S. Representative","Justin Greywolf","(Prefers Libertarian Party)","191","0.8364","Congressional"
"Chelan","Congressional District 8 U.S. Representative","Keith Arnold","(Prefers Democratic Party)","142","0.6218","Congressional"
"Chelan","Congressional District 8 U.S. Representative","Patrick Dillon","(Prefers Concordia Party)","14","0.0613","Congressional"
"Chelan","Congressional District 8 U.S. Representative","Jesse Jensen","(Prefers Republican Party)","4985","21.8296","Congressional"
"Chelan","Congressional District 8 U.S. Representative","Scott Stephenson","(Prefers Republican Party)","991","4.3396","Congressional"
"Chelan","Congressional District 8 U.S. Representative","WRITE-IN"," ","15","0.0657","Congressional"
"Chelan","Washington State Secretary of State","Bob Hagglund","(Prefers Republican Party)","4801","22.3012","State Executive"
"Chelan","Washington State Secretary of State","Kurtis Engle","(Prefers Union Party)","77","0.3577","State Executive"
"Chelan","Washington State Secretary of State","Marquez Tiggs","(Prefers Democratic Party)","983","4.5661","State Executive"
"Chelan","Washington State Secretary of State","Tamborine Borrelli","(Prefers America First (R) Party)","1184","5.4998","State Executive"
"Chelan","Washington State Secretary of State","Steve Hobbs","(Prefers Democratic Party)","6484","30.1189","State Executive"
"Chelan","Washington State Secretary of State","Keith L. Wagoner","(Prefers Republican Party)","4129","19.1797","State Executive"
"Chelan","Washington State Secretary of State","Mark Miloscia","(Prefers Republican Party)","1680","7.8038","State Executive"
"Chelan","Washington State Secretary of State","Julie Anderson","(Prefers Nonpartisan Party)","2169","10.0753","State Executive"
"Chelan","Washington State Secretary of State","WRITE-IN"," ","21","0.0975","State Executive"
"Chelan","Legislative District 12 State Representative Pos. 1","Keith W. Goehner","(Prefers Republican Party)","15521","96.0934","Legislative"
"Chelan","Legislative District 12 State Representative Pos. 1","WRITE-IN"," ","631","3.9066","Legislative"
"Chelan","Legislative District 12 State Representative Pos. 2","Robert K Amenn","(Prefers Republican Party)","1579","9.0028","Legislative"
"Chelan","Legislative District 12 State Representative Pos. 2","Mike Steele","(Prefers Republican Party)","15505","88.403","Legislative"
"Chelan","Legislative District 12 State Representative Pos. 2","WRITE-IN"," ","455","2.5942","Legislative"
"Chelan"," ASSESSOR","Deanna C Walter","(Prefers Republican Party)","15084","97.3538","County"
"Chelan"," ASSESSOR","WRITE-IN"," ","410","2.6462","County"
"Chelan"," AUDITOR","Skip Moore","(Prefers Republican Party)","15448","97.8465","County"
"Chelan"," AUDITOR","WRITE-IN"," ","340","2.1535","County"
"Chelan"," CLERK","Sandra Arechiga","(Prefers Independent Party)","9617","46.4007","County"
"Chelan"," CLERK","Brandi Buck","(Prefers Republican Party)","4274","20.6214","County"
"Chelan"," CLERK","Marty (Martin) Young","(Prefers Republican Party)","6755","32.5919","County"
"Chelan"," CLERK","WRITE-IN"," ","80","0.386","County"
