"County","Race","Candidate","Party","Votes","PercentageOfTotalVotes","JurisdictionName"
"Clallam","COMMISSIONER 1 County Commissioner Dist. No. 1","Jim McEntire","(Prefers Republican Party)","4267","49.0065","COMMISSIONER 1"
"Clallam","PORT OF PORT ANGELES COMM 3 Commissioner District No. 3","Rick (Doc) Robinson","","495","19.3814","PORT OF PORT ANGELES COMM 3"
"Clallam","PORT OF PORT ANGELES COMM 3 Commissioner District No. 3","Connie Beauvais","","847","33.1637","PORT OF PORT ANGELES COMM 3"
"Clallam","PORT OF PORT ANGELES COMM 3 Commissioner District No. 3","Michael Breidenbach","","639","25.0196","PORT OF PORT ANGELES COMM 3"
"Clallam","PORT OF PORT ANGELES COMM 3 Commissioner District No. 3","Lee Whetham","","573","22.4354","PORT OF PORT ANGELES COMM 3"
"Clallam","CITY OF PORT ANGELES Council Position No. 5","Michael Merideth","","1053","45.3488","CITY OF PORT ANGELES"
"Clallam","CITY OF PORT ANGELES Council Position No. 5","Marolee Smith","","823","35.4436","CITY OF PORT ANGELES"
"Clallam","CITY OF PORT ANGELES Council Position No. 5","Shan Pak","","446","19.2076","CITY OF PORT ANGELES"
"Clallam","SEQUIM SCHOOL DISTRICT 323 Director District No. 1","Heather Jeffers","","2340","35.5839","SEQUIM SCHOOL DISTRICT 323"
"Clallam","SEQUIM SCHOOL DISTRICT 323 Director District No. 1","Robin Henrikson","","2417","36.7549","SEQUIM SCHOOL DISTRICT 323"
"Clallam","SEQUIM SCHOOL DISTRICT 323 Director District No. 1","Rebecca Bratsman","","812","12.3479","SEQUIM SCHOOL DISTRICT 323"
"Clallam","SEQUIM SCHOOL DISTRICT 323 Director District No. 1","Willard Naslund","","1007","15.3133","SEQUIM SCHOOL DISTRICT 323"
"Clallam","SEQUIM SCHOOL DISTRICT 323 Director At Large, Position No. 5","Heather Short","","4621","56.6994","SEQUIM SCHOOL DISTRICT 323"
"Clallam","SEQUIM SCHOOL DISTRICT 323 Director At Large, Position No. 5","William Payne","","2017","24.7485","SEQUIM SCHOOL DISTRICT 323"
"Clallam","SEQUIM SCHOOL DISTRICT 323 Director At Large, Position No. 5","Charles Meyer","","1512","18.5521","SEQUIM SCHOOL DISTRICT 323"
"Clallam","FIRE DISTRICT 3 Commissioner No. 1","Sean Ryan","","3295","40.1438","FIRE DISTRICT 3"
"Clallam","FIRE DISTRICT 3 Commissioner No. 1","Alan W. Slind","","1247","15.1925","FIRE DISTRICT 3"
"Clallam","FIRE DISTRICT 3 Commissioner No. 1","G. Michael Gawley","","3666","44.6637","FIRE DISTRICT 3"
"Clallam","SARC METROPOLITAN PARK DISTRICT Proposition No. 1 Metropolitan Park District Formation","FOR the formation of a metropolitan park district to be governed by a five member board of commissio","","4448","41.7378","SARC METROPOLITAN PARK DISTRICT"
"Clallam","SARC METROPOLITAN PARK DISTRICT Proposition No. 1 Metropolitan Park District Formation","AGAINST the formation of a metropolitan park district.","","6209","58.2622","SARC METROPOLITAN PARK DISTRICT"
"Clallam","SARC METROPOLITAN PARK DISTRICT Commissioner Position No. 1","Warren Pierce","","3775","62.7285","SARC METROPOLITAN PARK DISTRICT"
"Clallam","SARC METROPOLITAN PARK DISTRICT Commissioner Position No. 1","Eckart Mildenstein","","2243","37.2715","SARC METROPOLITAN PARK DISTRICT"
"Clallam","SARC METROPOLITAN PARK DISTRICT Commissioner Position No. 2","Ken Stringer","","3617","70.1921","SARC METROPOLITAN PARK DISTRICT"
"Clallam","SARC METROPOLITAN PARK DISTRICT Commissioner Position No. 2","Bill Wrobel","","1536","29.8079","SARC METROPOLITAN PARK DISTRICT"
"Clallam","SARC METROPOLITAN PARK DISTRICT Commissioner Position No. 3","Gayle Baker","","1134","17.5352","SARC METROPOLITAN PARK DISTRICT"
"Clallam","SARC METROPOLITAN PARK DISTRICT Commissioner Position No. 3","Paul Gruver","","823","12.7261","SARC METROPOLITAN PARK DISTRICT"
"Clallam","SARC METROPOLITAN PARK DISTRICT Commissioner Position No. 3","Dick Neal","","952","14.7209","SARC METROPOLITAN PARK DISTRICT"
"Clallam","SARC METROPOLITAN PARK DISTRICT Commissioner Position No. 3","Virginia O'Neil","","3558","55.0178","SARC METROPOLITAN PARK DISTRICT"
"Clallam","SARC METROPOLITAN PARK DISTRICT Commissioner Position No. 4","Rich Bemm","","3148","51.5558","SARC METROPOLITAN PARK DISTRICT"
"Clallam","SARC METROPOLITAN PARK DISTRICT Commissioner Position No. 4","Fritz Gruetzmacher","","959","15.7059","SARC METROPOLITAN PARK DISTRICT"
"Clallam","SARC METROPOLITAN PARK DISTRICT Commissioner Position No. 4","Susan Sparks Smith","","1999","32.7383","SARC METROPOLITAN PARK DISTRICT"
"Clallam","SARC METROPOLITAN PARK DISTRICT Commissioner Position No. 5","Mike McAleer","","3997","60.6065","SARC METROPOLITAN PARK DISTRICT"
"Clallam","SARC METROPOLITAN PARK DISTRICT Commissioner Position No. 5","Bob Anundson","","2598","39.3935","SARC METROPOLITAN PARK DISTRICT"
"Clark","CLARK COUNTY COUNCIL, CHAIR (AT-LARGE)","Tom Mielke","(Prefers Republican Party)","4075","6.3463","CLARK COUNTY"
"Clark","CLARK COUNTY COUNCIL, CHAIR (AT-LARGE)","Jeanne E. Stewart","(Prefers Republican Party)","9461","14.7342","CLARK COUNTY"
"Clark","CLARK COUNTY COUNCIL, CHAIR (AT-LARGE)","David Madore","(Prefers Republican Party)","16405","25.5486","CLARK COUNTY"
"Clark","CLARK COUNTY COUNCIL, CHAIR (AT-LARGE)","Mike Dalesandro","(Prefers Democratic Party)","17137","26.6886","CLARK COUNTY"
"Clark","CLARK COUNTY COUNCIL, CHAIR (AT-LARGE)","Marc Boldt","(States No Party Preference)","17133","26.6823","CLARK COUNTY"
"Clark","COUNTY COUNCILOR DIST. #2 (BEG 2016) COUNCIL, DISTRICT NO. 2","Chuck Green","(Prefers Democratic Party)","4805","26.1468","COUNTY COUNCILOR DIST. #2 (BEG 2016)"
"Clark","COUNTY COUNCILOR DIST. #2 (BEG 2016) COUNCIL, DISTRICT NO. 2","Mike Pond","(Prefers Democratic Party)","3563","19.3884","COUNTY COUNCILOR DIST. #2 (BEG 2016)"
"Clark","COUNTY COUNCILOR DIST. #2 (BEG 2016) COUNCIL, DISTRICT NO. 2","Mary Benton","(Prefers Republican Party)","3288","17.8919","COUNTY COUNCILOR DIST. #2 (BEG 2016)"
"Clark","COUNTY COUNCILOR DIST. #2 (BEG 2016) COUNCIL, DISTRICT NO. 2","Tanner Martin","(States No Party Preference)","1011","5.5014","COUNTY COUNCILOR DIST. #2 (BEG 2016)"
"Clark","COUNTY COUNCILOR DIST. #2 (BEG 2016) COUNCIL, DISTRICT NO. 2","Julie Olson","(Prefers Republican Party)","5710","31.0714","COUNTY COUNCILOR DIST. #2 (BEG 2016)"
"Clark","CITY OF VANCOUVER COUNCIL - POSITION NO. 5","Linda Glover","","7713","36.7181","CITY OF VANCOUVER"
"Clark","CITY OF VANCOUVER COUNCIL - POSITION NO. 5","Kathleen Metzger","","4521","21.5224","CITY OF VANCOUVER"
"Clark","CITY OF VANCOUVER COUNCIL - POSITION NO. 5","Ty Stober","","8772","41.7595","CITY OF VANCOUVER"
"Clark","BATTLE GROUND SCHOOL DISTRICT NO. 119 SCHOOL DIRECTOR, DISTRICT NO. 4","Dick Rylander","","3097","33.2939","BATTLE GROUND SCHOOL DISTRICT NO. 119"
"Clark","BATTLE GROUND SCHOOL DISTRICT NO. 119 SCHOOL DIRECTOR, DISTRICT NO. 4","Mavis Nickels","","4496","48.3337","BATTLE GROUND SCHOOL DISTRICT NO. 119"
"Clark","BATTLE GROUND SCHOOL DISTRICT NO. 119 SCHOOL DIRECTOR, DISTRICT NO. 4","Ben Kapelka","","1709","18.3724","BATTLE GROUND SCHOOL DISTRICT NO. 119"
"Clark","PORT OF VANCOUVER COMMISSIONER, DISTRICT NO. 2","Peter Harrison","","1177","7.7383","PORT OF VANCOUVER"
"Clark","PORT OF VANCOUVER COMMISSIONER, DISTRICT NO. 2","Robert (Bob) Durgan","","1476","9.7041","PORT OF VANCOUVER"
"Clark","PORT OF VANCOUVER COMMISSIONER, DISTRICT NO. 2","Bill Hughes","","1045","6.8705","PORT OF VANCOUVER"
"Clark","PORT OF VANCOUVER COMMISSIONER, DISTRICT NO. 2","Nick Ande","","2267","14.9047","PORT OF VANCOUVER"
"Clark","PORT OF VANCOUVER COMMISSIONER, DISTRICT NO. 2","Scott Dalesandro","","1984","13.044","PORT OF VANCOUVER"
"Clark","PORT OF VANCOUVER COMMISSIONER, DISTRICT NO. 2","Eric LaBrant","","3356","22.0644","PORT OF VANCOUVER"
"Clark","PORT OF VANCOUVER COMMISSIONER, DISTRICT NO. 2","Lisa Ross","","3905","25.6739","PORT OF VANCOUVER"
"Cowlitz","CITY OF KELSO Council Position  #4","Kelburn Koontz","","259","23.8051","CITY OF KELSO"
"Cowlitz","CITY OF KELSO Council Position  #4","Dale Barto","","293","26.9301","CITY OF KELSO"
"Cowlitz","CITY OF KELSO Council Position  #4","David Futcher","","536","49.2647","CITY OF KELSO"
"Cowlitz","CITY OF KELSO Council Position #7","Adena Grigsby","","319","29","CITY OF KELSO"
"Cowlitz","CITY OF KELSO Council Position #7","Gary Schimmel","","324","29.4545","CITY OF KELSO"
"Cowlitz","CITY OF KELSO Council Position #7","Nancy Malone","","457","41.5455","CITY OF KELSO"
"Cowlitz","CITY OF CASTLE ROCK City of Castle Rock      Proposition 1 ","Yes","","242","61.1111","CITY OF CASTLE ROCK"
"Cowlitz","CITY OF CASTLE ROCK City of Castle Rock      Proposition 1 ","No","","154","38.8889","CITY OF CASTLE ROCK"
"Douglas","EPHRATA SD SCHOOL DIRECTOR #04","Josh Roberts","","2","18.1818","EPHRATA SD"
"Douglas","EPHRATA SD SCHOOL DIRECTOR #04","Larry D Duffner","","0","0","EPHRATA SD"
"Douglas","EPHRATA SD SCHOOL DIRECTOR #04","Lois M Gibbens","","7","63.6364","EPHRATA SD"
"Douglas","EPHRATA SD SCHOOL DIRECTOR #04","Jim Adams","","2","18.1818","EPHRATA SD"
"Douglas","MANSFIELD SD DIRECTOR #4","Amy Hessman","","18","9.6257","MANSFIELD SD"
"Douglas","MANSFIELD SD DIRECTOR #4","Jackie L Tupling","","64","34.2246","MANSFIELD SD"
"Douglas","MANSFIELD SD DIRECTOR #4","Dusty Wittig","","105","56.1497","MANSFIELD SD"
"Franklin","Legislative District 9 State Representative Pos. 1","Mary Dye","(Prefers Republican  Party)","1630","32.3541","Legislative District 9"
"Franklin","Legislative District 9 State Representative Pos. 1","Richard Lathim","(Prefers Republican Party)","2489","49.4045","Legislative District 9"
"Franklin","Legislative District 9 State Representative Pos. 1","Kenneth E. Caylor","(Prefers Democratic Party)","919","18.2414","Legislative District 9"
"Franklin","City of Pasco District 1 Councilmember, District 1, Position 1","Al Yenney","","159","61.8677","City of Pasco District 1"
"Franklin","City of Pasco District 1 Councilmember, District 1, Position 1","Elias Bustos","","31","12.0623","City of Pasco District 1"
"Franklin","City of Pasco District 1 Councilmember, District 1, Position 1","Bertha Alicia Coria","","45","17.5097","City of Pasco District 1"
"Franklin","City of Pasco District 1 Councilmember, District 1, Position 1","Juan Bolanos","","22","8.5603","City of Pasco District 1"
"Franklin","City of Pasco District 5 Councilmember, District 5, Position 5","Rebecca Francik","","1097","57.1354","City of Pasco District 5"
"Franklin","City of Pasco District 5 Councilmember, District 5, Position 5","David Milne","","697","36.3021","City of Pasco District 5"
"Franklin","City of Pasco District 5 Councilmember, District 5, Position 5","R. Theron Cammer","","126","6.5625","City of Pasco District 5"
"Franklin","City of Pasco Councilmember, At Large, Position 6","Matt Watkins","","2729","57.1518","City of Pasco"
"Franklin","City of Pasco Councilmember, At Large, Position 6","Bertha Aranda Glatt","","1039","21.7592","City of Pasco"
"Franklin","City of Pasco Councilmember, At Large, Position 6","Robert Sandoval","","730","15.288","City of Pasco"
"Franklin","City of Pasco Councilmember, At Large, Position 6","Edison Valerio","","277","5.801","City of Pasco"
"Garfield","Legislative District 9 State Representative Pos. 1","Mary Dye","(Prefers Republican  Party)","585","79.161","Legislative District 9"
"Garfield","Legislative District 9 State Representative Pos. 1","Richard Lathim","(Prefers Republican Party)","75","10.1488","Legislative District 9"
"Garfield","Legislative District 9 State Representative Pos. 1","Kenneth E. Caylor","(Prefers Democratic Party)","79","10.6901","Legislative District 9"
"Grant","Soap Lake MAYOR","Philip &quot;Phil&quot; Wick","","134","47.1831","Soap Lake"
"Grant","Soap Lake MAYOR","Raymond Gravelle","","117","41.1972","Soap Lake"
"Grant","Soap Lake MAYOR","Myriam Villagran Diaz","","33","11.6197","Soap Lake"
"Grant","Quincy CITY COUNCIL MEMBER #06","Sonia O. Padron","","251","40.8795","Quincy"
"Grant","Quincy CITY COUNCIL MEMBER #06","Gina Saldana","","148","24.1042","Quincy"
"Grant","Quincy CITY COUNCIL MEMBER #06","Warren Dan Lybbert","","215","35.0163","Quincy"
"Grant","Moses Lake CITY COUNCIL MEMBER #03","Don Myers","","947","42.5236","Moses Lake"
"Grant","Moses Lake CITY COUNCIL MEMBER #03","Jason Avila","","958","43.0175","Moses Lake"
"Grant","Moses Lake CITY COUNCIL MEMBER #03","PETER STEFFENS","","322","14.4589","Moses Lake"
"Grant","Moses Lake CITY COUNCIL MEMBER #06","Ryann Leonard","","656","28.497","Moses Lake"
"Grant","Moses Lake CITY COUNCIL MEMBER #06","Dick Deane","","831","36.099","Moses Lake"
"Grant","Moses Lake CITY COUNCIL MEMBER #06","HECTOR E. LEDEZMA JR.","","357","15.5083","Moses Lake"
"Grant","Moses Lake CITY COUNCIL MEMBER #06","Rod Richeson","","458","19.8957","Moses Lake"
"Grant","Moses Lake CITY COUNCIL MEMBER #07","Julia Hodgson","","413","18.6624","Moses Lake"
"Grant","Moses Lake CITY COUNCIL MEMBER #07","Tom Hayes","","398","17.9846","Moses Lake"
"Grant","Moses Lake CITY COUNCIL MEMBER #07","Greg &quot;Speedy&quot; Nevarez","","524","23.6783","Moses Lake"
"Grant","Moses Lake CITY COUNCIL MEMBER #07","Greg Becken","","234","10.5739","Moses Lake"
"Grant","Moses Lake CITY COUNCIL MEMBER #07","Elisia M Dalluge-Eklund","","229","10.3479","Moses Lake"
"Grant","Moses Lake CITY COUNCIL MEMBER #07","Mike Norman","","415","18.7528","Moses Lake"
"Grant","Ephrata School Dist #165 SCHOOL DIRECTOR #04","Josh Roberts","","270","16.4634","Ephrata School Dist #165"
"Grant","Ephrata School Dist #165 SCHOOL DIRECTOR #04","Larry D Duffner","","424","25.8537","Ephrata School Dist #165"
"Grant","Ephrata School Dist #165 SCHOOL DIRECTOR #04","Lois M Gibbens","","602","36.7073","Ephrata School Dist #165"
"Grant","Ephrata School Dist #165 SCHOOL DIRECTOR #04","Jim Adams","","344","20.9756","Ephrata School Dist #165"
"Grant","Wahluke School Dist #73 SCHOOL DIRECTOR #01","Maria (Lola) Salas-Chiprez","","49","17.0139","Wahluke School Dist #73"
"Grant","Wahluke School Dist #73 SCHOOL DIRECTOR #01","Maybeline Pantaleon","","130","45.1389","Wahluke School Dist #73"
"Grant","Wahluke School Dist #73 SCHOOL DIRECTOR #01","Cynthia deVictoria  ","","109","37.8472","Wahluke School Dist #73"
"Grant","Moses Lake School Dist #161 SCHOOL DIRECTOR #03","Susan Freeman","","1292","31.9012","Moses Lake School Dist #161"
"Grant","Moses Lake School Dist #161 SCHOOL DIRECTOR #03","Connie Opheikens","","1627","40.1728","Moses Lake School Dist #161"
"Grant","Moses Lake School Dist #161 SCHOOL DIRECTOR #03","Thomas Fancher","","1131","27.9259","Moses Lake School Dist #161"
"Grays Harbor","Port Comm. Dist. 3 Commissioner 3","Stan Pinnick","","1825","51.773","Port Comm. Dist. 3"
"Grays Harbor","Port Comm. Dist. 3 Commissioner 3","Richard Sinclair","","462","13.1064","Port Comm. Dist. 3"
"Grays Harbor","Port Comm. Dist. 3 Commissioner 3","Jackie Farra","","1238","35.1206","Port Comm. Dist. 3"
"Grays Harbor","City of Aberdeen Mayor","Bill Simpson","","530","20.8661","City of Aberdeen"
"Grays Harbor","City of Aberdeen Mayor","Jack Micheau","","616","24.252","City of Aberdeen"
"Grays Harbor","City of Aberdeen Mayor","Erik Larson","","1394","54.8819","City of Aberdeen"
"Grays Harbor","Aberdeen Council Ward 4 Position 8","Courtney Cook","","123","17.0596","Aberdeen Council Ward 4"
"Grays Harbor","Aberdeen Council Ward 4 Position 8","Margo M Shortt","","365","50.6241","Aberdeen Council Ward 4"
"Grays Harbor","Aberdeen Council Ward 4 Position 8","Elaine C Redner","","233","32.3162","Aberdeen Council Ward 4"
"Grays Harbor","City of Elma Mayor","Earl Hari","","62","11.6105","City of Elma"
"Grays Harbor","City of Elma Mayor","Jim Sorensen","","155","29.0262","City of Elma"
"Grays Harbor","City of Elma Mayor","Elroy Papke","","119","22.2846","City of Elma"
"Grays Harbor","City of Elma Mayor","David C. Osgood","","198","37.0787","City of Elma"
"Grays Harbor","City of Elma Proposition No. 1 Levy to Partially Fund Police Services for 2016","Yes","","344","62.8885","City of Elma"
"Grays Harbor","City of Elma Proposition No. 1 Levy to Partially Fund Police Services for 2016","No","","203","37.1115","City of Elma"
"Grays Harbor","City of Hoquiam Mayor","Jasmine Dickhoff","","544","45.1078","City of Hoquiam"
"Grays Harbor","City of Hoquiam Mayor","Jack Durney","","544","45.1078","City of Hoquiam"
"Grays Harbor","City of Hoquiam Mayor","John P Wiedl","","118","9.7844","City of Hoquiam"
"Grays Harbor","City of Montesano Mayor","Ken Estes","","335","27.2358","City of Montesano"
"Grays Harbor","City of Montesano Mayor","Tyler Trimble","","312","25.3659","City of Montesano"
"Grays Harbor","City of Montesano Mayor","Vini Samuel","","583","47.3984","City of Montesano"
"Grays Harbor","City of Westport Mayor","Michael Bruce","","140","29.5983","City of Westport"
"Grays Harbor","City of Westport Mayor","James (Jim) Lang","","25","5.2854","City of Westport"
"Grays Harbor","City of Westport Mayor","Rob Bearden","","308","65.1163","City of Westport"
"Grays Harbor","City of Westport Position 5","Gerald &quot;Jerry&quot; Schlaupitz","","80","19.0024","City of Westport"
"Grays Harbor","City of Westport Position 5","Patricia Gardner","","164","38.9549","City of Westport"
"Grays Harbor","City of Westport Position 5","Brandi Holmes","","177","42.0428","City of Westport"
"Grays Harbor","City of Westport Proposition No. 1 Excess Property Tax Levy for Emergency Medical Service and Fire Response","Levy Yes","","287","60.8051","City of Westport"
"Grays Harbor","City of Westport Proposition No. 1 Excess Property Tax Levy for Emergency Medical Service and Fire Response","Levy No","","185","39.1949","City of Westport"
"Grays Harbor","Fire District 3 Proposition No. 1 Excess Levy for Emergency Medical Service and Fire Suppression","Levy Yes","","99","67.8082","Fire District 3"
"Grays Harbor","Fire District 3 Proposition No. 1 Excess Levy for Emergency Medical Service and Fire Suppression","Levy No","","47","32.1918","Fire District 3"
"Grays Harbor","Fire District 14 Proposition No. 1 Excess Levy for Emergency Medical Care and Ambulance Services","Levy Yes","","119","67.2316","Fire District 14"
"Grays Harbor","Fire District 14 Proposition No. 1 Excess Levy for Emergency Medical Care and Ambulance Services","Levy No","","58","32.7684","Fire District 14"
"Island","FIRE DISTRICT NO 1 Proposition 1 - Renewal of Six Year Emergency Medical Services Property Tax Levy Proposition 1 - Renewal of Six Year Emergency Medical Services Property Tax Levy","Yes","","4935","85.9606","FIRE DISTRICT NO 1"
"Island","FIRE DISTRICT NO 1 Proposition 1 - Renewal of Six Year Emergency Medical Services Property Tax Levy Proposition 1 - Renewal of Six Year Emergency Medical Services Property Tax Levy","No","","806","14.0394","FIRE DISTRICT NO 1"
"Island","CITY OF LANGLEY Langley Mayor","Thomas E. Gill","","76","15.9329","CITY OF LANGLEY"
